名詞,判定,TF-IDF値,出現回数,重み,連結回数
これ,0,0.3976655265,1,2.2,2
これら,0,0.4790507713,1,3.3,0
され,0,0.5338632156,3,2.2,2
され,0,0.3300241723,3,2.2,2
され,0,0.3033760309,3,2.2,2
される,0,0.3240722226,2,3.3,0
される,0,0.3065454755,2,3.3,0
サンプル,0,0.3788960532,1,4.8,0
シングルビンゴ,1,0.3512391842,1,8.4,0
スタート,1,0.4545372504,1,4.6,13
スタートエリア,1,0.3912808697,5,8.2,0
スタートエリア,1,0.3298199157,5,8.2,0
スタートエリア,1,0.3288523182,5,8.2,0
スタートエリア,1,0.3020845791,5,8.2,0
スタートエリア,1,0.3019000523,5,8.2,0
スタートライン,1,0.5560087346,2,8.2,2
スタートライン,1,0.4481453527,2,8.2,2
スタートライン手前,0,0.3736880839,1,12.2,0
スタート位置,0,0.4975643626,1,8.6,0
スタート準備,0,0.3014498114,1,8.6,1
スタート準備走行,0,0.4064752702,1,12.6,0
スタート成立後,0,0.6231479042,1,10.6,0
ステートマシン図,0,0.4768360411,1,10.2,0
すべて,0,0.5118119622,2,3.3,0
すべて,0,0.3279723699,2,3.3,0
スポンサー看板,0,0.3066902134,1,9.8,0
スラローム,0,0.5496313137,3,5.8,7
スラローム,0,0.3655019635,3,5.8,7
スラローム,0,0.3326927166,3,5.8,7
スラローム通過,0,0.5361867286,2,9.8,0
スラローム通過,0,0.3208552039,2,9.8,0
スラローム板,0,0.4689879605,3,7.8,0
スラローム板,0,0.3614494519,3,7.8,0
スラローム板,0,0.3323686876,3,7.8,0
する,0,0.3885629343,3,2.2,0
する,0,0.3508128861,3,2.2,0
する,0,0.3182444964,3,2.2,0
ソフトウェア,0,0.4564584803,1,7.2,2
それぞれ,0,0.321222918,1,4.4,2
それぞれ2個,0,0.3096252615,1,7.4,0
それぞれ個別,0,0.3274906958,1,8.4,0
ターン,0,0.3906972061,4,3.4,7
ターン,0,0.3465682499,4,3.4,7
ターン,0,0.3393503137,4,3.4,7
ターン,0,0.3040026975,4,3.4,7
ターン中,0,0.3102575124,1,5.4,1
ターン毎,0,0.3252149638,1,5.4,0
タイム,1,0.421874286,2,3.6,15
タイム,1,0.4045170863,2,3.6,15
ダブルビンゴ,1,0.3512391842,1,7.2,0
ため,0,0.3315632596,1,2.2,0
できる,0,0.3284173809,1,3.3,0
とき,0,0.3962067696,2,2.2,0
とき,0,0.3841829808,2,2.2,0
どちら,0,0.3468973418,1,3.3,0
トリプルビンゴ,1,0.3512391842,1,8.4,0
なら,0,0.4181783643,1,2.2,0
なる,0,0.3605191542,5,2.2,3
なる,0,0.3231163895,5,2.2,3
なる,0,0.3204923443,5,2.2,3
なる,0,0.302683175,5,2.2,3
なる,0,0.302683175,5,2.2,3
ナンバー黒ブロック,1,0.3499468198,4,11.4,0
ナンバー黒ブロック,1,0.3369069745,4,11.4,0
ナンバー黒ブロック,1,0.3364262607,4,11.4,0
ナンバー黒ブロック,1,0.3116380119,4,11.4,0
パーツ,0,0.3538284595,1,3.4,0
パターン,0,0.3387291834,1,4.6,3
パターン1,0,0.3387291834,1,5.6,0
パターン2,0,0.3387291834,1,5.6,0
ビンゴ,0,0.3255723064,1,3.6,4
プライマリークラス,1,0.5030358756,2,10.6,0
プライマリークラス,1,0.3293212026,2,10.6,0
フルビンゴ,1,0.3512391842,1,6,0
ブロック,1,0.4484079974,3,4.8,22
ブロック,1,0.4108966446,3,4.8,22
ブロック,1,0.3735403832,3,4.8,22
ブロックサークル,1,0.5337083549,2,9.4,1
ブロックサークル,1,0.5127224319,2,9.4,1
ブロックサークル内,0,0.3060511906,1,11.4,0
ブロック運び,0,0.4455197463,1,7.9,1
ブロック運搬,1,0.3957464808,1,8.8,1
ブロック運搬不成立,0,0.4545940931,1,14.8,0
ブロック搬入,0,0.5968259846,2,8.8,1
ブロック搬入,0,0.3745155079,2,8.8,1
ボーナス,1,0.6438774669,1,4.6,11
ボーナスサークル,1,0.5141880479,1,9.2,0
ボーナスタイム,1,0.385418756,3,8.2,2
ボーナスタイム,1,0.3307648437,3,8.2,2
ボーナスタイム,1,0.3032905033,3,8.2,2
ボーナスタイム獲得,0,0.4424857187,1,12.2,0
ボーナスタイム例,0,0.4569010177,1,10.2,0
ボーナスブロック,1,0.6674613914,3,9.4,0
ボーナスブロック,1,0.4126120452,3,9.4,0
ボーナスブロック,1,0.3813903947,3,9.4,0
ボーナス数字,0,0.5463362193,1,8.6,1
ほぼ左右対称,0,0.3288930954,1,10.2,0
マイナス,0,0.4551332442,1,4.8,0
または案内,0,0.3465469066,1,7.3,0
または一部,0,0.3358150875,1,7.3,0
また最大値,0,0.7275020674,1,8.2,0
もう一方,0,0.4491169605,1,6.2,0
もっ,0,0.5444466801,1,2.2,0
もの,0,0.3479879958,2,2.2,0
もの,0,0.3140933948,2,2.2,0
よう設計,0,0.3288930954,1,6.2,0
よう注意,0,0.3976655265,1,6.2,0
リクエスト,0,0.3139764765,1,6,0
リザルトタイム,1,0.5542625069,4,8.4,2
リザルトタイム,1,0.4050251815,4,8.4,2
リザルトタイム,1,0.3510562623,4,8.4,2
リザルトタイム,1,0.3273730462,4,8.4,2
リザルトタイム確定,0,0.354874382,1,12.4,0
扱い,0,0.3924094318,1,3.1,0
以下,0,0.3453803218,1,4,2
異なる,0,0.3189285032,2,4.2,0
異なる,0,0.3147131054,2,4.2,0
一致,0,0.4595665031,1,4,0
一定期日前,0,0.3465469066,1,10,0
一部,0,0.3147131054,1,4,1
一方,0,0.3468973418,1,4,1
一覧,0,0.4868508587,3,4,2
一覧,0,0.3293212026,3,4,2
一覧,0,0.3263432481,3,4,2
隠す,0,0.3151788937,1,3.1,0
右上,0,0.3790831129,1,4,0
右側,0,0.3288930954,1,4,0
運営,0,0.5658055475,1,4,0
運搬,0,0.3010804678,1,4,2
奥側,0,0.312164619,1,4,1
応じ,0,0.3693802434,1,3.1,0
下記,0,0.5412726162,2,4,0
下記,0,0.4446276027,2,4,0
箇所,0,0.4952237727,2,4,0
箇所,0,0.3195242453,2,4,0
改版履歴,0,0.5830380857,1,8,0
灰色点線内,0,0.3464368431,2,10,0
灰色点線内,0,0.3215477451,2,10,0
皆さま,0,0.5,1,4.2,0
開始,0,0.5763858906,1,4,0
開発,0,0.4790507713,1,4,0
外観,0,0.5496313137,2,4,0
外観,0,0.4012699036,2,4,0
概要,0,0.6692514149,2,4,0
概要,0,0.6415628418,2,4,0
該当コース,0,0.3841397131,1,7.4,0
各クラス,0,0.3274906958,1,5.6,0
各コース,0,0.3325849651,1,5.4,0
各チーム,0,0.4151209454,1,5.4,0
各種ゲート等,0,0.3924094318,1,9.4,0
各番号,0,0.505384657,3,6,0
各番号,0,0.4973560294,3,6,0
各番号,0,0.4973560294,3,6,0
獲得,0,0.3389663194,2,4,4
獲得,0,0.3108107393,2,4,4
獲得可能,0,0.3725162189,1,8,1
確定,0,0.4220183929,1,4,1
完全,0,0.3151788937,1,4,0
環境,0,0.5488557888,1,4,8
関連,0,0.4821525769,1,4,2
関連ファイル,0,0.3186947408,1,8.8,0
含まれる,0,0.4259122171,2,5.3,0
含まれる,0,0.326185796,2,5.3,0
含め,0,0.3279723699,1,3.1,0
規定,0,0.4790300201,1,4,3
規定時間,1,0.6862085933,1,8,2
規定時間継続,0,0.3322161215,1,12,0
規約,0,0.583944483,1,4,5
規約説明,0,0.3788960532,1,8,0
記載,0,0.3454094476,3,4,0
記載,0,0.3431618189,3,4,0
記載,0,0.3175035802,3,4,0
起き,0,0.4480301871,1,3.1,0
競技,0,0.3416163459,6,4,8
競技,0,0.3406857043,6,4,8
競技,0,0.3362944681,6,4,8
競技,0,0.3301811127,6,4,8
競技,0,0.3210889296,6,4,8
競技,0,0.3140305167,6,4,8
競技環境,0,0.4166778075,5,8,1
競技環境,0,0.3941426872,5,8,1
競技環境,0,0.3562207079,5,8,1
競技環境,0,0.3405433097,5,8,1
競技環境,0,0.3067220969,5,8,1
競技内容,0,0.4707089015,2,8,0
競技内容,0,0.4432167643,2,8,0
共用,0,0.5524506644,1,4,0
挟ん,0,0.3288930954,1,3.1,0
禁止,0,0.4569010177,1,4,0
具体的,0,0.3192582794,1,6,0
形状,0,0.4615635563,2,4,0
形状,0,0.4302754637,2,4,0
計算,0,0.421874286,2,4,0
計算,0,0.4045170863,2,4,0
計測,0,0.3312025058,1,4,8
計測中,0,0.4500812983,1,6,0
計測方法,0,0.5495076188,2,8,0
計測方法,0,0.3035592438,2,8,0
決定,0,0.3632628332,1,4,0
結果,0,0.487696098,2,4,0
結果,0,0.3799729541,2,4,0
現実世界,0,0.3127458729,1,8,0
言及,0,0.3127458729,1,4,0
限ら,0,0.3788960532,1,3.1,0
呼ぶ,0,0.4883086292,4,3.1,0
呼ぶ,0,0.4043536107,4,3.1,0
呼ぶ,0,0.3411222311,4,3.1,0
呼ぶ,0,0.3273733335,4,3.1,0
交点サークル,1,0.6190657476,5,8.6,1
交点サークル,1,0.580684677,5,8.6,1
交点サークル,1,0.540961721,5,8.6,1
交点サークル,1,0.4126120452,5,8.6,1
交点サークル,1,0.3183902585,5,8.6,1
公開,0,0.4446276027,2,4,0
公開,0,0.326185796,2,4,0
向き,0,0.5091076748,2,3.1,0
向き,0,0.4440247999,2,3.1,0
更に獲得可能,0,0.3170301487,1,11.1,0
構成,0,0.4278226626,2,4,1
構成,0,0.4256527114,2,4,1
構築方法,0,0.4796803455,1,8,0
行う,0,0.3872091196,2,3.1,0
行う,0,0.3556972008,2,3.1,0
行われる,0,0.4861843259,3,5.3,0
行われる,0,0.479917699,3,5.3,0
行われる,0,0.4711934775,3,5.3,0
行為,0,0.4569010177,1,4,0
黒ブロック,1,0.374950194,1,6.8,4
左上,0,0.3790831129,1,4,0
左側,0,0.3288930954,1,4,0
差異,0,0.6596244535,1,4,0
最も奥側,0,0.312164619,1,7.1,0
最初,0,0.3953212567,1,4,0
最大計測時間,1,0.5592740658,4,12,0
最大計測時間,1,0.4435044461,4,12,0
最大計測時間,1,0.380102748,4,12,0
最大計測時間,1,0.3757552819,4,12,0
参加チーム,0,0.3424706619,1,7.4,1
参照,0,0.4896111302,8,4,1
参照,0,0.3678911752,8,4,1
参照,0,0.3544387676,8,4,1
参照,0,0.3511742888,8,4,1
参照,0,0.3487565026,8,4,1
参照,0,0.3339669031,8,4,1
参照,0,0.331029324,8,4,1
参照,0,0.3240645941,8,4,1
算出,0,0.5399225668,1,4,0
使用,0,0.4568494597,2,4,0
使用,0,0.4178134709,2,4,0
指す,0,0.346380748,1,3.1,0
試走会,0,0.4004692112,2,6,1
試走会,0,0.326185796,2,6,1
時間,1,0.5473535031,1,4,10
時間計測,0,0.392060957,1,8,0
示す,0,0.4713266866,8,3.1,0
示す,0,0.3583762407,8,3.1,0
示す,0,0.3435493364,8,3.1,0
示す,0,0.3352679215,8,3.1,0
示す,0,0.3096105296,8,3.1,0
示す,0,0.3064493773,8,3.1,0
示す,0,0.3057301276,8,3.1,0
示す,0,0.3043441573,8,3.1,0
自コース,0,0.4000212462,2,5.4,0
自コース,0,0.3232964519,2,5.4,0
自動判定,0,0.5399225668,1,8,0
自由,0,0.5492437804,1,4,0
実行委員会,0,0.4024850748,3,10,0
実行委員会,0,0.379186718,3,10,0
実行委員会,0,0.3025927311,3,10,0
実施,0,0.4831836773,3,4,0
実施,0,0.3494144988,3,4,0
実施,0,0.307442759,3,4,0
取得範囲,0,0.3060511906,1,8,0
収まっ,0,0.3373179371,2,4.2,0
収まっ,0,0.3141864854,2,4.2,0
終了,0,0.392060957,1,4,0
重なる,0,0.3176434176,1,4.2,0
出来,0,0.3139764765,1,4,0
準備,0,0.4064752702,1,4,2
順位,0,0.3325849651,1,4,0
順番,0,0.4151209454,1,4,0
初期位置,1,0.4852165436,1,8,0
初期設置,1,0.6353882825,1,8,2
初期値情報,0,0.3186947408,1,10,0
除い,0,0.466499847,1,3.1,0
小さい方,0,0.3325849651,1,6.2,0
照明,0,0.4004692112,2,4,1
照明,0,0.326185796,2,4,1
照明環境,0,0.326185796,1,8,0
詳細,0,0.3922117947,1,4,0
上記,0,0.3999234381,1,4,0
上限,0,0.3784837995,1,4,1
条件,0,0.4220961384,3,4,2
条件,0,0.361819904,3,4,2
条件,0,0.3170483944,3,4,2
条件1,0,0.3291426702,2,5,0
条件1,0,0.3283840548,2,5,0
状況,0,0.3322161215,1,4,0
状態,0,0.377187888,1,4,1
深く感謝,0,0.5,1,7.1,0
進入,0,0.3664330721,1,4,0
随時更新,0,0.3358150875,1,8,0
数字,1,0.340081619,4,4,6
数字,1,0.3262637285,4,4,6
数字,1,0.318845201,4,4,6
数字,1,0.3183902585,4,4,6
数字カード,0,0.4072722585,1,7.4,2
数字カード置き場,0,0.4443812816,1,12.5,0
数字部分,0,0.466499847,1,8,0
数式3,0,0.4045170863,1,5,0
成立,0,0.5531334074,4,4,8
成立,0,0.4105950663,4,4,8
成立,0,0.3604596193,4,4,8
成立,0,0.3047956375,4,4,8
成立1個あたり0,0,0.4018839756,1,11.3,0
成立後,0,0.4031118337,1,6,1
成立時,0,0.4040408809,1,6,0
成立成立不成立成立,0,0.3020833867,1,18,0
成立例,0,0.6338969993,1,6,0
正式,0,0.5551790183,1,4,1
正式名称,0,0.5039844114,1,8,0
青斜線,0,0.6686724713,1,6,0
接触,0,0.3589322526,1,4,0
設けられ,0,0.4697330195,1,5.3,0
設置,0,0.5191197916,4,4,4
設置,0,0.4911567617,4,4,4
設置,0,0.3209100656,4,4,4
設置,0,0.3182549792,4,4,4
設置パターン,0,0.3387291834,1,8.6,0
説明,0,0.4533042128,1,4,1
全クラス,0,0.5524506644,1,5.6,1
全クラス共通,0,0.4514370832,1,9.6,0
全景,0,0.4069239412,1,4,1
全体,0,0.3745155079,1,4,2
全部,0,0.3358150875,1,4,0
組織,0,0.5658055475,1,4,0
操作方法,0,0.3192582794,1,8,0
総称,0,0.5141880479,1,4,0
装飾品,0,0.4020887484,1,6,0
走行,1,0.3510562623,3,4,14
走行,1,0.3108817707,3,4,14
走行,1,0.3106918702,3,4,14
走行タイム,1,0.7302848135,3,7.6,1
走行タイム,1,0.4754497384,3,7.6,1
走行タイム,1,0.426048698,3,7.6,1
走行順,0,0.4151209454,1,6,0
走行体,1,0.4077673938,4,6,4
走行体,1,0.3541834311,4,6,4
走行体,1,0.3321261562,4,6,4
走行体,1,0.3164862787,4,6,4
走行体ソフトウェア,0,0.4314705654,2,13.2,0
走行体ソフトウェア,0,0.331995403,2,13.2,0
走行体全体,0,0.3377123979,1,10,1
多く,0,0.4774590385,1,3.1,0
対応,0,0.505384657,3,4,0
対応,0,0.4973560294,3,4,0
対応,0,0.4973560294,3,4,0
対象,0,0.4516905075,1,4,0
大会,0,0.3780689011,3,4,2
大会,0,0.3079405408,3,4,2
大会,0,0.3032552622,3,4,2
大会開催地,0,0.3066902134,1,10,0
大会当日,0,0.3358150875,1,8,0
置い,0,0.4069239412,1,3.1,0
置かれ,0,0.396718443,1,4.2,0
中央,0,0.3288930954,1,4,0
中間ゲート,1,0.3296237312,1,7.4,8
中間ゲート1,1,0.4444490642,2,8.4,2
中間ゲート1,1,0.3741607376,2,8.4,2
中間ゲート2,1,0.4946358356,2,8.4,1
中間ゲート2,1,0.336542312,2,8.4,1
中心,0,0.3176434176,1,4,1
中心軸,0,0.3176434176,1,6,0
注意,0,0.3637340295,1,4,1
駐車領域,0,0.3128165237,2,8,0
駐車領域,0,0.3060656164,2,8,0
超過,0,0.4500812983,1,4,0
追記,0,0.5423652282,1,4,0
通過,0,0.5811164096,5,4,6
通過,0,0.4509276068,5,4,6
通過,0,0.3904336172,5,4,6
通過,0,0.35634882,5,4,6
通過,0,0.3377123979,5,4,6
通知,0,0.4004692112,1,4,0
停止,0,0.345936579,1,4,4
停止時,0,0.5492437804,1,6,0
定義,0,0.3035592438,1,4,0
提出,0,0.3994363634,1,4,2
提出期限,0,0.5201987116,1,8,0
添付,0,0.3741337583,4,4,0
添付,0,0.3601926505,4,4,0
添付,0,0.3596787116,4,4,0
添付,0,0.3106170466,4,4,0
当日,0,0.321222918,1,4,1
動かし,0,0.414170673,1,4.2,0
動作環境,0,0.399295672,1,8,0
同じ,0,0.3311219315,1,3.1,1
同じ色,0,0.3468973418,1,5.1,0
同時に4つま,0,0.3512391842,1,8.3,0
同様,0,0.3311859728,1,4,0
得る,0,0.4679787996,1,3.1,0
読者,0,0.4516905075,1,4,0
難所,0,0.3985007717,1,4,0
配布,0,0.4452546211,2,4,0
配布,0,0.3464974373,2,4,0
白部分,0,0.3270058849,1,6,0
判定,0,0.3872091196,2,4,4
判定,0,0.3433885077,2,4,4
判定方法,0,0.5195199503,3,8,0
判定方法,0,0.4444490642,3,8,0
判定方法,0,0.3499468198,3,8,0
表1,0,0.4358538867,3,3,0
表1,0,0.4025303387,3,3,0
表1,0,0.3982766248,3,3,0
表4,0,0.4471364867,1,3,0
表5,0,0.4744988833,2,3,0
表5,0,0.3141864854,2,3,0
表6,0,0.4744988833,2,3,0
表6,0,0.464476502,2,3,0
表8,0,0.5404324541,1,3,0
表現,0,0.3127458729,1,4,0
描画処理,0,0.3701170562,1,8,0
不成立,0,0.4522418433,1,6,2
付与,0,0.5342653244,1,4,0
部分,0,0.3768871738,3,4,4
部分,0,0.3559442477,3,4,4
部分,0,0.3559442477,3,4,4
複数個所,0,0.3066902134,1,8,0
分け,0,0.3186947408,1,3.1,0
文書,0,0.4821525769,1,4,1
別途提示,0,0.4821850805,1,8,0
本規約,0,0.4675976458,4,6,0
本規約,0,0.4186992544,4,6,0
本規約,0,0.3866872772,4,6,0
本規約,0,0.3622566401,4,6,0
本書,0,0.3788960532,1,4,0
本章,0,0.3620533933,3,4,0
本章,0,0.3419347531,3,4,0
本章,0,0.3419347531,3,4,0
満たさ,0,0.4511459502,1,4.2,0
満たせ,0,0.3953212567,1,4.2,0
名産品,0,0.3066902134,1,6,0
名称,0,0.4641967387,1,4,1
様子,0,0.412261484,2,4,2
様子,0,0.3456788505,2,4,2
用い,0,0.452254989,2,3.1,4
用い,0,0.3479879958,2,3.1,4
用いられる,0,0.3256585211,2,6.4,0
用いられる,0,0.321222918,2,6.4,0
用いる,0,0.4802911322,2,4.2,0
用いる,0,0.4357459241,2,4.2,0
用意,0,0.3686060339,2,4,0
用意,0,0.3279723699,2,4,0
用語,0,0.5220676664,1,4,1
略称,0,0.47705746,1,4,0
流れ,0,0.3767720038,2,3.1,0
流れ,0,0.3375264465,2,3.1,0
両者,0,0.5547246707,1,4,0
良い,0,0.4500812983,1,3.1,0
領域,0,0.346380748,1,4,2
緑色,1,0.4908871027,2,4,0
緑色,1,0.4020887484,2,4,0
例示,0,0.4522418433,1,4,0
論理時間,0,0.3127458729,1,8,0
