名詞,判定,TF-IDF値,出現回数,重み,連結回数
プライマリークラス,1,0.5030358756,2,11.1,2
プライマリークラス,1,0.3293212026,2,11.1,2
フルビンゴ,1,0.3512391842,1,6.5,1
ブロック,1,0.4484079974,3,5.3,31
ブロック,1,0.4108966446,3,5.3,31
ブロック,1,0.3735403832,3,5.3,31
ブロックサークル,1,0.5337083549,2,9.9,2
ブロックサークル,1,0.5127224319,2,9.9,2
ブロック運搬,1,0.3957464808,1,9.3,1
ブロック搬入,1,0.5968259846,2,9.3,1
ブロック搬入,1,0.3745155079,2,9.3,1
ボーナス,1,0.6438774669,1,5.1,18
ボーナスサークル,1,0.5141880479,1,9.7,4
ボーナスタイム,1,0.385418756,3,8.7,5
ボーナスタイム,1,0.3307648437,3,8.7,5
ボーナスタイム,1,0.3032905033,3,8.7,5
ボーナスブロック,1,0.6674613914,3,9.9,0
ボーナスブロック,1,0.4126120452,3,9.9,0
ボーナスブロック,1,0.3813903947,3,9.9,0
ボーナス数字,1,0.5463362193,1,9.1,1
リザルトタイム,1,0.5542625069,4,8.9,3
リザルトタイム,1,0.4050251815,4,8.9,3
リザルトタイム,1,0.3510562623,4,8.9,3
リザルトタイム,1,0.3273730462,4,8.9,3
規定時間,1,0.6862085933,1,8.5,2
呼ぶ,1,0.3273733335,4,3.6,0
交点サークル,1,0.6190657476,5,9.1,1
交点サークル,1,0.580684677,5,9.1,1
交点サークル,1,0.540961721,5,9.1,1
交点サークル,1,0.4126120452,5,9.1,1
交点サークル,1,0.3183902585,5,9.1,1
黒ブロック,1,0.374950194,1,7.3,7
時間,1,0.5473535031,1,4.5,10
初期位置,1,0.4852165436,1,8.5,0
初期設置,1,0.6353882825,1,8.5,2
状態,1,0.377187888,1,4.5,1
色,1,0.5528815135,2,2.5,5
数字,1,0.340081619,4,4.5,9
数字,1,0.3262637285,4,4.5,9
数字,1,0.318845201,4,4.5,9
数字,1,0.3183902585,4,4.5,9
数字カード,1,0.4072722585,1,7.9,5
数字カード黒ブロック,1,0.374950194,2,14.7,0
数字カード黒ブロック,1,0.3208436177,2,14.7,0
数字カード置き場,1,0.4443812816,1,13,0
青,1,0.3389192324,1,2.5,1
走行タイム,1,0.7302848135,3,8.1,2
走行タイム,1,0.4754497384,3,8.1,2
走行タイム,1,0.426048698,3,8.1,2
走行タイムーボーナスタイム,1,0.3204628905,1,17.3,0
走行体,1,0.4077673938,4,6.5,4
走行体,1,0.3541834311,4,6.5,4
走行体,1,0.3321261562,4,6.5,4
走行体,1,0.3164862787,4,6.5,4
走行体ソフトウェア,1,0.4314705654,2,13.7,0
走行体ソフトウェア,1,0.331995403,2,13.7,0
中間ゲート,1,0.3296237312,1,7.9,9
中間ゲート1,1,0.4444490642,2,8.9,2
中間ゲート1,1,0.3741607376,2,8.9,2
中間ゲート2,1,0.4946358356,2,8.9,2
中間ゲート2,1,0.336542312,2,8.9,2
緑色,1,0.4908871027,2,4.5,0
緑色,1,0.4020887484,2,4.5,0
1,0,0.497035813,3,1.5,40
1,0,0.3331571814,3,1.5,40
1,0,0.3119271238,3,1.5,40
2,0,0.5986627956,8,1.5,39
2,0,0.5673282558,8,1.5,39
2,0,0.3738364278,8,1.5,39
2,0,0.3364307841,8,1.5,39
2,0,0.3176652439,8,1.5,39
2,0,0.315917656,8,1.5,39
2,0,0.3037240408,8,1.5,39
2,0,0.3009266587,8,1.5,39
3,0,0.4584593001,9,1.5,20
3,0,0.4152854397,9,1.5,20
3,0,0.3827687636,9,1.5,20
3,0,0.3464056582,9,1.5,20
3,0,0.3369551116,9,1.5,20
3,0,0.33203149,9,1.5,20
3,0,0.3277518058,9,1.5,20
3,0,0.3170995327,9,1.5,20
3,0,0.3084251947,9,1.5,20
4,0,0.6989889921,4,1.5,15
4,0,0.425750037,4,1.5,15
4,0,0.3990629626,4,1.5,15
4,0,0.3032673988,4,1.5,15
5,0,0.488459987,2,1.5,20
5,0,0.41403243,2,1.5,20
6,0,0.4894078784,4,1.5,15
6,0,0.4776104763,4,1.5,15
6,0,0.3406440224,4,1.5,15
6,0,0.3181456736,4,1.5,15
8,0,0.4072722585,2,1.5,6
8,0,0.3596787116,2,1.5,6
9,0,0.5984398681,3,1.5,2
9,0,0.5187708213,3,1.5,2
9,0,0.3186468502,3,1.5,2
10,0,0.3818903577,1,2.5,1
12,0,0.3274906958,1,2.5,2
13,0,0.426351556,1,2.5,1
15,0,0.4806428223,1,2.5,0
20,0,0.3418982045,1,2.5,11
22,0,0.3763339281,1,2.5,1
23,0,0.426351556,1,2.5,0
30,0,0.3258984877,1,2.5,0
0初期設置,0,0.3272147732,1,9.5,0
10ボーナスサークル設置,0,0.4890409864,1,15.7,0
120秒,0,0.6366203996,2,5.5,0
120秒,0,0.3312025058,2,5.5,0
1etロボコン2020シミュレータ取扱説明書,0,0.3513321957,1,29.7,0
1アドバンストクラス,0,0.3729530512,1,12.3,0
1エントリークラス,0,0.4506655961,1,10.9,0
1コース全景,0,0.3066902134,1,8.9,0
1チーム当たりlコース,0,0.3325849651,1,13.7,0
1プライマリークラス,0,0.3533012116,1,12.1,0
1リザルトタイム,0,0.3204628905,1,9.9,0
1回,0,0.4337811497,2,3.5,0
1回,0,0.3082812484,2,3.5,0
1競技環境,0,0.3358150875,1,9.5,0
1度,0,0.6798370515,2,3.5,1
1度,0,0.3841397131,2,3.5,1
1秒単位,0,0.3784837995,1,7.5,0
1用語一覧,0,0.47705746,1,9.5,0
22個目以降,0,0.4018839756,1,10.5,0
2stm,0,0.3347170303,1,5.1,0
2アドバンストクラスボーナスタイム一覧no,0,0.3272147732,1,26.9,0
2スタートライン,0,0.3736880839,1,9.7,0
2スラローム,0,0.4377998293,1,7.3,0
2関連文書一覧no,0,0.3513321957,1,15.9,0
2参照,0,0.4018839756,1,5.5,0
2実行委員会etロボコン,0,0.5658055475,1,18.7,0
2種類,0,0.3387291834,1,5.5,0
2章,0,0.4582182429,1,3.5,0
350mm,0,0.5222681501,1,5.9,0
3スラローム,0,0.3163323185,1,7.3,0
3ビンゴシングルビンゴ4いずれ,0,0.4018839756,1,17.8,0
3ブロック運び,0,0.3010804678,1,9.4,0
3章,0,0.5078177944,1,3.5,0
3走行体全体2,0,0.5039844114,1,12.5,0
3秒,0,0.6862085933,1,3.5,0
4act,0,0.4768360411,1,5.1,0
4stm,0,0.3542726001,1,5.1,0
4ダブルビンゴ75トリプルビンゴ13,0,0.3258984877,1,21.1,0
4ブロック,0,0.3873021386,1,6.3,0
4章,0,0.4781582821,1,3.5,0
4中,0,0.3283840548,1,3.5,0
5stm,0,0.4768360411,1,5.1,0
5ガレージ,0,0.3418982045,1,6.1,1
5ガレージガレージ停止5,0,0.3170301487,1,15.7,0
5種類,0,0.3096252615,1,5.5,0
5初期設置,0,0.3151788937,1,9.5,0
60fps,0,0.399295672,1,6.1,0
6act,0,0.4064752702,1,5.1,0
6ガレージ,0,0.3447143171,1,6.1,0
6フルビンゴ187ボーナスサークル設置数字カードボーナスサークル2,0,0.3258984877,1,41.3,0
6ブロック搬入8,0,0.3170301487,1,11.3,0
6ボーナス数字獲得,0,0.3729308514,1,14.1,0
6章,0,0.4781582821,1,3.5,0
7stm,0,0.3550910218,1,5.1,0
7ナンバー黒ブロック,0,0.3060511906,1,12.9,0
7ブロックビンゴ2020,0,0.4569010177,1,13.9,0
7中,0,0.3291426702,1,3.5,0
8ゴールゲート,0,0.3784837995,1,8.3,0
8ナンバーボーナスサークル4,0,0.3258984877,1,16.3,0
9stm,0,0.3274906958,1,5.1,0
9ガレージ停止5,0,0.3258984877,1,11.1,0
com,0,0.3192582794,1,4.1,0
etrobo,0,0.3192582794,1,7.7,2
etrobocon,0,0.3192582794,1,11.3,0
etソフトウェアデザインロボットコンテスト2020シミュレータ競技,0,0.4516905075,1,40.7,0
etソフトウェアデザインロボットコンテンスト実行委員会,0,0.5039844114,1,36.9,0
etロボコン2020シミュレータ,0,0.4402815505,2,18.7,2
etロボコン2020シミュレータ,0,0.4050251815,2,18.7,2
etロボコン2020シミュレータ内,0,0.3538284595,1,20.7,0
etロボコンev3サポートサイト,0,0.4796803455,1,19.3,0
framespersecond,0,0.399295672,1,18.5,0
github,0,0.3192582794,1,7.7,0
https,0,0.3192582794,1,6.5,0
lコースrコース,0,0.3274906958,1,9.7,0
no,0,0.3982766248,1,2.9,2
timescale1,0,0.399295672,1,12.3,0
uml2,0,0.4419911464,2,5.1,0
uml2,0,0.4419911464,2,5.1,0
wg,0,0.5,1,2.9,0
アクティビティ,0,0.5521612634,1,8.9,1
アクティビティ図,0,0.4768360411,1,10.9,0
アドバンストクラス固有,0,0.426351556,1,15.3,0
アドバンストクラス難所,0,0.4995513551,1,15.3,0
あり,0,0.3096252615,1,2.7,0
ある,0,0.4371022812,3,2.7,0
ある,0,0.3194999672,3,2.7,0
ある,0,0.3015955189,3,2.7,0
い,0,0.377187888,1,1.6,20
いずれ,0,0.3809429877,3,3.8,1
いずれ,0,0.3364262607,3,3.8,1
いずれ,0,0.3360917268,3,3.8,1
いたし,0,0.5,1,3.8,0
いる,0,0.4759397904,4,2.7,2
いる,0,0.4753457695,4,2.7,2
いる,0,0.4717911343,4,2.7,2
いる,0,0.3047633754,4,2.7,2
うち1,0,0.3873021386,1,3.7,0
エントリークラス固有,0,0.426351556,1,13.9,0
および6,0,0.4043517653,1,4.8,0
および構成要素,0,0.4641967387,1,11.8,0
および黒線,0,0.3736880839,1,7.8,0
および数字カード,0,0.3252149638,1,11.2,0
および提出方法,0,0.5201987116,1,11.8,0
カラーブロック有効移動1個,0,0.3272147732,1,19.7,0
クラス,0,0.3985007717,1,4.1,19
ゲートライン,0,0.6289502212,1,7.5,1
ゲートライン例,0,0.5212116316,1,9.5,0
コース以外,0,0.3589322526,1,7.9,0
コース画像,0,0.3788960532,1,7.9,0
コース上,0,0.4100116176,4,5.9,0
コース上,0,0.4034981026,4,5.9,0
コース上,0,0.4034981026,4,5.9,0
コース上,0,0.3397090504,4,5.9,0
ここ,0,0.4522418433,1,2.7,0
こと,0,0.3612855715,2,2.7,0
こと,0,0.3539759797,2,2.7,0
この規定時間,0,0.4500812983,1,10.7,0
この上限,0,0.6699008896,1,6.7,0
この部分,0,0.675052893,2,6.7,0
この部分,0,0.4435383589,2,6.7,0
この様子,0,0.6951402895,2,6.7,0
この様子,0,0.631023346,2,6.7,0
これ,0,0.3976655265,1,2.7,2
これら,0,0.4790507713,1,3.8,0
され,0,0.5338632156,3,2.7,2
され,0,0.3300241723,3,2.7,2
され,0,0.3033760309,3,2.7,2
される,0,0.3240722226,2,3.8,0
される,0,0.3065454755,2,3.8,0
サンプル,0,0.3788960532,1,5.3,0
し,0,0.4835314699,5,1.6,4
し,0,0.3513101751,5,1.6,4
し,0,0.3251613723,5,1.6,4
し,0,0.3151022289,5,1.6,4
し,0,0.3008061776,5,1.6,4
シミュレーション動作,0,0.3127458729,1,13.9,0
スタートライン手前,0,0.3736880839,1,12.7,0
スタート準備,0,0.3014498114,1,9.1,1
スタート準備走行,0,0.4064752702,1,13.1,0
スタート成立後,0,0.6231479042,1,11.1,0
ステートマシン図,0,0.4768360411,1,10.7,0
すべて,0,0.5118119622,2,3.8,0
すべて,0,0.3279723699,2,3.8,0
スポンサー看板,0,0.3066902134,1,10.3,0
スラローム,0,0.5496313137,3,6.3,7
スラローム,0,0.3655019635,3,6.3,7
スラローム,0,0.3326927166,3,6.3,7
スラローム通過,0,0.5361867286,2,10.3,0
スラローム通過,0,0.3208552039,2,10.3,0
スラローム板,0,0.4689879605,3,8.3,0
スラローム板,0,0.3614494519,3,8.3,0
スラローム板,0,0.3323686876,3,8.3,0
する,0,0.3885629343,3,2.7,0
する,0,0.3508128861,3,2.7,0
する,0,0.3182444964,3,2.7,0
そのターン中,0,0.3589322526,1,8.1,0
そのまま,0,0.3272147732,1,4.9,0
その参加チーム,0,0.3589322526,1,10.1,0
その時間帯,0,0.4774590385,1,8.7,0
その状態,0,0.3322161215,1,6.7,0
ソフトウェア,0,0.4564584803,1,7.7,5
それぞれ,0,0.321222918,1,4.9,3
それぞれ2個,0,0.3096252615,1,7.9,0
それぞれ個別,0,0.3274906958,1,8.9,0
ターン,0,0.3906972061,4,3.9,7
ターン,0,0.3465682499,4,3.9,7
ターン,0,0.3393503137,4,3.9,7
ターン,0,0.3040026975,4,3.9,7
ターン中,0,0.3102575124,1,5.9,1
ターン毎,0,0.3252149638,1,5.9,0
ただし以下,0,0.6114222568,2,7.8,0
ただし以下,0,0.4259122171,2,7.8,0
ダブルビンゴ,0,0.3512391842,1,7.7,1
ため,0,0.3315632596,1,2.7,0
できる,0,0.3284173809,1,3.8,0
とき,0,0.3962067696,2,2.7,0
とき,0,0.3841829808,2,2.7,0
どちら,0,0.3468973418,1,3.8,0
なおこれ,0,0.5444466801,1,4.9,0
なお交点サークル,0,0.534878193,1,11.3,0
なお試走会,0,0.3465469066,1,8.7,0
なお双方,0,0.5263031727,1,6.7,0
なお走行タイム,0,0.3784837995,1,10.3,0
なお本節,0,0.3788960532,1,6.7,0
なら,0,0.4181783643,1,2.7,0
なる,0,0.3605191542,5,2.7,3
なる,0,0.3231163895,5,2.7,3
なる,0,0.3204923443,5,2.7,3
なる,0,0.302683175,5,2.7,3
なる,0,0.302683175,5,2.7,3
パーツ,0,0.3538284595,1,3.9,0
パターン,0,0.3387291834,1,5.1,3
パターン1,0,0.3387291834,1,6.1,0
パターン2,0,0.3387291834,1,6.1,0
ブロックサークル内,0,0.3060511906,1,11.9,0
ブロックサークル番号,0,0.4957918558,1,13.9,0
ブロックビンゴ2020,0,0.4006411302,1,12.9,3
ブロックビンゴ2020エリア,0,0.4641967387,1,16.5,0
ブロックブロックビンゴ2020,0,0.4979514651,1,17.7,0
ブロック運び,0,0.4455197463,1,8.4,1
ブロック運搬不成立,0,0.4545940931,1,15.3,0
ボーナスサークル設置,0,0.3562244909,1,13.7,2
ボーナスタイム獲得,0,0.4424857187,1,12.7,1
ボーナスタイム獲得例,0,0.3258984877,1,14.7,0
ボーナスタイム例,0,0.4569010177,1,10.7,0
ほぼ左右対称,0,0.3288930954,1,10.7,0
マイナス,0,0.4551332442,1,5.3,0
または案内,0,0.3465469066,1,7.8,0
または一部,0,0.3358150875,1,7.8,0
また最大値,0,0.7275020674,1,8.7,0
もう一方,0,0.4491169605,1,6.7,0
もっ,0,0.5444466801,1,2.7,0
もの,0,0.3479879958,2,2.7,0
もの,0,0.3140933948,2,2.7,0
よう設計,0,0.3288930954,1,6.7,0
よう注意,0,0.3976655265,1,6.7,0
リクエスト,0,0.3139764765,1,6.5,0
リザルトタイム確定,0,0.354874382,1,12.9,1
リザルトタイム確定タッチセンサ押下操作後,0,0.4480301871,1,30.1,0
扱い,0,0.3924094318,1,3.6,0
以下,0,0.3453803218,1,4.5,2
異なる,0,0.3189285032,2,4.7,0
異なる,0,0.3147131054,2,4.7,0
一致,0,0.4595665031,1,4.5,0
一定期日前,0,0.3465469066,1,10.5,0
一部,0,0.3147131054,1,4.5,1
一方,0,0.3468973418,1,4.5,1
一覧,0,0.4868508587,3,4.5,3
一覧,0,0.3293212026,3,4.5,3
一覧,0,0.3263432481,3,4.5,3
隠す,0,0.3151788937,1,3.6,0
右上,0,0.3790831129,1,4.5,0
右側,0,0.3288930954,1,4.5,0
運営,0,0.5658055475,1,4.5,0
運搬,0,0.3010804678,1,4.5,2
円,0,0.3176434176,1,2.5,0
奥側,0,0.312164619,1,4.5,1
応じ,0,0.3693802434,1,3.6,0
下記,0,0.5412726162,2,4.5,0
下記,0,0.4446276027,2,4.5,0
何,0,0.4069239412,1,2.5,0
箇所,0,0.4952237727,2,4.5,0
箇所,0,0.3195242453,2,4.5,0
改版履歴,0,0.5830380857,1,8.5,0
灰色点線内,0,0.3464368431,2,10.5,0
灰色点線内,0,0.3215477451,2,10.5,0
皆さま,0,0.5,1,4.7,0
開始,0,0.5763858906,1,4.5,0
開発,0,0.4790507713,1,4.5,1
外観,0,0.5496313137,2,4.5,0
外観,0,0.4012699036,2,4.5,0
概要,0,0.6692514149,2,4.5,0
概要,0,0.6415628418,2,4.5,0
該当コース,0,0.3841397131,1,7.9,0
各クラス,0,0.3274906958,1,6.1,0
各コース,0,0.3325849651,1,5.9,0
各チーム,0,0.4151209454,1,5.9,0
各種ゲート等,0,0.3924094318,1,9.9,0
各番号,0,0.505384657,3,6.5,0
各番号,0,0.4973560294,3,6.5,0
各番号,0,0.4973560294,3,6.5,0
獲得,0,0.3389663194,2,4.5,5
獲得,0,0.3108107393,2,4.5,5
獲得可能,0,0.3725162189,1,8.5,1
確定,0,0.4220183929,1,4.5,2
完全,0,0.3151788937,1,4.5,0
環境,0,0.5488557888,1,4.5,9
間,0,0.3112753289,1,2.5,21
関連,0,0.4821525769,1,4.5,2
関連ファイル,0,0.3186947408,1,9.3,0
含まれる,0,0.4259122171,2,5.8,0
含まれる,0,0.326185796,2,5.8,0
含め,0,0.3279723699,1,3.6,0
規定,0,0.4790300201,1,4.5,3
規定時間継続,0,0.3322161215,1,12.5,0
規約,0,0.583944483,1,4.5,5
規約説明,0,0.3788960532,1,8.5,0
記載,0,0.3454094476,3,4.5,0
記載,0,0.3431618189,3,4.5,0
記載,0,0.3175035802,3,4.5,0
起き,0,0.4480301871,1,3.6,0
競技,0,0.3416163459,6,4.5,9
競技,0,0.3406857043,6,4.5,9
競技,0,0.3362944681,6,4.5,9
競技,0,0.3301811127,6,4.5,9
競技,0,0.3210889296,6,4.5,9
競技,0,0.3140305167,6,4.5,9
競技環境,0,0.4166778075,5,8.5,1
競技環境,0,0.3941426872,5,8.5,1
競技環境,0,0.3562207079,5,8.5,1
競技環境,0,0.3405433097,5,8.5,1
競技環境,0,0.3067220969,5,8.5,1
競技内容,0,0.4707089015,2,8.5,0
競技内容,0,0.4432167643,2,8.5,0
共用,0,0.5524506644,1,4.5,0
挟ん,0,0.3288930954,1,3.6,0
禁止,0,0.4569010177,1,4.5,0
具体的,0,0.3192582794,1,6.5,0
形,0,0.3096252615,1,2.5,2
形状,0,0.4615635563,2,4.5,0
形状,0,0.4302754637,2,4.5,0
計算,0,0.421874286,2,4.5,0
計算,0,0.4045170863,2,4.5,0
計測,0,0.3312025058,1,4.5,8
計測中,0,0.4500812983,1,6.5,0
計測方法,0,0.5495076188,2,8.5,0
計測方法,0,0.3035592438,2,8.5,0
決定,0,0.3632628332,1,4.5,0
結果,0,0.487696098,2,4.5,0
結果,0,0.3799729541,2,4.5,0
現実世界,0,0.3127458729,1,8.5,0
言及,0,0.3127458729,1,4.5,0
限ら,0,0.3788960532,1,3.6,0
呼ぶ,0,0.4883086292,4,3.6,0
呼ぶ,0,0.4043536107,4,3.6,0
呼ぶ,0,0.3411222311,4,3.6,0
公開,0,0.4446276027,2,4.5,0
公開,0,0.326185796,2,4.5,0
向き,0,0.5091076748,2,3.6,0
向き,0,0.4440247999,2,3.6,0
更に獲得可能,0,0.3170301487,1,11.6,0
構成,0,0.4278226626,2,4.5,1
構成,0,0.4256527114,2,4.5,1
構築方法,0,0.4796803455,1,8.5,0
行う,0,0.3872091196,2,3.6,0
行う,0,0.3556972008,2,3.6,0
行われる,0,0.4861843259,3,5.8,0
行われる,0,0.479917699,3,5.8,0
行われる,0,0.4711934775,3,5.8,0
行為,0,0.4569010177,1,4.5,0
黒,0,0.3589999528,1,2.5,9
左上,0,0.3790831129,1,4.5,0
左側,0,0.3288930954,1,4.5,0
差異,0,0.6596244535,1,4.5,0
最も奥側,0,0.312164619,1,7.6,0
最初,0,0.3953212567,1,4.5,0
最大計測時間,0,0.5592740658,4,12.5,0
最大計測時間,0,0.4435044461,4,12.5,0
最大計測時間,0,0.380102748,4,12.5,0
最大計測時間,0,0.3757552819,4,12.5,0
際,0,0.3947874899,2,2.5,0
際,0,0.3529177473,2,2.5,0
参加チーム,0,0.3424706619,1,7.9,1
参照,0,0.4896111302,8,4.5,1
参照,0,0.3678911752,8,4.5,1
参照,0,0.3544387676,8,4.5,1
参照,0,0.3511742888,8,4.5,1
参照,0,0.3487565026,8,4.5,1
参照,0,0.3339669031,8,4.5,1
参照,0,0.331029324,8,4.5,1
参照,0,0.3240645941,8,4.5,1
算出,0,0.5399225668,1,4.5,0
使用,0,0.4568494597,2,4.5,0
使用,0,0.4178134709,2,4.5,0
指す,0,0.346380748,1,3.6,0
試走会,0,0.4004692112,2,6.5,1
試走会,0,0.326185796,2,6.5,1
時,0,0.4101509811,1,2.5,15
時間計測,0,0.392060957,1,8.5,0
示す,0,0.4713266866,8,3.6,0
示す,0,0.3583762407,8,3.6,0
示す,0,0.3435493364,8,3.6,0
示す,0,0.3352679215,8,3.6,0
示す,0,0.3096105296,8,3.6,0
示す,0,0.3064493773,8,3.6,0
示す,0,0.3057301276,8,3.6,0
示す,0,0.3043441573,8,3.6,0
自コース,0,0.4000212462,2,5.9,0
自コース,0,0.3232964519,2,5.9,0
自動判定,0,0.5399225668,1,8.5,0
自由,0,0.5492437804,1,4.5,0
実行委員会,0,0.4024850748,3,10.5,2
実行委員会,0,0.379186718,3,10.5,2
実行委員会,0,0.3025927311,3,10.5,2
実施,0,0.4831836773,3,4.5,0
実施,0,0.3494144988,3,4.5,0
実施,0,0.307442759,3,4.5,0
取得範囲,0,0.3060511906,1,8.5,0
収まっ,0,0.3373179371,2,4.7,0
収まっ,0,0.3141864854,2,4.7,0
終了,0,0.392060957,1,4.5,0
重なる,0,0.3176434176,1,4.7,0
出来,0,0.3139764765,1,4.5,0
準備,0,0.4064752702,1,4.5,2
順位,0,0.3325849651,1,4.5,0
順番,0,0.4151209454,1,4.5,0
初期値情報,0,0.3186947408,1,10.5,0
除い,0,0.466499847,1,3.6,0
小さい方,0,0.3325849651,1,6.7,0
照明,0,0.4004692112,2,4.5,1
照明,0,0.326185796,2,4.5,1
照明環境,0,0.326185796,1,8.5,0
詳細,0,0.3922117947,1,4.5,1
障害物回避2本1,0,0.3170301487,1,14.5,0
障害物回避3本2,0,0.3170301487,1,14.5,0
障害物回避4本3,0,0.3170301487,1,14.5,0
障害物回避5本5,0,0.3170301487,1,14.5,0
障害物回避6本8,0,0.3170301487,1,14.5,0
上記,0,0.3999234381,1,4.5,0
上限,0,0.3784837995,1,4.5,1
条件,0,0.4220961384,3,4.5,2
条件,0,0.361819904,3,4.5,2
条件,0,0.3170483944,3,4.5,2
条件1,0,0.3291426702,2,5.5,0
条件1,0,0.3283840548,2,5.5,0
状況,0,0.3322161215,1,4.5,0
色,0,0.3120280971,2,2.5,5
深く感謝,0,0.5,1,7.6,0
進入,0,0.3664330721,1,4.5,0
図,0,0.4419911464,2,2.5,25
図,0,0.4419911464,2,2.5,25
図2,0,0.631023346,2,3.5,0
図2,0,0.3112753289,2,3.5,0
図3,0,0.6476526937,5,3.5,0
図3,0,0.4627925207,5,3.5,0
図3,0,0.410768969,5,3.5,0
図3,0,0.3641777478,5,3.5,0
図3,0,0.3201830099,5,3.5,0
図4,0,0.6412454039,4,3.5,0
図4,0,0.4206218985,4,3.5,0
図4,0,0.4006872951,4,3.5,0
図4,0,0.3412266086,4,3.5,0
図5,0,0.5012055639,8,3.5,0
図5,0,0.48046946,8,3.5,0
図5,0,0.4440280431,8,3.5,0
図5,0,0.4430046373,8,3.5,0
図5,0,0.4330044864,8,3.5,0
図5,0,0.4310523618,8,3.5,0
図5,0,0.4116215019,8,3.5,0
図5,0,0.3594126447,8,3.5,0
図6,0,0.4198376253,4,3.5,0
図6,0,0.3837497433,4,3.5,0
図6,0,0.3828490664,4,3.5,0
図6,0,0.3260169798,4,3.5,0
随時更新,0,0.3358150875,1,8.5,0
数字部分,0,0.466499847,1,8.5,0
数式3,0,0.4045170863,1,5.5,0
成立,0,0.5531334074,4,4.5,8
成立,0,0.4105950663,4,4.5,8
成立,0,0.3604596193,4,4.5,8
成立,0,0.3047956375,4,4.5,8
成立1個あたり0,0,0.4018839756,1,11.8,0
成立後,0,0.4031118337,1,6.5,1
成立時,0,0.4040408809,1,6.5,0
成立成立不成立成立,0,0.3020833867,1,18.5,0
成立例,0,0.6338969993,1,6.5,0
正式,0,0.5551790183,1,4.5,1
正式名称,0,0.5039844114,1,8.5,0
青斜線,0,0.6686724713,1,6.5,0
接触,0,0.3589322526,1,4.5,0
設けられ,0,0.4697330195,1,5.8,0
設置,0,0.5191197916,4,4.5,8
設置,0,0.4911567617,4,4.5,8
設置,0,0.3209100656,4,4.5,8
設置,0,0.3182549792,4,4.5,8
設置パターン,0,0.3387291834,1,9.1,0
設置プライマリークラス難所,0,0.3985007717,1,19.1,0
説明,0,0.4533042128,1,4.5,2
全クラス,0,0.5524506644,1,6.1,1
全クラス共通,0,0.4514370832,1,10.1,0
全景,0,0.4069239412,1,4.5,1
全体,0,0.3745155079,1,4.5,2
全部,0,0.3358150875,1,4.5,0
組織,0,0.5658055475,1,4.5,0
操作方法,0,0.3192582794,1,8.5,0
総称,0,0.5141880479,1,4.5,0
装飾品,0,0.4020887484,1,6.5,0
走行,0,0.3510562623,3,4.5,15
走行,0,0.3108817707,3,4.5,15
走行,0,0.3106918702,3,4.5,15
走行順,0,0.4151209454,1,6.5,0
走行体全体,0,0.3377123979,1,10.5,1
多く,0,0.4774590385,1,3.6,0
対応,0,0.505384657,3,4.5,0
対応,0,0.4973560294,3,4.5,0
対応,0,0.4973560294,3,4.5,0
対象,0,0.4516905075,1,4.5,0
大会,0,0.3780689011,3,4.5,2
大会,0,0.3079405408,3,4.5,2
大会,0,0.3032552622,3,4.5,2
大会開催地,0,0.3066902134,1,10.5,0
大会当日,0,0.3358150875,1,8.5,0
置い,0,0.4069239412,1,3.6,0
置かれ,0,0.396718443,1,4.7,0
中,0,0.3464368431,2,2.5,18
中,0,0.3215477451,2,2.5,18
