単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,概念レベル
担当者id,1,0.3757469294022434,3,2.3,2,0.3333333333333333
担当年度インターンシップ情報登録,1,0.4833065821680003,1,7.7,0,25.8
態度,0,0.5773502691896257,2,1.0,2,62.0
情報一覧確認,0,0.37103360588976037,1,3.0,5,29.0
情報,0,0.36440869793999053,5,1.0,12,84.0
当該学生インターンシップ評定情報,0,0.2886660820958368,1,7.7,0,30.6
年度指定,1,0.3950063383247377,1,2.0,0,12.0
年度,1,0.35784490808993735,1,1.0,6,13.0
実装,0,0.3791907764747003,1,1.0,0,0.0
実施開始日,1,0.3254818389782718,4,2.5,0,31.0
実施終了日,1,0.31405735638117876,3,2.5,0,37.666666666666664
実施注意,0,0.3382604360116059,1,2.0,0,27.5
実施日数,1,0.3254818389782718,4,2.0,3,23.5
実施日,1,0.3382604360116059,1,1.5,10,23.5
実施場所,0,0.34594395909575265,3,2.0,0,72.0
実施内容,0,0.34594395909575265,3,2.0,0,74.5
実施,0,0.3075481844944091,2,1.0,26,47.0
学籍番号,1,0.3356376016027844,5,2.0,0,0.0
学生順一覧項目,0,0.2225740809628257,1,3.5,0,17.0
学生順,1,0.2225740809628257,1,1.5,1,15.5
学生登録,1,1.0,1,2.0,0,28.0
学生氏名,1,0.44426639711710214,6,2.0,0,25.5
学生毎固有識別番号,0,0.32043990643256304,1,4.5,0,5.4
学生毎,0,0.21184673417321306,1,1.5,1,12.5
学生機能,0,1.0,1,2.0,0,15.5
学生情報登録,1,0.32043990643256304,1,3.0,0,46.666666666666664
学生情報修正削除,0,0.3791907764747003,1,4.0,0,128.25
学生情報一覧確認,1,0.3865997715192398,2,4.0,0,28.0
学生参加決定者登録,1,0.4635740028777844,1,4.5,0,20.6
学生一覧確認,1,0.2750727284072135,1,3.0,0,9.333333333333334
学生エントリ登録,1,0.656760552462903,1,4.0,0,18.666666666666668
学生アドバイス,0,0.6488271132343072,2,3.5,0,26.5
学生id指定,0,0.2886660820958368,1,2.8,0,12.0
学生id,1,0.39494799465134567,9,1.8,1,12.5
学生,2,0.3518746734939418,9,1.0,35,25.0
固有識別番号,0,0.3574940520043048,1,3.0,1,0.6666666666666666
固定値,0,0.30833615932040004,1,1.5,0,65.5
周囲コミュニケーション,0,1.0,1,5.2,0,14.0
受け付け,0,0.4444999006508538,2,1.2,0,0.0
反省点確認,0,0.5031922681301795,1,2.5,0,36.333333333333336
反省点,0,0.21079636495192264,1,1.5,1,53.0
反省,0,0.5773502691896257,2,1.0,3,2.0
参加決定者,1,0.4214839448707412,2,2.5,1,15.666666666666666
参加決定,0,0.2750727284072135,1,2.0,5,23.5
参加エントリ,1,0.4635740028777844,1,3.0,1,5.5
参加インターンシップ情報閲覧,1,1.0,1,6.7,0,25.5
勤務態度,1,1.0,2,2.0,0,41.5
勤務内容理解,1,1.0,2,3.0,0,46.666666666666664
分かれ,0,0.2782864380976609,1,0.7,0,0.0
内容更新,0,0.27921793129769223,1,2.0,0,56.0
内容変更,0,0.27921793129769223,1,2.0,1,251.0
内容,0,0.27921793129769223,1,1.0,8,102.0
保存,0,0.5584358625953845,1,1.0,0,1.0
企業順一覧項目,0,0.2225740809628257,1,3.5,0,30.25
企業順ソート,1,0.2225740809628257,1,2.7,0,28.0
企業登録,1,0.3574940520043048,1,2.0,0,54.5
企業機能,0,1.0,1,2.0,0,42.0
企業担当者連絡先電話番号,1,0.35784490808993735,1,6.0,0,22.142857142857142
企業担当者情報登録,1,0.27718793004759235,1,4.5,0,38.8
企業担当者名,1,0.35784490808993735,1,3.0,0,20.25
企業担当者入力,1,0.43702945047044073,1,3.5,0,19.75
企業担当者id,1,0.35784490808993735,1,3.3,0,19.75
企業担当者,2,0.36973790330920725,11,2.5,7,26.333333333333332
企業名,1,0.3635980486954376,8,1.5,0,40.0
企業企業担当者登録,1,1.0,1,4.5,0,37.6
企業企業担当者年度別一覧確認,1,0.35784490808993735,1,7.0,0,21.625
企業一覧確認,1,0.5482512102407399,1,3.0,0,27.0
企業id,1,0.4631546463398831,3,1.8,0,39.0
企業,2,0.2782864380976609,1,1.0,35,78.0
事項達成,0,0.21079636495192264,1,2.0,0,27.0
事項,0,0.3382604360116059,1,1.0,1,21.0
事前準備状況,1,1.0,2,3.0,0,99.66666666666667
予定実施日数,1,0.4082903693718544,3,3.0,0,21.666666666666668
予定実施日,1,0.4082903693718544,3,2.5,3,21.666666666666668
不足,0,0.4236934683464261,1,1.0,0,2.0
一覧項目,0,0.3586701831382875,12,2.0,2,18.5
一覧,0,0.2225740809628257,1,1.0,23,0.0
ログインid,1,0.359810256838178,2,2.8,0,0.0
ログイン,1,1.0,3,2.0,2,0.0
ユーザ認証,1,0.3667932945681159,3,2.2,3,4.0
ユーザid,1,0.30833615932040004,1,2.0,1,2.5
メールアドレス,0,0.35784490808993735,1,3.2,4,0.0
プログラム演習5要望書内容変更,0,0.2782864380976609,1,7.0,0,93.85714285714286
パスワード発行,1,0.29134566437888637,2,3.2,0,0.0
パスワード変更,1,1.0,4,3.2,2,200.0
パスワードユーザ認証,0,0.3667932945681159,3,4.4,0,2.6666666666666665
パスワード,1,0.41300578139382477,3,2.2,11,0.0
タスク,0,0.2782864380976609,1,1.5,0,14.0
セキュリティ確保,0,0.4444999006508538,2,4.0,0,2.0
システム要求仕様,0,1.0,1,4.0,0,157.0
システム利用,0,0.32043990643256304,1,3.0,0,223.0
システム,0,0.2782864380976609,1,2.0,3,410.0
コメント,0,0.3621986887917854,1,2.0,2,3.0
コミュニケーション,0,0.2886660820958368,1,4.2,1,15.0
エントリ登録,1,0.6727191366622757,2,3.0,2,15.5
エントリ登録,1,0.2500975852306286,2,3.0,2,15.5
インターンシップ終了,0,0.43702945047044073,1,4.7,0,33.0
インターンシップ登録,0,1.0,1,4.7,0,15.5
インターンシップ提供,0,0.30230217235297435,3,4.7,0,116.5
インターンシップ情報一覧確認,1,0.36528085890973927,2,6.7,1,21.75
インターンシップ実施,0,0.21079636495192264,1,4.7,0,23.5
インターンシップ名,1,0.30912433010458035,9,4.2,0,1.0
インターンシップ参加決定学生閲覧,1,1.0,1,7.7,0,15.8
インターンシップ参加エントリ,0,0.4635740028777844,1,6.7,0,3.6666666666666665
インターンシップ参加,0,0.21184673417321306,1,4.7,2,5.5
インターンシップエントリ登録,1,0.2750727284072135,1,6.7,0,10.333333333333334
インターンシップエントリ学生閲覧,1,1.0,1,7.7,0,8.0
インターンシップid,1,0.284718090813668,9,4.5,0,0.0
インターンシップ,2,0.5516177214133975,3,3.7,35,0.0
アドバイス参照,1,1.0,1,3.5,0,14.0
アドバイス,1,0.3621986887917854,1,2.5,4,28.0
password,1,0.30833615932040004,1,3.2,0,0.0
担当者名,1,0.27718793004759235,1,2.0,1,1.0
学生登録,1,1.0,1,2.0,0,28.0
