いんさつき,印刷物,一折 、一台 [折ったひとまとまり]、一組、一セット、一ロット
いんさつき,印刷機,一台、一基
いんさつぶつ,印刷物,一枚、一部、一冊、一誌、一巻、一版[初版]・二版[再版]三版… 、重版
いんさつぶつ,印刷物,一台、一枚、一面
いんし,印紙,一枚、一片、一綴（つづり）
いんしょう,印章,一本、一個、一顆（か）
いんしん,音信,⇒ 音信（おんしん）
いんそーる,インソール,一枚
いんたーねっとけいじばん,インターネット掲示板,一つ
いんぱくとどらいばー,インパクトドライバー,一挺［一丁］（ちょう）、一台
いんぱくとどりる,インパクトドリル,一挺［一丁］（ちょう）、一台
いんばん,印判,一本、一個、一顆（か）
いんよう,引用,一文、一行、一句、一節、一段落、一齣（くさり）、一闋（くさり）、一ページ、一箇所（一か所・一カ所）、一件
いんろう,印籠,一具（ぐ・そなえ）、一組、一合（ごう）、一個、一重 [重ねる数]
う,竽,一管、一本、一口（こう・く）
ういすきー,ウイスキー,一本、一瓶、一ボトル、一樽、一杯、一口（くち）、一滴
ういるす,ウイルス,一株、一種、一個
ういるすそふと,ウイルスソフト,一本、一パッケージ、一ライセンス
ういろう,外郎,一本、一棹・一竿（さお）、一切（きれ）、一片、一箱、一折、一丁、一包
ういんち,ウインチ,一台、一基
ういんどぶれーかー,ウインドブレーカー,一着、一枚
ういんどやっけ,ウインドヤッケ,一着、一枚
うえき,植木,一本（ほん・もと）、一枝、一株（かぶ・しゅ）、一鉢、一朶（だ）[枝一本のこと。主に花の付いた枝で使われる。本来の意味は垂れ下がった枝]
うえきばち,植木鉢,一個、一鉢
うえはーす,ウエハース,一枚、一箱
うぇぶぺーじ,ウェブページ,一ページ、一つ、一コンテント（コンテンツ）、一カテゴリー、一階層
うお,魚,⇒ さかな
うぉーたーくーらー,ウォータークーラー,一台、一基 [大型のもの]
うぉーたーさーばー,ウォーターサーバー,一台
うぉーたーすらいだー,ウォータースライダー,一基
うきぶくろ,浮き袋,一枚、一本
うきよえ,浮世絵,一枚、一葉（よう）、一幅
うきわ,浮き輪,一本、一枚
うくれれ,ウクレレ,一挺［一丁］（ちょう）、一本、一台
うけとりしょ,受取書,一通、一枚、一葉（よう）
うけとりしょう,受取証,一通、一枚、一葉（よう）
うごくほどう,動く歩道,一本、一基
うす,臼,一基、一腰（こし）、一据（すえ）、一台、一臼 [餅が入って]
うすべり,薄縁,一枚、一帖（じょう）、一陳（のべ）
うた,歌,一首、一字
うたい,謡,一番、一曲、一節（せつ）
うたがい,疑い,一つ、一粒
うたげ,宴,一席、一宴、一夜、一回、一度
うちあげはなび,打ち上げ花火,一発、一本、一個、一尺・一寸・一号 [大きさで]
うちゅうじん,宇宙人,一人（り／たり・にん）
うちゅうすてーしょん,宇宙ステーション,一基
うちゅうせん,宇宙船,一隻（せき）、一機、一基
うちゅうたんさき,宇宙探査機,一台、一基、一機、一輛・一両
うちゅうふく,宇宙服,一着、一セット
うちわ,団扇,一本、一枚、一柄（へい・え・から）、一面、一握（あく・にぎり）
うちわだいこ,団扇太鼓,一張（はり）、一本、一枚、一柄（へい・え・から）、一面、一握（あく・にぎり）
うっど,ウッド,一本、一番 [ヘッドの重さ・角度・用途などで]
うっどでっき,ウッドデッキ,一台、一基
うで,腕,一本
うでかばー,腕カバー,一組、一対、一双、一枚 [片方で]、一本 [片方で]
うでぎ,腕木,一本
うでどけい,腕時計,一本、一個
うでわ,腕輪,一本、一個
うどん,饂飩,一杯、一丁、一玉、一重（じゅう）[一玉と同じ意で、盛りつけた一人前]、一枚 [せいろなどに盛ったもの]、一人前、一膳、一啜（すす）り [食べる様]
うどん,饂飩,一玉、一重（じゅう）[一玉と同じ意]、一袋、一本
うどん,饂飩,一舟（ふね・ぶね）・一箱 [茹でる前の箱に入れた状態で、二十人前や十五人前などの量]
うどん,饂飩,一把（わ）、一束（たば）、一袋、一本
うなじゅう,鰻重,一杯、一段、一丁、一人前
うなどん,鰻丼,一杯、一丁、一人前
うに,雲丹,一瓶
うばぐるま,乳母車,一台
うぶぎ,産着,一枚、一着、一重（かさね）、一襲（かさね）、一揃（そろい）
うみ,海,一海里、一浬（かいり）
うみ,海,一尋（ひろ）
うみ,海,一つ、一海（かい)
うめのみ,梅の実,一粒、一個、一顆（か）
うめぼし,梅干し,一粒、一個、一瓶（びん・かめ）、一樽、一荷（か）
うり,瓜,一個、一玉、一顆（か）、一果（か）、一菓（か）、一頭（かしら） [10個で]、一切（きれ）、一片、一本、一株
うろこ,鱗,一枚、一片、一鱗（りん）
うわぎ,上着,一着、一枚
うわぐつ,上靴,一足、一双（そう）、一揃（そろい）、一組、一対
うわば,上歯,一本、一枚、一歯 [歯科専門的に]
うんが,運河,一本、一筋（すじ）、一条（すじ・じょう）
うんてい,雲梯,一基、一台
うんてんめんきょしょう,運転免許証,一枚、一通、一葉（よう）
うんどうぎ,運動着,一着、一枚
うんどうじょう,運動場,一面
え,絵,一枚、一葉（よう）、一幅（ふく）、一幀（てい・とう）[主に掛け物仕立てや額装で]、一面、一点 [主に展示や商品などで]、一号 [大きさ]、一筆 [描くこと]
えあかー,エアカー,一台、一艘（そう）、一艇（てい）、一隻（せき）
えあくっしょんかー,エアクッションカー,一台、一艘（そう）、一艇（てい）、一隻（せき）
えあくっしょんせん,エアクッション船,⇒ ホバークラフト
えあくっしょんてい,エアクッション艇,⇒ ホバークラフト
えあこん,エアコン,一台、一基 [大型で]
えあこんしつがいき,エアコン室外機,一台、一基 [大型で]
えあさーきゅれーたー,エアサーキュレーター,一台、一基 [大型で]、一枚 [羽根で]
えあてんと,エアテント,一張（はり・ちょう）、一基 [災害用や医療用など、大型のテントは基で数えることが多い]
えあばっぐ,エアバッグ,一個、一式、一セット、一枚
えいが,映画,一齣（こま）、一カット、一シーン、一場面
えいが,映画,一回、一本、二本立て [一回の作品数]
えいが,映画,一本、一作、一作品
えいが,映画,一巻（まき・かん）、一リール、一齣（こま）
えいがかん,映画館,一館、一軒、一棟（むね・とう）
えいきゅうし,永久歯,一本、一枚、一歯 [歯科専門的に]
えいぎょうしょ,営業所,一店、一営業所、一店舗、一つ、一軒、一棟（むね・とう）
えいぎょうしょうめいしょ,営業証明書,一通、一枚、一葉（よう）
えいしゃき,映写機,一台、一式
えいしゃまく,映写幕,一面、一枚、一張（はり・ちょう）、一帳（ちょう）、一基、一台
えいせい,衛星,一個、一つ [人工衛星 → 一基、一台、一個]
えいちでぃーでぃー,HDD,一台、一枚、一基、一個
えいれい,英霊,一柱（はしら）
えーしーあだぷたー,ACアダプター,一台、一個、一基
えき,駅,一駅、一箇所（一か所・一カ所）、一つ、一舎（しゃ）[駅舎]、一棟（むね・とう）[駅舎]
えきしょうでぃすぷれい,液晶ディスプレイ,一台、一面［何台かを組み合わせて使うマルチディスプレイなどで］、一枚［薄型なので「枚」で数えられることもある］、一基、一インチ・型［画面の大きさ］、一ドット、一画素、一カンデラ・一ニット [輝度]
えきしょうぱねる,液晶パネル,一枚、一インチ、一ドット、一画素、一カンデラ・一ニット [輝度]
えきしょうぷろじぇくたー,液晶プロジェクター,一台、一ルーメン [明るさ]
えきたい,液体,一滴、一匙、一垂らし、一雫（しずく）、一瓶、一缶（かん） [他にも容器や使い方、状態などで様々な呼称がある]
えきべん,駅弁,一個、一食、一折（おり）
えざら,絵皿,一枚、一口（こう・く・くち）、一組
えしゃく,会釈,一回、一度、一礼
えず,絵図,一枚、一葉（よう）、一舗・一鋪（ほ・ふ・ふく）[一舗・一鋪は、「畳み物」とも呼ばれる、一枚の物を折り畳み、使う際に広げる地図などを数えるのに使われる]、一巻、一片、一点、一面
えすかれーたー,エスカレーター,一基、一台、一本
えすでぃーかーど,SDカード,一枚
えだ,枝,一枝（えだ・し）、一本、一筋（すじ）、一条（すじ・じょう）、一朶（だ））[枝一本のこと。主に花の付いた枝で使われる。本来の意味は垂れ下がった枝]
えだいこ,柄太鼓,一張（はり）、一本、一枚、一柄（へい・え・から）、一面、一握（あく・にぎり）
えだまめ,枝豆,一莢（さや）、一粒、一個、一本、一株、一把（わ）、一束（たば）、一袋
えっくすせんさつえいそうち,Ｘ線撮影装置,一台、一基
えっせー,エッセー,一作、一本、一編、一篇、一文、一枚、一点
えのぐ,絵の具,一本、一瓶、一箱、一組、一色 [「二十四色セット」など]
えはがき,絵葉書,一枚、一葉（よう）、一組、一通
えぴそーど,エピソード,一つ、一話
えびら,箙,一腰（こし）、一杯 [矢を盛って]
えふで,絵筆,一本、一管、一茎（けい）
えぷろん,エプロン,一枚、一掛（かけ）
えぼし,烏帽子,一頭（かしら・とう）
えぼしかけ,烏帽子掛,一本、一筋（すじ）、一条（すじ・じょう）
えほん,絵本,一冊、一ページ、一頁
えま,絵馬,一枚、一面、一体、一扁（へん）、一架（か）
えまきもの,絵巻物,一軸（じく）、一巻（まき・かん）、一本、一幅（ふく）[広げた状態を言うことが多い]
えむおーどらいぶ,MOドライブ,一台、一基
えめらるど,エメラルド,一個、一粒、一石（せき）[主に指輪などに配されて]、一玉、一顆（か）、一カラット [単位]
えもの,獲物,一匹・一疋、一頭、一羽、一尾、一本、一隻（せき） [隻は、鳥の獲物として]
えら,鰓,一枚
えり,襟,一枚、一本、一掛（かけ） [一掛は、着物の半襟などで]
えりまき,襟巻き,一本、一枚、一筋（すじ）、一条（すじ・じょう）
えりんぎ,エリンギ,一本、一片、一株、一袋、一パック
えれきぎたー,エレキギター,一台、一挺［一丁］（ちょう）、一本
えれくとーん,エレクトーン,一鍵、一本
えれくとーん,エレクトーン,一枚、一面
えれくとーん,エレクトーン,一台
えれべーたー,エレベーター,一基、一台
えん,宴,一席、一宴、一夜、一回、一度
えんかい,宴会,一席、一宴、一夜、一回、一度
えんげい,演芸,一席、一番、一本
えんげいじょう,演芸場,一軒、一棟（むね・とう）
えんげき,演劇,一回、一本、一度、一公演、一ステージ、一芝居
えんげき,演劇,一幕（まく）、一場（ば）、一景、一齣（こま）
えんげき,演劇,一本、一作、一作品
えんこういた,縁甲板,一枚
えんざ,円座,一枚、一客
えんざんしょりそうち,演算処理装置,一台、一個、一基
えんじん,エンジン,一基、一発、単発、双発
えんじん,エンジン,一台、一基 [主に、据え付けた大型のもの]、一個 [小さいもの]
えんぜつ,演説,一本、一齣・一闋（くさり）、一回、一度、一席、一場
えんぜつかい,演説会,一回、一本、一箇所、一度
えんそうかい,演奏会,一回、一公演、一本、一度、一夜
えんだい,縁台,一脚、一台、一基 [公園などで]
えんだい,演題,一題
えんだい,演台,一台、一卓
えんたく,円卓,一脚、一卓、一台
えんたく,円タク,一台、一輛・一両
えんだん,縁談,一件、一組 [縁組が決まって]
えんだん,演壇,一台
えんちゅう,円柱,一本
えんちょうこーど,延長コード,一本、一束、一巻（まき）
えんてい,堰堤,一基
えんとう,円筒,一本
えんとつ,煙突,一本、一基
えんぴつ,鉛筆,一本、一ダース [十二本で]
えんぴつけずり,鉛筆削り,一挺［一丁］（ちょう）、一台、一個 [小さいもの]
えんびふく,燕尾服,一着、一領
えんぶれむ,エンブレム,一枚
えんもく,演目,一題、一本
お,尾,一本、一尾（お）
お,緒,一本、一筋（すじ）、一条（すじ・じょう）
おい,笈,一背、一挺［一丁］（ちょう）、一基
おいわい,お祝い,一包（つつみ）、一封（ふう）
おうかん,王冠,一頭（かしら） [冠で]、一個 [瓶のふたで]
おうぎ,扇,一本、一枚、一把（は・わ）、一握（あく・にぎり）、一柄（へい・え・から）、一枝（えだ・し）、一面、一扇、一片、一対 [張扇、舞扇など二本で]
おうせつせっと,応接セット,一組、一セット
おうだんほどう,横断歩道,一本、一筋（すじ）、一条（すじ・じょう）
おうだんまく,横断幕,一枚、一張（はり・ちょう）、一帳（ちょう）
おうとう,桜桃,一粒、一個、一房、一顆（か）、一果（か）、一菓（か）、一箱、一パック
おうふく,往復,一往復、一回、一度
おうふくきっぷ,往復切符,一枚
おうぼ,応募,一口、一件
おおがたきかい,大型機械,一基、一台
おーけすとら,オーケストラ,一団、一座
おーけすとらぴっと,オーケストラピット,一基
おおだこ,大凧,一枚、一基、一畳（じょう） [大きさで]
おおづつ,大筒,一挺［一丁］（ちょう）、一門、一発 [撃つこと。砲弾]
おーとさんりん,オート三輪,一台、一輌・一両
おーとばい,オートバイ,一台、一輛・一両
おーどぶる,オードブル,一人前、一品、一種、一皿、一盛
おーとれーす,オートレース,一レース、一回、一開催
おーばーおーる,オーバーオール,一着、一枚
おーばーしゅーず,オーバーシューズ,一足
おおばん,大判,一枚
おーぶん,オーブン,一台、一基 [据え付けた大型のもので]
おーぷんかー,オープンカー,一台、一輌・一両
おーぶんとーすたー,オーブントースター,一台
おーぼえ,オーボエ,一本、一管
おーる,オール,一挺［一丁］（ちょう）、一本、一掻（かき）[漕ぐこと]
おーろら,オーロラ,一面、一枚
おかがみ,お鏡,⇒ 鏡餅
おかし,お菓子,⇒ 菓子
おかね,お金,⇒ 紙幣、⇒ 硬貨、⇒ 銭、⇒ 小銭
おかぴ,オカピ,一頭、一匹・一疋
おかゆ,お粥,⇒ 粥
おかりな,オカリナ,一本
おがわ,小川,一本、一筋（すじ）、一条（すじ・じょう）、一流（ながれ）
おきもの,置物,一個、一基
おきょう,お経,一巻、一軸、一部、一遍、一冊、一本
おくがいけいじばん,屋外掲示板,一基、一枚、一面
おくがいしょうめい,屋外照明,一基、一灯、一本、一台、一個 [電球]
おくじょうこうこくとう,屋上広告塔,一基、一面
おくじょうこうこくばん,屋上広告板,一基、一台、一枚、一面
おくば,奥歯,一本、一歯 [歯科専門的に]
おくりもの,贈り物,一個、一件、一点、一枝（えだ・し）
おくれげ,後れ毛,一本、一筋（すじ）、一条（すじ・じょう）
おけ,桶,一個、一本、一桶、一枚 [すし桶などで]、一荷（か）、一口（こう・く・くち）、一具（ぐ）、一合（ごう） [蓋の付いたもので]
おこう,お香,⇒ 香
おこつ,お骨,一体、一柱（はしら）、一片、一本、一口（こう） [骨壺で]
おこと,お琴,⇒ 琴
おこない,行い,一つ、一行（こう）
おこのみやき,お好み焼き,一枚、一皿、一切（きれ）
おしき,折敷,一枚、一組、一台、一具（ぐ）
おじぞうさま,お地蔵様,⇒ 地蔵菩薩
おしるこ,お汁粉,⇒ 汁粉
おせじ,お世辞,一つ
おせろげーむ,オセロゲーム,一面、一枚
おせろげーむ,オセロゲーム,一局、一番、一回
