単語,判定結果,TF-IDF値,出現回数,優先値,連結回数
置かれ,0,0.2618615739528649,5,4.2,2
置かれ,0,0.25364607807571443,5,4.2,2
置かれ,0,0.2457918035402564,5,4.2,2
置かれ,0,0.16328855671051506,5,4.2,2
置い,0,0.38940074383982193,1,3.1,0
縦,0,0.3017314442848724,1,2.0,0
緑色,0,0.46968294394287996,3,4.0,0
緑色,0,0.39555123212214743,3,4.0,0
緑色,0,0.30473349724745474,3,4.0,0
緑,0,0.36984628118932017,3,2.0,3
緑,0,0.2720701938027425,3,2.0,3
緑,0,0.25342960822684985,3,2.0,3
総称,0,0.5174240761941848,2,4.0,0
総称,0,0.2697842312308845,2,4.0,0
継続,0,0.23221587397502766,2,4.0,0
継続,0,0.1560513676866533,2,4.0,0
結果,0,0.4724546684978727,4,4.0,1
結果,0,0.36609211229525435,4,4.0,1
結果,0,0.3084132841851342,4,4.0,1
結果,0,0.25276258285578246,4,4.0,1
経過時間,0,0.16938450168318317,1,8.0,0
経過待ち,0,0.16938450168318317,1,7.1,0
経過,0,0.16938450168318317,1,4.0,3
終了,0,0.38484498621674623,3,4.0,2
終了,0,0.2181386869686314,3,4.0,2
終了,0,0.14659135856701333,3,4.0,2
算出,0,0.5398589759576662,1,4.0,0
競技結果,0,0.16938450168318317,1,8.0,0
競技終了,0,0.16938450168318317,1,8.0,0
競技用,0,0.2466177365076228,1,6.0,0
競技環境,0,0.4102320403907857,8,8.0,0
競技環境,0,0.3814257034931391,8,8.0,0
競技環境,0,0.3589333908150402,8,8.0,0
競技環境,0,0.3393879699317803,8,8.0,0
競技環境,0,0.3024370649498441,8,8.0,0
競技環境,0,0.2785001575494967,8,8.0,0
競技環境,0,0.2458667437103991,8,8.0,0
競技環境,0,0.2034387861553209,8,8.0,0
競技内容,0,0.4566517167912055,2,8.0,0
競技内容,0,0.4325688289888808,2,8.0,0
競技,0,0.34003489893787603,15,4.0,17
競技,0,0.31252353002796096,15,4.0,17
競技,0,0.307876830742737,15,4.0,17
競技,0,0.3054213569026492,15,4.0,17
競技,0,0.30230615569346797,15,4.0,17
競技,0,0.2918453932769565,15,4.0,17
競技,0,0.2649055397397498,15,4.0,17
競技,0,0.23873279850480725,15,4.0,17
競技,0,0.22547204606812782,15,4.0,17
競技,0,0.19350472152878578,15,4.0,17
競技,0,0.18508847610173382,15,4.0,17
競技,0,0.18348246639075974,15,4.0,17
競技,0,0.17570939930485235,15,4.0,17
競技,0,0.17134320443664763,15,4.0,17
競技,0,0.08161247163986834,15,4.0,17
移動先,0,0.3074539004563529,1,6.0,0
移動,0,0.3074539004563529,1,4.0,3
秒単位,0,0.44915553019404625,1,6.0,0
禁止,0,0.6251968829103723,1,4.0,0
示す,0,0.46642357536335843,25,3.1,0
示す,0,0.3482076118722184,25,3.1,0
示す,0,0.322882920496115,25,3.1,0
示す,0,0.31713879617543256,25,3.1,0
示す,0,0.30979643292652664,25,3.1,0
示す,0,0.3047534952593168,25,3.1,0
示す,0,0.30338430523591015,25,3.1,0
示す,0,0.2863012061219646,25,3.1,0
示す,0,0.28628776747823736,25,3.1,0
示す,0,0.2859691290069057,25,3.1,0
示す,0,0.28118817777660937,25,3.1,0
示す,0,0.2772978654528811,25,3.1,0
示す,0,0.2592127184795719,25,3.1,0
示す,0,0.25297057234708015,25,3.1,0
示す,0,0.25006695289652997,25,3.1,0
示す,0,0.24513590544652936,25,3.1,0
示す,0,0.23259102393408945,25,3.1,0
示す,0,0.22802217104938766,25,3.1,0
示す,0,0.19549947226100137,25,3.1,0
示す,0,0.1884058999113259,25,3.1,0
示す,0,0.1765791373477787,25,3.1,0
示す,0,0.1287052831263622,25,3.1,0
示す,0,0.10291412343057728,25,3.1,0
示す,0,0.08355457584473425,25,3.1,0
示す,0,0.06458953367243715,25,3.1,0
示され,0,0.13686330320171908,1,4.2,0
確認,0,0.16938450168318317,1,4.0,0
確定,0,0.40607265912836593,2,4.0,4
確定,0,0.1560513676866533,2,4.0,4
矢印,0,0.23617910375028248,2,4.0,0
矢印,0,0.18885134195475115,2,4.0,0
直線,0,0.25853356625469226,2,4.0,0
直線,0,0.2477920897562108,2,4.0,0
白部分,0,0.39743775137343157,2,6.0,0
白部分,0,0.3135832830750309,2,6.0,0
異なる,0,0.3063370301815667,5,4.2,0
異なる,0,0.29711085449801855,5,4.2,0
異なる,0,0.29644563667837476,5,4.2,0
異なる,0,0.2717236142244466,5,4.2,0
異なる,0,0.0760774884886206,5,4.2,0
番号,0,0.20755605065372545,1,4.0,9
用語,0,0.5038731199745997,1,4.0,0
用意,0,0.35873442473801104,2,4.0,0
用意,0,0.3073207442450656,2,4.0,0
用いる,0,0.4535737442883895,3,4.2,0
用いる,0,0.4225643105458239,3,4.2,0
用いる,0,0.2720701938027425,3,4.2,0
用いられる,0,0.4670586136481124,2,6.4,0
用いられる,0,0.31993172939078623,2,6.4,0
用い,0,0.45718742653451483,2,3.1,5
用い,0,0.35873442473801104,2,3.1,5
環境,0,0.5240988514186038,1,4.0,12
現実世界,0,0.31322267459284847,1,8.0,0
獲得,0,0.414234869394391,2,4.0,2
獲得,0,0.2832526068798739,2,4.0,2
状態,0,0.35874898854714615,2,4.0,0
状態,0,0.1560513676866533,2,4.0,0
照明環境,0,0.4329560102459639,2,8.0,0
照明環境,0,0.3182005596214256,2,8.0,0
照明,0,0.39354331440305595,2,4.0,2
照明,0,0.3182005596214256,2,4.0,2
灰色点線内,0,0.3471511585683229,2,10.0,0
灰色点線内,0,0.3209653772226657,2,10.0,0
準備,0,0.5630556254493801,1,4.0,2
満たし,0,0.2970309526458917,2,4.2,0
満たし,0,0.2878332443063483,2,4.2,0
満たさ,0,0.4270238699058996,1,4.2,0
添付数字,0,0.20755605065372545,1,8.0,0
添付,0,0.38546448825393725,5,4.0,1
添付,0,0.357693604516869,5,4.0,1
添付,0,0.33889470580170744,5,4.0,1
添付,0,0.33884871460231064,5,4.0,1
添付,0,0.20242478376977938,5,4.0,1
流れ,0,0.570261910872537,1,3.1,0
注意,0,0.34793015852048,2,4.0,1
注意,0,0.2647227587497482,2,4.0,1
決定,0,0.3577531732652922,3,4.0,0
決定,0,0.2808385694140886,3,4.0,0
決定,0,0.2686238476910347,3,4.0,0
正式,0,0.5387329907872924,1,4.0,0
次,0,0.2970309526458917,2,2.0,0
次,0,0.2878332443063483,2,2.0,0
機能,0,0.4329560102459639,2,4.0,0
機能,0,0.22720517340945187,2,4.0,0
横倒し,0,0.2587900641644115,2,5.1,0
横倒し,0,0.25674053868702734,2,5.1,0
横,0,0.3017314442848724,1,2.0,2
構造,0,0.2466177365076228,1,4.0,0
構築方法,0,0.4793580883619305,1,8.0,0
構成要素,0,0.5419054744583255,1,8.0,1
構成,0,0.4558411680389092,5,4.0,2
構成,0,0.4486155583783485,5,4.0,2
構成,0,0.2624329242279348,5,4.0,2
構成,0,0.2207716891027436,5,4.0,2
構成,0,0.21159913195907662,5,4.0,2
条件,0,0.36956161046618496,3,4.0,0
条件,0,0.279024602797759,3,4.0,0
条件,0,0.2703844698647099,3,4.0,0
本規約,0,0.4406244545262769,5,6.0,0
本規約,0,0.3964072079167777,5,6.0,0
本規約,0,0.36447226856772785,5,6.0,0
本規約,0,0.3494957341116263,5,6.0,0
本規約,0,0.24641863391687888,5,6.0,0
本章,0,0.4387449960873262,3,4.0,0
本章,0,0.4235630122637598,3,4.0,0
本章,0,0.32723360112544236,3,4.0,0
本書,0,0.37527158882216793,1,4.0,0
最大計測時間,0,0.5806193746231091,3,12.0,0
最大計測時間,0,0.4362773739372628,3,12.0,0
最大計測時間,0,0.381456078604033,3,12.0,0
時間計測,0,0.38484498621674623,3,8.0,0
時間計測,0,0.24270213718432707,3,8.0,0
時間計測,0,0.14659135856701333,3,8.0,0
時間,0,0.5421480353431626,3,4.0,9
時間,0,0.3290200568199167,3,4.0,9
時間,0,0.14659135856701333,3,4.0,9
時点,0,0.279024602797759,3,4.0,0
時点,0,0.2703844698647099,3,4.0,0
時点,0,0.2181386869686314,3,4.0,0
時,0,0.4220622970523173,1,2.0,19
方向,0,0.23617910375028248,2,4.0,3
方向,0,0.18885134195475115,2,4.0,3
文書,0,0.46328062517469804,1,4.0,1
数式3,0,0.5081416702956483,1,5.0,0
数字部分,0,0.43076899043427586,1,8.0,0
数字カード黒ブロック全体,0,0.12865105038614197,1,18.4,0
数字カード黒ブロック,0,0.3737864903104282,4,14.4,1
数字カード黒ブロック,0,0.317298024852936,4,14.4,1
数字カード黒ブロック,0,0.24074397708402967,4,14.4,1
数字カード黒ブロック,0,0.2266915041452421,4,14.4,1
数字カード置き場,0,0.4167288359588097,3,12.7,0
数字カード置き場,0,0.2945735123717515,3,12.7,0
数字カード置き場,0,0.23484147197143998,3,12.7,0
数字カードボーナスサークル,0,0.23704851586283235,2,17.2,0
数字カードボーナスサークル,0,0.2105799965962869,2,17.2,0
数字カード,0,0.37882550069831616,5,7.6,11
数字カード,0,0.26778074538552055,5,7.6,11
数字カード,0,0.17982230397894605,5,7.6,11
数字カード,0,0.16328855671051506,5,7.6,11
数字カード,0,0.10121239188488969,5,7.6,11
数字,0,0.33687506081673046,9,4.0,18
数字,0,0.3199841530024745,9,4.0,18
数字,0,0.3143098855280518,9,4.0,18
数字,0,0.3126048143142923,9,4.0,18
数字,0,0.2961354023982737,9,4.0,18
数字,0,0.2134099703806585,9,4.0,18
数字,0,0.17690828447557103,9,4.0,18
数字,0,0.142705344198381,9,4.0,18
数字,0,0.06648759961645156,9,4.0,18
攻撃,0,0.171311054979328,1,4.0,0
改版履歴,0,0.5600776529923044,1,8.0,0
改変,0,0.171311054979328,1,4.0,2
操作方法,0,0.42379008449492356,1,8.0,0
提出期限,0,0.5220946003120321,1,8.0,0
提出,0,0.4447759984665926,3,4.0,3
提出,0,0.26629300291302765,3,4.0,3
提出,0,0.21343174069722698,3,4.0,3
提供,0,0.171311054979328,1,4.0,0
描画処理,0,0.3688387014356741,2,8.0,0
描画処理,0,0.2647227587497482,2,8.0,0
接地,0,0.2587900641644115,2,4.0,0
接地,0,0.25674053868702734,2,4.0,0
振る舞い,0,0.2466177365076228,1,6.2,0
挟ん,0,0.3188799883481487,1,3.1,0
指す,0,0.39743775137343157,2,3.1,0
指す,0,0.15782627196536322,2,3.1,0
指し,0,0.2710740176715813,3,3.1,0
指し,0,0.24310191991191538,3,3.1,0
指し,0,0.24117663897012484,3,3.1,0
扱い,0,0.37765754568636767,1,3.1,0
成立例,0,0.6316849948643771,1,6.0,0
成立,0,0.6090652990174346,9,4.0,2
成立,0,0.41491143694947225,9,4.0,2
成立,0,0.4124754128748002,9,4.0,2
成立,0,0.3467517565000094,9,4.0,2
成立,0,0.2613921332157452,9,4.0,2
成立,0,0.23487437087553692,9,4.0,2
成立,0,0.22167291821027738,9,4.0,2
成立,0,0.21480870816647007,9,4.0,2
成立,0,0.1733017046885412,9,4.0,2
意図的,0,0.171311054979328,1,6.0,0
応じ,0,0.37250452413043583,1,3.1,0
必要,0,0.2834777419090984,2,4.0,0
必要,0,0.1560513676866533,2,4.0,0
得る,0,0.4628728173155028,1,3.1,0
後,0,0.2181386869686314,3,2.0,5
後,0,0.1774029615680089,3,2.0,5
後,0,0.14659135856701333,3,2.0,5
形状,0,0.4498337367280667,2,4.0,0
形状,0,0.41842938133910423,2,4.0,0
形,0,0.3143737437910255,1,2.0,2
当日,0,0.31993172939078623,2,4.0,1
当日,0,0.2647227587497482,2,4.0,1
引かれ,0,0.25853356625469226,2,4.2,0
引かれ,0,0.2477920897562108,2,4.2,0
底面,0,0.2587900641644115,2,4.0,0
底面,0,0.25674053868702734,2,4.0,0
差異,0,0.6478039951573032,1,4.0,0
左側,0,0.3188799883481487,1,4.0,0
左下,0,0.26727047055625786,2,4.0,0
左下,0,0.25403664886308,2,4.0,0
左上,0,0.3868083195161348,1,4.0,0
小さい方,0,0.32450549335673995,1,6.2,0
対象,0,0.4442439553258812,1,4.0,0
対応,0,0.5003345391956656,1,4.0,0
審査,0,0.2466177365076228,1,4.0,0
審判,0,0.16938450168318317,1,4.0,0
実行委員会,0,0.4032472862823774,7,10.0,1
実行委員会,0,0.38158378820302685,7,10.0,1
実行委員会,0,0.30212697975558406,7,10.0,1
実行委員会,0,0.2573512075753325,7,10.0,1
実行委員会,0,0.25380730558037284,7,10.0,1
実行委員会,0,0.2248877346518937,7,10.0,1
実行委員会,0,0.12379821545084355,7,10.0,1
実施,0,0.47749127335415303,3,4.0,0
実施,0,0.4387449960873262,3,4.0,0
実施,0,0.34647928523200533,3,4.0,0
定義,0,0.5024208389421785,1,4.0,0
完全,0,0.3403760500612618,1,4.0,0
大会開催地,0,0.35211578691957707,1,10.0,0
大会当日,0,0.3933589725005811,1,8.0,0
大会,0,0.3696862768235984,3,4.0,2
大会,0,0.300537108743973,3,4.0,2
大会,0,0.298910884429744,3,4.0,2
多く,0,0.4496273757308981,1,3.1,0
外観,0,0.6042884554208457,1,4.0,0
変わる,0,0.2873408496172935,1,4.2,0
場所,0,0.13686330320171908,1,4.0,0
場合,0,0.2797714845494026,13,4.0,0
場合,0,0.2742587818484717,13,4.0,0
場合,0,0.23498972240336877,13,4.0,0
場合,0,0.21491054840431154,13,4.0,0
場合,0,0.2107921183336809,13,4.0,0
場合,0,0.2006127362004973,13,4.0,0
場合,0,0.19440066496572042,13,4.0,0
場合,0,0.17879199623563427,13,4.0,0
場合,0,0.17478509364449205,13,4.0,0
場合,0,0.1734008577247398,13,4.0,0
場合,0,0.1568370617686348,13,4.0,0
場合,0,0.14222433362571255,13,4.0,0
場合,0,0.08005049803042392,13,4.0,0
図6,0,0.441537338692729,12,3.0,0
図6,0,0.40214118039126195,12,3.0,0
図6,0,0.39283085109890026,12,3.0,0
図6,0,0.38470008744140816,12,3.0,0
図6,0,0.3626171395021733,12,3.0,0
図6,0,0.32868923587683707,12,3.0,0
図6,0,0.3108394291754098,12,3.0,0
図6,0,0.2891387182111098,12,3.0,0
図6,0,0.14551279860389693,12,3.0,0
図6,0,0.13213363604617212,12,3.0,0
図6,0,0.1059496225706351,12,3.0,0
図6,0,0.08190139971896364,12,3.0,0
図3,0,0.6577609178259399,8,3.0,0
図3,0,0.4980316672899976,8,3.0,0
図3,0,0.4297701688776576,8,3.0,0
図3,0,0.4037483396218805,8,3.0,0
図3,0,0.39105162801723553,8,3.0,0
図3,0,0.27569771148189937,8,3.0,0
図3,0,0.18150305779953937,8,3.0,0
図3,0,0.14513178977330576,8,3.0,0
図2,0,0.6431262855098884,1,3.0,0
問わ,0,0.7071067811865476,1,3.1,0
呼ぶ,0,0.4612768546271168,9,3.1,0
呼ぶ,0,0.3861513552729343,9,3.1,0
呼ぶ,0,0.3182486104694897,9,3.1,0
呼ぶ,0,0.3126048143142923,9,3.1,0
呼ぶ,0,0.2938267938325111,9,3.1,0
呼ぶ,0,0.23487437087553692,9,3.1,0
呼ぶ,0,0.21924621494710198,9,3.1,0
呼ぶ,0,0.2013388075934368,9,3.1,0
呼ぶ,0,0.1571549427640259,9,3.1,0
含め,0,0.3073207442450656,2,3.1,0
含め,0,0.2697842312308845,2,3.1,0
含まれる,0,0.4210774179747039,2,5.3,0
含まれる,0,0.3182005596214256,2,5.3,0
含まれ,0,0.2587900641644115,2,4.2,2
含まれ,0,0.25674053868702734,2,4.2,2
向き,0,0.46539705602507153,1,3.1,0
名称,0,0.4541802696022677,1,4.0,0
名産品,0,0.35211578691957707,1,6.0,0
同様,0,0.39686092556448777,2,4.0,0
同様,0,0.2477920897562108,2,4.0,0
同時に提出,0,0.13686330320171908,1,9.1,0
同時に4つま,0,0.3416101694897696,1,8.3,0
同一方向,0,0.3017314442848724,1,8.0,0
同じ色,0,0.3483888753066404,1,5.1,0
同じ,0,0.3328521924777668,1,3.1,1
各種ゲート等,0,0.37765754568636767,1,9.6,0
各番号,0,0.5003345391956656,1,6.0,0
各チーム,0,0.4133793667750004,1,5.6,0
各コース,0,0.32450549335673995,1,5.6,0
各クラス,0,0.5024208389421785,1,5.6,0
右側,0,0.3188799883481487,1,4.0,0
右下,0,0.26727047055625786,2,4.0,0
右下,0,0.25403664886308,2,4.0,0
右上,0,0.3868083195161348,1,4.0,0
取得方法,0,0.20755605065372545,1,8.0,0
取得可能,0,0.3751459812759381,1,8.0,0
反する,0,0.171311054979328,1,4.2,0
参照,0,0.4985331076515647,7,4.0,0
参照,0,0.44184726027471216,7,4.0,0
参照,0,0.3937443048284746,7,4.0,0
参照,0,0.3371502298482113,7,4.0,0
参照,0,0.30973587113869055,7,4.0,0
参照,0,0.27225274376617936,7,4.0,0
参照,0,0.2671937472117742,7,4.0,0
参加チーム,0,0.362694594546494,7,7.6,0
参加チーム,0,0.3246850116017936,7,7.6,0
参加チーム,0,0.27225274376617936,7,7.6,0
参加チーム,0,0.252433939032765,7,7.6,0
参加チーム,0,0.20005883098763716,7,7.6,0
参加チーム,0,0.1983265277579308,7,7.6,0
参加チーム,0,0.18024574488683115,7,7.6,0
動作環境,0,0.4003525285956044,1,8.0,0
動作,0,0.2873408496172935,1,4.0,2
制御,0,0.171311054979328,1,4.0,0
別途提示,0,0.4809978222972101,2,8.0,0
別途提示,0,0.1912182357553308,2,8.0,0
判断,0,0.16938450168318317,1,4.0,0
判定方法,0,0.43076899043427586,1,8.0,0
判定,0,0.3652676892513844,3,4.0,2
判定,0,0.32683824166390624,3,4.0,2
判定,0,0.14659135856701333,3,4.0,2
初期設置,0,0.5684882710042768,2,8.0,0
初期設置,0,0.3456162923911352,2,8.0,0
初期情報,0,0.13686330320171908,1,8.0,0
初期値情報,0,0.3076982711741616,1,10.0,0
初期位置,0,0.3103915334856852,1,8.0,0
分断部分,0,0.25853356625469226,2,8.0,0
分断部分,0,0.2477920897562108,2,8.0,0
分断,0,0.25853356625469226,2,4.0,2
分断,0,0.2477920897562108,2,4.0,2
分け,0,0.3076982711741616,1,3.1,0
出来,0,0.27135641618494916,1,4.0,0
再現,0,0.46994806347041074,1,4.0,0
円柱,0,0.2993116422218286,2,4.0,0
円柱,0,0.2896277534004971,2,4.0,0
円,0,0.3248850305978817,1,2.0,2
内側,0,0.23704851586283235,2,4.0,0
内側,0,0.15332583370233333,2,4.0,0
具体的,0,0.42379008449492356,1,6.0,1
共用,0,0.5185219605456617,1,4.0,0
公開,0,0.44162532319782827,2,4.0,0
公開,0,0.3182005596214256,2,4.0,0
全部,0,0.3933589725005811,1,4.0,0
全景,0,0.38940074383982193,1,4.0,0
全クラス共通,0,0.37811437865409964,1,9.6,0
全クラス,0,0.5185219605456617,1,5.6,1
全カラーブロック,0,0.20755605065372545,1,10.4,0
全く関連,0,0.2466177365076228,1,7.1,0
例,0,0.48545385283190307,5,2.0,2
例,0,0.47755152323755695,5,2.0,2
例,0,0.2767011283681989,5,2.0,2
例,0,0.13093078697643246,5,2.0,2
例,0,0.10121239188488969,5,2.0,2
使用,0,0.43606967856262613,3,4.0,0
使用,0,0.38912348651941125,3,4.0,0
使用,0,0.14825866615553088,3,4.0,0
作成,0,0.2466177365076228,1,4.0,0
何,0,0.38940074383982193,1,2.0,0
低いpc,0,0.2873408496172935,1,5.8999999999999995,0
位置,0,0.3135832830750309,2,4.0,2
位置,0,0.24999654310412134,2,4.0,2
伴い,0,0.16938450168318317,1,3.1,0
任意,0,0.13686330320171908,1,4.0,0
仮想的,0,0.25853356625469226,2,6.0,0
仮想的,0,0.2477920897562108,2,6.0,0
以下,0,0.3980107403445511,12,4.0,2
以下,0,0.35845058167444377,12,4.0,2
以下,0,0.3449860435674047,12,4.0,2
以下,0,0.29467253874892113,12,4.0,2
以下,0,0.28309299401578175,12,4.0,2
以下,0,0.28281309518012027,12,4.0,2
以下,0,0.2819726654274652,12,4.0,2
以下,0,0.27419749204686156,12,4.0,2
以下,0,0.27185050222076634,12,4.0,2
以下,0,0.23882417495405922,12,4.0,2
以下,0,0.1976004158309736,12,4.0,2
以下,0,0.17554176237779484,12,4.0,2
仕掛ける,0,0.171311054979328,1,6.2,0
交点サークル,0,0.626039153347182,6,8.8,0
