単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,固有度,"Scored Probabilities for Class ""0""","Scored Probabilities for Class ""1""","Scored Probabilities for Class ""2""",Scored Labels
走行タイム,0,0.4340968984548802,5,2.5,0,0.0,0.38146832585334794,0.519613265991211,0.0989183932542801,1.0
走行タイム,0,0.4014798701204196,5,2.5,0,0.0,0.381593763828278,0.5195079445838929,0.09889832139015199,1.0
走行タイム,0,0.36280683595788016,5,2.5,0,0.0,0.381742537021637,0.5193829536437989,0.098874531686306,1.0
該当ゲート,0,0.3828760506600486,1,2.2,0,0.0,0.45909973978996294,0.49994748830795294,0.0409528277814388,1.0
試走会,0,0.3721075562177905,2,1.5,0,0.0,0.492796331644058,0.46089920401573203,0.0463044419884682,0.0
試走会,0,0.33981845076012296,2,1.5,0,0.0,0.49292787909507796,0.460779666900635,0.0462924316525459,0.0
設け,0,0.4585041881498721,3,0.6,0,0.0,0.538693070411682,0.41077882051467896,0.050528097897768,0.0
設け,0,0.4169870608073147,3,0.6,0,0.0,0.538861274719238,0.410629093647003,0.0505096837878227,0.0
設け,0,0.2617428323770914,3,0.6,0,0.0,0.539489924907684,0.41006925702095004,0.0504408106207848,0.0
計測終了操作,0,0.1816218081146215,1,3.0,0,0.0,0.407180041074753,0.5476491451263429,0.0451707914471626,1.0
計測方法,0,0.5594871164077668,1,2.0,0,0.0,0.47175270318985,0.488316148519516,0.039931133389472996,1.0
触れ,0,0.2589067191803029,2,0.6,0,0.0,0.5535343885421751,0.40599265694618203,0.0404729321599007,0.0
触れ,0,0.16458235394482112,2,0.6,0,0.0,0.553914308547974,0.405647218227386,0.040438499301672,0.0
規約説明,0,0.39933817297845614,1,2.0,0,0.0,0.472403198480606,0.487714797258377,0.039881955832243,1.0
複数個所,0,0.3558665911590496,1,2.0,0,0.0,0.47257983684539795,0.48755156993865995,0.0398686081171036,1.0
装飾物,0,0.6140731699089501,1,1.5,0,0.0,0.505085051059723,0.457652240991592,0.0372626632452011,0.0
装飾品,0,0.4123275359849273,3,1.5,0,0.0,0.478452086448669,0.46402549743652294,0.0575224012136459,0.0
装飾品,0,0.3055464566041628,3,1.5,0,0.0,0.47888639569282504,0.463639050722122,0.0574744902551174,0.0
装飾品,0,0.24061006784545266,3,1.5,0,0.0,0.47915059328079207,0.46340411901474,0.057445365935564006,0.0
自動判定,0,0.5410870419672881,1,2.0,0,0.0,0.47182744741439797,0.48824706673622104,0.0399254895746708,1.0
緑色,0,0.4812201356909053,3,1.0,0,0.0,0.511778235435486,0.434581130743027,0.0536406077444553,0.0
緑色,0,0.4123275359849273,3,1.0,0,0.0,0.5120587944984439,0.434331387281418,0.0536097697913647,0.0
緑色,0,0.3055464566041628,3,1.0,0,0.0,0.512493669986725,0.433944314718246,0.0535620003938675,0.0
経過待ち,0,0.1816218081146215,1,1.6,0,0.0,0.500130414962769,0.46220389008521995,0.0376657210290432,0.0
競技終了,0,0.1816218081146215,1,2.0,0,0.0,0.47328779101371793,0.486897140741348,0.0398150980472565,1.0
競技環境,0,0.4913545663031858,2,2.0,0,0.0,0.458801239728928,0.491596907377243,0.0496018826961517,1.0
競技環境,0,0.3721075562177905,2,2.0,0,0.0,0.45928388833999606,0.49115851521492,0.0495576485991478,1.0
移動先,0,0.33757456278668524,1,1.5,0,0.0,0.506211638450623,0.45661059021949796,0.0371778458356857,0.0
秒単位,0,0.5174485595933956,1,1.5,0,0.0,0.505478739738464,0.45728823542594893,0.0372330211102962,0.0
直線,0,0.2957069456795657,2,1.0,0,0.0,0.526683807373047,0.43027451634407,0.04304175451397899,0.0
直線,0,0.2898868035015413,2,1.0,0,0.0,0.526707410812378,0.43025302886962896,0.0430396012961864,0.0
白部分,0,0.40488128382557736,2,1.5,0,0.0,0.49266281723976096,0.46102052927017206,0.0463166311383247,0.0
白部分,0,0.33512487181596523,2,1.5,0,0.0,0.49294701218604997,0.46076232194900496,0.0462906882166862,0.0
番号,0,0.4739061626727711,2,1.0,7,0.0,0.517638623714447,0.40983897447586104,0.0725223571062088,0.0
番号,0,0.19216069044568285,2,1.0,7,0.0,0.518785178661346,0.408864855766296,0.0723500028252602,0.0
状態,0,0.3856901738738882,2,1.0,0,0.0,0.52631813287735,0.43060687184333796,0.0430749952793121,0.0
状態,0,0.16659901810212935,2,1.0,0,0.0,0.52720832824707,0.429797649383545,0.0429940521717072,0.0
照明環境,0,0.4454890032498625,2,2.0,0,0.0,0.458986848592758,0.49142828583717296,0.0495848692953587,1.0
照明環境,0,0.33981845076012296,2,2.0,0,0.0,0.459414601325989,0.49103981256485,0.0495456717908382,1.0
灰色点線内,0,0.3812429325228404,2,2.5,0,0.0,0.42609885334968606,0.52109569311142,0.0528054609894753,1.0
灰色点線内,0,0.3612456572055333,2,2.5,0,0.0,0.42617854475975,0.521023333072662,0.0527981333434582,1.0
添付数字,0,0.20948846184618009,1,2.0,0,0.0,0.473174571990967,0.487001806497574,0.0398236513137817,1.0
流れ,0,0.5732947730877755,1,0.6,0,0.0,0.565328121185303,0.402179032564163,0.032492820173502,0.0
横倒し,0,0.3514484156985262,2,1.1,0,0.0,0.5197513699531561,0.436542242765427,0.0437064133584499,0.0
横倒し,0,0.3461547666456513,2,1.1,0,0.0,0.519772887229919,0.43652269244194003,0.0437044538557529,0.0
様子,0,0.6731247272510588,1,1.0,0,0.0,0.538353860378265,0.427026599645615,0.0346195064485073,0.0
構成要素,0,0.5441734015087415,2,2.0,0,0.0,0.458587437868118,0.491791039705276,0.04962147027254099,1.0
構成要素,0,0.4238999757610756,2,2.0,0,0.0,0.459074199199677,0.49134892225265503,0.0495768636465073,1.0
条件,0,0.4964620639547706,3,1.0,0,0.0,0.511716187000275,0.4346364140510561,0.0536474250257015,0.0
条件,0,0.29321055172470684,3,1.0,0,0.0,0.5125439167022711,0.4338996410369871,0.0535564832389355,0.0
条件,0,0.2923109022778721,3,1.0,0,0.0,0.512547612190247,0.43389636278152505,0.0535560883581638,0.0
本節,0,0.39933817297845614,1,1.0,0,0.0,0.5394627451896671,0.42600089311599704,0.034536350518464994,0.0
本書,0,0.39933817297845614,1,1.0,0,0.0,0.5394627451896671,0.42600089311599704,0.034536350518464994,0.0
最大計測,0,0.6026547910866942,3,2.0,0,0.0,0.444272845983505,0.49419957399368303,0.0615275949239731,1.0
最大計測,0,0.509678096872296,3,2.0,0,0.0,0.44464701414108293,0.493866831064224,0.0614861510694027,1.0
最大計測,0,0.4300208506123205,3,2.0,0,0.0,0.44496762752533003,0.493581652641296,0.061450656503439005,1.0
最大値,0,0.7587106943679564,1,1.5,0,0.0,0.504495739936829,0.45819720625877397,0.0373070314526558,0.0
時間帯,0,0.519677528083262,1,1.5,0,0.0,0.5054696202278139,0.45729663968086204,0.0372337028384209,0.0
時点,0,0.29321055172470684,3,1.0,0,0.0,0.5125439167022711,0.4338996410369871,0.0535564832389355,0.0
時点,0,0.2923109022778721,3,1.0,0,0.0,0.512547612190247,0.43389636278152505,0.0535560883581638,0.0
時点,0,0.254839048436148,3,1.0,0,0.0,0.512700140476227,0.43376052379608204,0.0535393133759499,0.0
方向,0,0.2498517274979053,2,1.0,3,0.0,0.52432781457901,0.421794503927231,0.0538776479661465,0.0
方向,0,0.1983142145047325,2,1.0,3,0.0,0.5245373249053961,0.421608775854111,0.053853914141654996,0.0
斜線,0,0.6085708197121014,1,1.0,0,0.0,0.538615345954895,0.426784753799438,0.0345999002456665,0.0
数式3,0,0.5103178307465837,1,1.0,0,0.0,0.5390132665634161,0.426416605710983,0.0345700494945049,0.0
数字部分,0,0.440307039794124,1,2.0,0,0.0,0.47223684191703796,0.48786866664886497,0.0398945473134518,1.0
数字カード黒ブロック,0,0.3815472572713995,4,4.7,0,0.0,0.267320871353149,0.6331276297569269,0.0995515361428261,1.0
数字カード黒ブロック,0,0.3442404421920994,4,4.7,0,0.0,0.26743996143341103,0.6330246925354001,0.0995353534817696,1.0
数字カード黒ブロック,0,0.2388665360543044,4,4.7,0,0.0,0.26777657866478,0.632733762264252,0.0994896069169044,1.0
数字カード黒ブロック,0,0.2290558422056025,4,4.7,0,0.0,0.267807930707932,0.6327067017555239,0.0994853377342224,1.0
数字カード置き場,0,0.4316642205186238,3,3.3,0,0.0,0.361066550016403,0.5674853920936579,0.0714480355381966,1.0
数字カード置き場,0,0.3136839165109304,3,3.3,0,0.0,0.36151030659675604,0.5670912861824039,0.0713984146714211,1.0
数字カード置き場,0,0.24061006784545266,3,3.3,0,0.0,0.361785262823105,0.566847085952759,0.0713676735758781,1.0
数字カードボーナスサークル,0,0.2589067191803029,2,5.6,0,0.0,0.24431343376636497,0.6844487190246579,0.0712378621101379,1.0
数字カードボーナスサークル,0,0.2025865136884777,2,5.6,0,0.0,0.244482964277267,0.6842951774597171,0.0712218657135963,1.0
数字カード,0,0.3742690841511116,6,2.2,9,0.0,0.350556880235672,0.436512351036072,0.21293069422245,1.0
数字カード,0,0.2719757315174897,6,2.2,9,0.0,0.350936621427536,0.43625718355178794,0.21280622482299802,1.0
数字カード,0,0.25812944943973753,6,2.2,9,0.0,0.35098800063133195,0.436222612857819,0.21278935670852697,1.0
数字カード,0,0.1644121934532487,6,2.2,9,0.0,0.35133603215217607,0.43598872423171997,0.21267525851726501,1.0
数字カード,0,0.15595095663795094,6,2.2,9,0.0,0.35136744379997303,0.435967564582825,0.212664932012558,1.0
数字カード,0,0.10505986016836956,6,2.2,9,0.0,0.351556569337845,0.435840517282486,0.21260295808315302,1.0
数字,0,0.3439267891993167,9,1.0,17,0.0,0.27425879240036,0.264816224575043,0.460924953222275,2.0
数字,0,0.3343928170513735,9,1.0,17,0.0,0.27428969740867604,0.264804929494858,0.46090528368949896,2.0
数字,0,0.32756372811160483,9,1.0,17,0.0,0.274311870336533,0.264796912670136,0.4608912765979771,2.0
数字,0,0.3151926384729326,9,1.0,17,0.0,0.274352014064789,0.26478227972984303,0.460865765810013,2.0
数字,0,0.29668498430355145,9,1.0,17,0.0,0.27441206574439997,0.264760315418243,0.460827589035034,2.0
数字,0,0.2328997930347837,9,1.0,17,0.0,0.27461910247802696,0.264684766530991,0.46069610118865995,2.0
数字,0,0.1895825504806568,9,1.0,17,0.0,0.274759769439697,0.264633446931839,0.46060675382614097,2.0
数字,0,0.14070825937679282,9,1.0,17,0.0,0.27491855621337896,0.26457554101944,0.460505962371826,2.0
数字,0,0.06515969411874571,9,1.0,17,0.0,0.275164067745209,0.26448592543601995,0.46035003662109397,2.0
指し,0,0.3514484156985262,2,0.6,0,0.0,0.553161561489105,0.40633165836334206,0.0405067205429077,0.0
指し,0,0.3461547666456513,2,0.6,0,0.0,0.5531829595565799,0.40631225705146795,0.0405047871172428,0.0
成立例,0,0.6331829232354336,1,1.5,0,0.0,0.505007207393646,0.45772427320480297,0.0372685268521309,0.0
形状,0,0.4436224801139379,2,1.0,0,0.0,0.5260826945304871,0.430820882320404,0.0430964045226574,0.0
形状,0,0.4238999757610756,2,1.0,0,0.0,0.5261628627777101,0.430748045444489,0.0430891290307045,0.0
底面,0,0.3514484156985262,2,1.0,0,0.0,0.5264572501182561,0.430480390787125,0.0430623441934586,0.0
底面,0,0.3461547666456513,2,1.0,0,0.0,0.5264787673950201,0.4304608404636379,0.0430603958666325,0.0
差異,0,0.7369270081430599,1,1.0,0,0.0,0.538095414638519,0.42726570367813105,0.0346388928592205,0.0
左側,0,0.3457394925677605,1,1.0,0,0.0,0.5396797657012941,0.42580014467239397,0.0345200747251511,0.0
左下,0,0.2669594208586905,2,1.0,0,0.0,0.526800572872162,0.43016830086708097,0.0430311262607574,0.0
左下,0,0.2584128243483943,2,1.0,0,0.0,0.526835322380066,0.430136770009995,0.0430279746651649,0.0
左上,0,0.38804272487660296,1,1.0,0,0.0,0.5395084619522089,0.425958603620529,0.0345329158008099,0.0
実行委員会,0,0.4809980646628059,5,2.5,0,0.0,0.381287962198257,0.519764840602875,0.0989472344517708,1.0
実行委員会,0,0.3377660055207463,5,2.5,0,0.0,0.381838858127594,0.519302010536194,0.098859116435051,1.0
実行委員会,0,0.27611106485831105,5,2.5,0,0.0,0.3820760846138,0.51910275220871,0.0988212004303932,1.0
実行委員会,0,0.2376565369819276,5,2.5,0,0.0,0.382224023342133,0.5189784169197079,0.0987975224852562,1.0
実行委員会,0,0.1409173889481722,5,2.5,0,0.0,0.382596433162689,0.5186655521392821,0.098737969994545,1.0
大会開催地,0,0.3558665911590496,1,2.5,0,0.0,0.43926826119422896,0.518175840377808,0.0425559245049953,1.0
大会,0,0.3721075562177905,2,1.0,1,0.0,0.525675475597382,0.427887737751007,0.0464367642998695,0.0
大会,0,0.33981845076012296,2,1.0,1,0.0,0.525806725025177,0.427769362926483,0.0464239120483398,0.0
外観,0,0.6041939454798056,1,1.0,0,0.0,0.538633048534393,0.426768332719803,0.0345985628664494,0.0
向き,0,0.5120431051891994,1,0.6,0,0.0,0.565573453903198,0.4019520878791811,0.0324744880199432,0.0
名称,0,0.46212445267999297,1,1.0,0,0.0,0.539208471775055,0.426236093044281,0.0345554165542126,0.0
名産品,0,0.3558665911590496,1,1.5,0,0.0,0.506137073040009,0.45667952299118,0.0371834561228752,0.0
右側,0,0.3457394925677605,1,1.0,0,0.0,0.5396797657012941,0.42580014467239397,0.0345200747251511,0.0
右下,0,0.2669594208586905,2,1.0,0,0.0,0.526800572872162,0.43016830086708097,0.0430311262607574,0.0
右下,0,0.2584128243483943,2,1.0,0,0.0,0.526835322380066,0.430136770009995,0.0430279746651649,0.0
取得方法,0,0.20948846184618009,1,2.0,0,0.0,0.473174571990967,0.487001806497574,0.0398236513137817,1.0
参加チーム,0,0.3681754236663191,4,2.2,0,0.0,0.417009145021439,0.5052419304847721,0.0777489095926285,1.0
参加チーム,0,0.35956423087739725,4,2.2,0,0.0,0.41704329848289506,0.505212426185608,0.0777443498373032,1.0
参加チーム,0,0.301213384560675,4,2.2,0,0.0,0.41727447509765603,0.5050119757652279,0.0777135118842125,1.0
参加チーム,0,0.2278534008938,4,2.2,0,0.0,0.417565256357193,0.504759967327118,0.0776747241616249,1.0
別途提示,0,0.20948846184618009,1,2.0,0,0.0,0.473174571990967,0.487001806497574,0.0398236513137817,1.0
判定方法,0,0.440307039794124,1,2.0,0,0.0,0.47223684191703796,0.48786866664886497,0.0398945473134518,1.0
初期設置,0,0.563436990506069,2,2.0,0,0.0,0.458509474992752,0.49186187982559204,0.0496286153793335,1.0
初期設置,0,0.3918684744578482,2,2.0,0,0.0,0.459203839302063,0.491231143474579,0.0495649762451649,1.0
初期位置,0,0.34674453101221075,1,2.0,0,0.0,0.47261685132980297,0.487517267465591,0.0398658141493797,1.0
分断部分,0,0.2957069456795657,2,2.0,0,0.0,0.459593117237091,0.490877568721771,0.0495292991399765,1.0
分断部分,0,0.2898868035015413,2,2.0,0,0.0,0.45961666107177707,0.490856140851974,0.0495271384716034,1.0
出来,0,0.28023589471252386,1,1.0,0,0.0,0.5399449467659,0.425554811954498,0.034500177949667,0.0
円柱,0,0.3210173159548597,2,1.0,0,0.0,0.526580929756165,0.43036797642707797,0.0430511049926281,0.0
円柱,0,0.30449572727241725,2,1.0,0,0.0,0.526648044586182,0.43030694127082797,0.0430449992418289,0.0
内側,0,0.2589067191803029,2,1.0,0,0.0,0.5268332362174989,0.43013855814933794,0.043028149753808996,0.0
内側,0,0.16458235394482112,2,1.0,0,0.0,0.5272164940834051,0.42979016900062605,0.0429933033883572,0.0
全景,0,0.42046914531078505,1,1.0,0,0.0,0.539377212524414,0.426080077886581,0.034542765468359,0.0
仮想的,0,0.2957069456795657,2,1.5,0,0.0,0.4931076169013979,0.46061637997627297,0.0462760329246521,0.0
仮想的,0,0.2898868035015413,2,1.5,0,0.0,0.4931313097476961,0.46059480309486406,0.0462738610804081,0.0
交点サークル,0,0.6291566772243392,6,2.7,0,0.0,0.35142040252685497,0.52503764629364,0.12354199588298802,1.0
交点サークル,0,0.5777467038288526,6,2.7,0,0.0,0.351611375808716,0.5248830318450929,0.12350559979677199,1.0
交点サークル,0,0.3630481748914575,6,2.7,0,0.0,0.35240957140922496,0.524236798286438,0.12335354089736901,1.0
交点サークル,0,0.2605265281072603,6,2.7,0,0.0,0.352791011333466,0.523928046226501,0.123280890285969,1.0
交点サークル,0,0.25130298604167045,6,2.7,0,0.0,0.35282534360885603,0.523900270462036,0.123274363577366,1.0
交点サークル,0,0.20861796148372028,6,2.7,0,0.0,0.352984219789505,0.5237717032432561,0.123244099318981,1.0
事態,0,0.1816218081146215,1,1.0,0,0.0,0.54034423828125,0.42518550157546997,0.0344702415168285,0.0
中間ゲート2,0,0.3512065800739601,2,2.2,0,0.0,0.44604846835136397,0.503101229667664,0.0508502796292305,1.0
中間ゲート2,0,0.1983142145047325,2,2.2,0,0.0,0.44666427373886103,0.502541959285736,0.0507937520742416,1.0
中間ゲート1,0,0.3512065800739601,2,2.2,0,0.0,0.44604846835136397,0.503101229667664,0.0508502796292305,1.0
中間ゲート1,0,0.1983142145047325,2,2.2,0,0.0,0.44666427373886103,0.502541959285736,0.0507937520742416,1.0
中間ゲート,0,0.32591969744427685,2,2.2,4,0.0,0.44239908456802396,0.489115178585052,0.0684857442975044,1.0
中間ゲート,0,0.27963350536036785,2,2.2,4,0.0,0.44258522987365706,0.488951951265335,0.0684628859162331,1.0
中心軸,0,0.34996451974334386,1,1.5,0,0.0,0.5061610937118529,0.456657230854034,0.0371816381812096,0.0
中心,0,0.34996451974334386,1,1.0,1,0.0,0.53930127620697,0.423454403877258,0.037244338542223,0.0
中央,0,0.3457394925677605,1,1.0,0,0.0,0.5396797657012941,0.42580014467239397,0.0345200747251511,0.0
両者,0,0.5745085626508378,1,1.0,0,0.0,0.5387533307075499,0.426657140254974,0.0345895476639271,0.0
上限,0,0.6438475133141491,2,1.0,0,0.0,0.5252689719200129,0.431560605764389,0.0431704074144363,0.0
上限,0,0.4746479667916091,2,1.0,0,0.0,0.525956690311432,0.43093550205230696,0.0431078709661961,0.0
上記,0,0.4396393488626978,3,1.0,0,0.0,0.511947572231293,0.43443039059639,0.0536219887435436,0.0
上記,0,0.30047894801387864,3,1.0,0,0.0,0.512514293193817,0.43392595648765603,0.0535597391426563,0.0
上記,0,0.08329320772350826,3,1.0,0,0.0,0.5133987069129939,0.43313875794410706,0.0534625761210918,0.0
一方向,0,0.3364450509660465,1,1.5,0,0.0,0.5062161684036249,0.456606298685074,0.0371774919331074,0.0
リザルトタイム確定,0,0.3562828057715957,3,4.5,0,0.0,0.29063379764556896,0.6293101310729979,0.0800560116767883,1.0
リザルトタイム確定,0,0.29321055172470684,3,4.5,0,0.0,0.290845781564713,0.629122078418732,0.080032080411911,1.0
リザルトタイム確定,0,0.2923109022778721,3,4.5,0,0.0,0.290848821401596,0.6291194558143621,0.0800317600369453,1.0
リザルトタイム,0,0.5360708870172669,6,3.5,3,1.0,0.271170437335968,0.5793849229812621,0.149444609880447,1.0
リザルトタイム,0,0.40280520022700417,6,3.5,3,1.0,0.271599948406219,0.579043447971344,0.149356544017792,1.0
リザルトタイム,0,0.3798994617315477,6,3.5,3,1.0,0.271673798561096,0.578984797000885,0.149341404438019,1.0
リザルトタイム,0,0.36595372833089546,6,3.5,3,1.0,0.271718800067902,0.578948974609375,0.149332165718079,1.0
リザルトタイム,0,0.26210964712627216,6,3.5,3,1.0,0.272053867578506,0.5786826610565191,0.149263471364975,1.0
リザルトタイム,0,0.135205989256759,6,3.5,3,1.0,0.27246367931366,0.578356862068176,0.149179443717003,1.0
リクエスト,0,0.28023589471252386,1,2.5,0,0.0,0.439571887254715,0.517895221710205,0.0425328798592091,1.0
マイナス,0,0.6105255605651905,1,2.0,0,0.0,0.47154539823532104,0.48850777745246904,0.039946798235178,1.0
ボーナスブロック,0,0.8117054882101938,1,3.7,0,0.0,0.360317289829254,0.5906686782836911,0.0490140467882156,1.0
ボーナスタイム獲得例,0,0.5724920548223067,1,4.7,0,0.0,0.30179142951965304,0.6442826390266421,0.0539259426295757,1.0
ボーナスタイム獲得,0,0.4149586579653111,1,4.2,1,0.0,0.33104011416435203,0.613491594791412,0.0554683618247509,1.0
ボーナスタイム,0,0.4225379202879205,4,3.2,2,0.0,0.35004216432571394,0.5495588779449461,0.10039899498224301,1.0
ボーナスタイム,0,0.4137701483101845,4,3.2,2,0.0,0.350074648857117,0.54953134059906,0.10039397329092,1.0
ボーナスタイム,0,0.4045180157546068,4,3.2,2,0.0,0.35010898113250705,0.5495023131370539,0.10038865357637401,1.0
ボーナスタイム,0,0.27447416136711755,4,3.2,2,0.0,0.350591391324997,0.549094438552856,0.100314155220985,1.0
ボーナスサークル設置,0,0.3132521094954094,2,4.4,0,0.0,0.308433383703232,0.6269816756248471,0.0645849257707596,1.0
ボーナスサークル設置,0,0.2589067191803029,2,4.4,0,0.0,0.308622360229492,0.6268104314804079,0.0645672827959061,1.0
ボーナスサークル,0,0.4932720855728192,3,3.4,6,0.0,0.345817416906357,0.542680978775024,0.111501634120941,1.0
ボーナスサークル,0,0.29321055172470684,3,3.4,6,0.0,0.34655547142028803,0.5420686602592469,0.111375853419304,1.0
ボーナスサークル,0,0.1896252304454279,3,3.4,6,0.0,0.346937894821167,0.5417514443397521,0.1113106533885,1.0
ボーナス,0,0.6387269475518995,1,1.7,16,0.0,0.46510842442512496,0.411330372095108,0.12356123328208901,0.0
ブロック搬入,0,0.6387269475518995,1,3.0,0,0.0,0.40538290143013,0.5493093729019171,0.0453077293932438,1.0
ブロックブロックビンゴ2020,0,0.4836254011364807,1,5.5,0,0.0,0.258785247802734,0.683601796627045,0.0576129592955112,1.0
ブロックビンゴ2020エリア,0,0.46212445267999297,1,5.0,1,0.0,0.285110473632813,0.655236780643463,0.0596527904272079,1.0
ブロックビンゴ2020,0,0.4912562875581708,4,3.5,3,0.0,0.32983124256134005,0.559073507785797,0.111095190048218,1.0
ブロックビンゴ2020,0,0.4654802048458382,4,3.5,3,0.0,0.32992413640022306,0.558996081352234,0.111079797148705,1.0
ブロックビンゴ2020,0,0.38248570155778217,4,3.5,3,0.0,0.330223262310028,0.558746516704559,0.11103020608425099,1.0
ブロックビンゴ2020,0,0.27447416136711755,4,3.5,3,0.0,0.330612778663635,0.558421611785889,0.11096566170453999,1.0
ブロックサークル番号8,0,0.2584128243483943,2,4.7,0,0.0,0.291685849428177,0.642009973526001,0.0663042739033699,1.0
ブロックサークル番号8,0,0.17797294723912702,2,4.7,0,0.0,0.29195675253868103,0.6417643427848821,0.0662789046764374,1.0
ブロックサークル番号6,0,0.2584128243483943,2,4.7,0,0.0,0.291685849428177,0.642009973526001,0.0663042739033699,1.0
ブロックサークル番号6,0,0.17797294723912702,2,4.7,0,0.0,0.29195675253868103,0.6417643427848821,0.0662789046764374,1.0
ブロックサークル番号3,0,0.19402136243830148,1,4.7,0,0.0,0.303092867136002,0.643081724643707,0.053825419396162005,1.0
ブロックサークル番号1,0,0.19402136243830148,1,4.7,0,0.0,0.303092867136002,0.643081724643707,0.053825419396162005,1.0
ブロックサークル番号,0,0.4417088327997602,1,4.7,6,0.0,0.29841634631156894,0.6173340082168579,0.0842496454715729,1.0
ブロックサークル内,0,0.3404512868791527,1,4.2,0,0.0,0.331667631864548,0.6169188618659971,0.0514134764671326,1.0
ブロックサークル,0,0.5342773380734872,6,3.7,8,0.0,0.268121302127838,0.502842903137207,0.229035750031471,1.0
ブロックサークル,0,0.4932365803597461,6,3.7,8,0.0,0.26825261116027804,0.502752780914307,0.228994682431221,1.0
ブロックサークル,0,0.3094035512700277,6,3.7,8,0.0,0.26884117722511297,0.5023483633995061,0.22881048917770397,1.0
ブロックサークル,0,0.2931744556696034,6,3.7,8,0.0,0.268893152475357,0.50231260061264,0.22879421710967998,1.0
ブロックサークル,0,0.20861796148372028,6,3.7,8,0.0,0.26916417479515103,0.502126455307007,0.22870939970016502,1.0
ブロックサークル,0,0.15595095663795094,6,3.7,8,0.0,0.26933309435844394,0.502010405063629,0.22865654528141,1.0
ブロック,0,0.4842146816694627,7,2.0,49,0.0,0.0562863573431969,0.0567079894244671,0.8870055675506591,2.0
ブロック,0,0.4213973480815918,7,2.0,49,0.0,0.0563407726585865,0.0567047446966171,0.8869546055793759,2.0
ブロック,0,0.3570554785673933,7,2.0,49,0.0,0.056396558880806,0.0567013919353485,0.8869021534919742,2.0
ブロック,0,0.3468545107863261,7,2.0,49,0.0,0.0564053952693939,0.0567008517682552,0.8868936896324159,2.0
ブロック,0,0.30962493651442674,7,2.0,49,0.0,0.0564377047121525,0.0566989071667194,0.886863470077515,2.0
