判定結果,TF-IDF値,出現回数,優先値,連結回数,固有度,Scored Probabilities for Class "0",Scored Probabilities for Class "1",Scored Probabilities for Class "2",Scored Labels
0,0.445325035571084,3,2,0,0,0.444906026124954,0.493636429309845,0.061457484960556,1
0,0.39890871133926,3,2,0,0,0.445092856884003,0.493470281362534,0.0614367984235287,1
0,0.278798817741802,3,2,0,0,0.44557648897171,0.493040293455124,0.0613832548260689,1
0,0.643390441205701,2,2,0,0,0.458186000585556,0.492155760526657,0.0496582761406899,1
0,0.321505475008056,2,2,0,0,0.459488689899445,0.490972429513931,0.049538865685463,1
0,0.426263002653519,1,2.5,0,0,0.438985645771027,0.518437027931213,0.0425773784518242,1
0,0.298016317380883,1,2,1,0,0.472439646720886,0.484571427106857,0.0429888777434826,1
0,0.383736988637816,1,2,0,0,0.472466588020325,0.48765617609024,0.0398771613836288,1
0,0.327429241445109,3,1.5,1,0,0.477692455053329,0.460390597581863,0.0619169138371944,0
0,0.20334145483848,3,1.5,1,0,0.47819709777832,0.459945768117905,0.061857096850872,0
0,0.193403162220652,3,1.5,1,0,0.478237509727478,0.459910124540329,0.0618523024022579,0
0,0.55859199489724,2,2,1,0,0.45781934261322,0.488686442375183,0.0534942448139191,1
0,0.349472872075591,2,2,1,0,0.458665490150452,0.48792377114296,0.0534107610583305,1
0,0.579026706156607,1,2,0,0,0.471673309803009,0.488389492034912,0.0399371348321438,1
0,0.429509547484332,1,1,0,0,0.539340555667877,0.426113903522491,0.0345455147325993,0
0,0.462945163825282,2,2,0,0.5,0.440925538539886,0.511427164077759,0.0476472415030003,1
0,0.378321550334153,2,2,0,0.5,0.44126558303833,0.511116087436676,0.0476182587444782,1
0,0.383098424431769,4,2,0,0,0.430093228816986,0.494016259908676,0.0758904591202736,1
0,0.232212123546953,4,2,0,0,0.430696159601212,0.493493646383286,0.0758101865649223,1
0,0.182187264239128,4,2,0,0,0.430896103382111,0.493320375680923,0.0757835507392883,1
0,0.159289355152676,4,2,0,0,0.430987626314163,0.493241041898727,0.0757713690400124,1
0,0.290913715492469,1,3,0,0,0.406750112771988,0.548046290874481,0.0452035553753376,1
0,0.37784288266025,2,2,1,0,0.458550691604614,0.48802724480629,0.0534220822155476,1
0,0.181738051395161,2,2,1,0,0.459344387054443,0.487311840057373,0.0533437840640545,1
0,0.329021803494567,1,1,0,0,0.539747476577759,0.425737529993057,0.0345149971544743,0
0,0.38890859999022,1,1,0,0,0.539505004882813,0.425961852073669,0.0345331802964211,0
0,0.271406253356481,2,2,0,0,0.459691494703293,0.490788221359253,0.0495202802121639,1
0,0.218544299718124,2,2,0,0,0.459905505180359,0.490593820810318,0.0495006740093231,1
0,0.426263002653519,1,2.5,0,0,0.438985645771027,0.518437027931213,0.0425773784518242,1
0,0.493015350853579,3,1,0,0,0.511730253696442,0.434623926877975,0.0536458753049374,0
0,0.351558569862478,3,1,0,0,0.512306332588196,0.43411111831665,0.0535825900733471,0
0,0.169095601293956,3,1,0,0,0.513049304485321,0.433449745178223,0.0535009540617466,0
0,0.414888540873392,1,2,0,0,0.472340077161789,0.487773209810257,0.0398867391049862,1
0,0.455001248611528,3,1,6,0,0.502479314804077,0.414166986942291,0.0833536982536316,0
0,0.454686782651003,3,1,6,0,0.502480626106262,0.414165943861008,0.0833534821867943,0
0,0.329544293828793,3,1,6,0,0.502990484237671,0.413741409778595,0.08326805382967,0
0,0.334424728452514,1,1.6,0,0,0.4995077252388,0.462779611349106,0.037712637335062,0
0,0.228242923520296,1,1,0,0,0.540155470371246,0.425360083580017,0.0344843976199627,0
0,0.375273112080723,15,1,0,0,0.232614725828171,0.302439361810684,0.46494597196579,2
0,0.371228542461211,15,1,0,0,0.232626482844353,0.302434712648392,0.464938819408417,2
0,0.361143281825836,15,1,0,0,0.232655823230743,0.302423149347305,0.464921027421951,2
0,0.350174726829916,15,1,0,0,0.232687711715698,0.302410572767258,0.464901685714722,2
0,0.300289006784883,15,1,0,0,0.232832938432693,0.302353352308273,0.464813739061356,2
0,0.286839024711923,15,1,0,0,0.23287208378315,0.302337884902954,0.46478995680809,2
0,0.266408455009201,15,1,0,0,0.232931584119797,0.302314460277557,0.464753955602646,2
0,0.25515641653405,15,1,0,0,0.232964351773262,0.302301526069641,0.464734047651291,2
0,0.242732802189767,15,1,0,0,0.233000546693802,0.302287310361862,0.464712172746658,2
0,0.230993579558747,15,1,0,0,0.233034759759903,0.302273809909821,0.464691460132599,2
0,0.208012306183902,15,1,0,0,0.233101695775986,0.302247405052185,0.464650869369507,2
0,0.199091391725865,15,1,0,0,0.233127683401108,0.302237182855606,0.464635133743286,2
0,0.181281609722512,15,1,0,0,0.233179569244385,0.302216708660126,0.464603662490845,2
0,0.173671351588337,15,1,0,0,0.233201771974564,0.302208006381989,0.46459025144577,2
0,0.161545702640983,15,1,0,0,0.233237117528915,0.302194058895111,0.464568823575974,2
0,0.553967220971994,1,2.5,0,0,0.438473075628281,0.518910646438599,0.0426162779331207,1
0,0.38890859999022,1,2,1,0,0.472070425748825,0.484910577535629,0.0430189706385136,1
0,0.405761032154737,4,2.3,1,0.333333333333333,0.397786825895309,0.519847989082336,0.0823651403188705,1
0,0.392270666598808,4,2.3,1,0.333333333333333,0.397839516401291,0.519802510738373,0.0823579356074333,1
0,0.388943341031669,4,2.3,1,0.333333333333333,0.397852510213852,0.519791305065155,0.0823561474680901,1
0,0.255736967643548,4,2.3,1,0.333333333333333,0.398372799158096,0.519342243671417,0.0822850167751312,1
0,0.487265482642634,1,1.5,22,0,0.452697575092316,0.367574781179428,0.179727628827095,0
0,0.510737011865077,1,2,0,0,0.471950709819794,0.488133102655411,0.0399161614477634,1
0,0.652799842664966,5,1,15,0,0.418080568313599,0.355269968509674,0.226649463176727,0
0,0.456795586450892,5,1,15,0,0.418857991695404,0.354795306921005,0.226346641778946,0
0,0.407055266952742,5,1,15,0,0.419055372476578,0.354674845933914,0.226269781589508,0
0,0.339453384409252,5,1,15,0,0.419323623180389,0.354511052370071,0.226165294647217,0
0,0.294818400843029,5,1,15,0,0.419500768184662,0.354402899742126,0.226096302270889,0
0,0.383736988637816,1,2,0,0,0.472466588020325,0.48765617609024,0.0398771613836288,1
0,0.298016317380883,1,2,0,0,0.47281488776207,0.487334281206131,0.0398508459329605,1
0,0.613359225069384,1,6.7,0,0,0.201515302062035,0.735825479030609,0.0626592859625816,1
0,0.55859199489724,2,4.7,1,0,0.290052890777588,0.638416588306427,0.0715305656194687,1
0,0.37784288266025,2,4.7,1,0,0.290659934282303,0.637870669364929,0.0714693963527679,1
0,0.529154960040916,1,2.5,0,0,0.4385726749897,0.518818616867065,0.0426087193191051,1
0,0.378393125145993,2,1,6,0,0.519760727882385,0.412893682718277,0.067345604300499,0
0,0.349472872075591,2,1,6,0,0.519878387451172,0.412792563438416,0.067329116165638,0
0,0.365179350090357,4,2.5,0,0,0.397529661655426,0.521943330764771,0.0805270075798035,1
0,0.349200272091498,4,2.5,0,0,0.397592067718506,0.521889269351959,0.0805186778306961,1
0,0.325974396782693,4,2.5,0,0,0.397682726383209,0.521810710430145,0.0805065631866455,1
0,0.281792389645109,4,2.5,0,0,0.397855222225189,0.521661281585693,0.0804835110902786,1
0,0.387660692859723,3,2.5,0,0,0.41221222281456,0.522460699081421,0.0653271079063416,1
0,0.370697903351597,3,2.5,0,0,0.41227924823761,0.52240115404129,0.0653196573257446,1
0,0.346042185791835,3,2.5,0,0,0.41237661242485,0.522314608097076,0.0653088539838791,1
0,0.365179350090357,4,2,3,0,0.424893736839294,0.480794012546539,0.094312310218811,1
0,0.349200272091498,4,2,3,0,0.424957364797592,0.480740755796433,0.094301849603653,1
0,0.325974396782693,4,2,3,0,0.425049901008606,0.480663448572159,0.0942866802215576,1
0,0.281792389645109,4,2,3,0,0.425225883722305,0.480516284704208,0.0942578166723251,1
0,0.537095881297448,1,1.5,11,0,0.492938101291656,0.422717899084091,0.0843440294265747,0
0,0.387660692859723,3,2,0,0,0.445138186216354,0.49343004822731,0.0614317916333675,1
0,0.370697903351597,3,2,0,0,0.445206463336945,0.493369281291962,0.0614242181181908,1
0,0.299140225167142,3,2,0,0,0.445494562387466,0.493113100528717,0.0613923147320747,1
0,0.387660692859723,3,2,0,0,0.445138186216354,0.49343004822731,0.0614317916333675,1
0,0.370697903351597,3,2,0,0,0.445206463336945,0.493369281291962,0.0614242181181908,1
0,0.299140225167142,3,2,0,0,0.445494562387466,0.493113100528717,0.0613923147320747,1
0,0.407055266952742,5,2,0,0,0.413824677467346,0.492770552635193,0.0934047922492027,1
0,0.406773937998371,5,2,0,0,0.413825750350952,0.492769598960876,0.0934046134352684,1
0,0.333958957113973,5,2,0,0,0.414113700389862,0.492527574300766,0.0933587253093719,1
0,0.309577819279059,5,2,0,0,0.414210110902786,0.492446511983871,0.0933433696627617,1
0,0.302848571644588,5,2,0,0,0.414236724376678,0.492424130439758,0.0933391377329826,1
0,0.53963371377918,2,1.5,0,0,0.49211385846138,0.46151939034462,0.0463667474687099,0
0,0.200602281134395,2,1.5,0,0,0.493495047092438,0.460264295339584,0.0462406538426876,0
0,0.447788673010387,1,2,0,0,0.472206443548203,0.487896740436554,0.0398968383669853,1
0,0.605455023173461,6,2,0,0,0.395644277334213,0.489798933267593,0.114556729793549,1
0,0.38496158898173,6,2,0,0,0.396503925323486,0.489102274179459,0.114393793046474,1
0,0.319004044159359,6,2,0,0,0.396761208772659,0.488893747329712,0.114345036447048,1
0,0.308665273526716,6,2,0,0,0.39680153131485,0.488861054182053,0.114337407052517,1
0,0.295714710530586,6,2,0,0,0.396852046251297,0.488820105791092,0.114327810704708,1
0,0.289286803256899,6,2,0,0,0.39687716960907,0.488799810409546,0.114323064684868,1
0,0.428733162356621,2,1.5,0,0,0.492565631866455,0.461108803749084,0.0463255010545254,0
0,0.351909522510784,2,1.5,0,0,0.492878615856171,0.460824429988861,0.0462969355285168,0
0,0.547388516098619,3,2,0,0,0.444495230913162,0.494001775979996,0.0615029558539391,1
0,0.439451325546929,3,2,0,0,0.44492968916893,0.493615418672562,0.0614548623561859,1
0,0.352003939434328,3,2,0,0,0.445281714200974,0.493302375078201,0.0614158846437931,1
0,0.522231080932697,10,1.8,0,0.5,0.313000708818436,0.458082973957062,0.228916347026825,1
0,0.335148315930995,10,1.8,0,0.5,0.313656747341156,0.45764547586441,0.22869773209095,1
0,0.332045980356662,10,1.8,0,0.5,0.313667625188828,0.45763823390007,0.22869411110878,1
0,0.294034460461046,10,1.8,0,0.5,0.313801050186157,0.457549273967743,0.228649646043777,1
0,0.275154752090504,10,1.8,0,0.5,0.313867300748825,0.457505077123642,0.228627577424049,1
0,0.266237116335001,10,1.8,0,0.5,0.313898622989655,0.457484245300293,0.228617161512375,1
0,0.255066696975513,10,1.8,0,0.5,0.313937842845917,0.457458078861237,0.228604078292847,1
0,0.249522349608341,10,1.8,0,0.5,0.313957303762436,0.457445085048676,0.228597596287727,1
0,0.205501804351848,10,1.8,0,0.5,0.314111828804016,0.457342028617859,0.228546097874641,1
0,0.186136269078824,10,1.8,0,0.5,0.314179837703705,0.457296669483185,0.228523433208466,1
0,0.431160292985109,14,1,32,0,0.0494512468576431,0.0531024187803268,0.89744633436203,2
0,0.408622735651387,14,1,32,0,0.0494685247540474,0.0531014576554298,0.897430062294006,2
0,0.404218693521086,14,1,32,0,0.0494718961417675,0.0531012676656246,0.897426843643188,2
0,0.385112395733262,14,1,32,0,0.0494865365326405,0.0531004443764687,0.897412955760956,2
0,0.366058157052952,14,1,32,0,0.0495011582970619,0.0530996322631836,0.897399246692657,2
0,0.345908456534529,14,1,32,0,0.0495166070759296,0.0530987717211246,0.897384703159332,2
0,0.308714573301631,14,1,32,0,0.0495451502501965,0.0530971772968769,0.897357761859894,2
0,0.249097012189462,14,1,32,0,0.0495909228920937,0.0530946217477322,0.897314488887787,2
0,0.238928654148232,14,1,32,0,0.0495987385511398,0.0530941784381866,0.89730703830719,2
0,0.230795243721607,14,1,32,0,0.0496049821376801,0.0530938357114792,0.897301256656647,2
0,0.18603463124638,14,1,32,0,0.0496393851935863,0.0530919097363949,0.897268712520599,2
0,0.161830215237329,14,1,32,0,0.0496580041944981,0.0530908741056919,0.897251188755035,2
0,0.133491954545472,14,1,32,0,0.049679808318615,0.0530896447598934,0.897230446338654,2
0,0.11100983977764,14,1,32,0,0.0496971011161804,0.0530886836349964,0.89721417427063,2
0,0.478619807865236,2,1,0,0,0.525940477848053,0.430950164794922,0.043109342455864,0
0,0.428733162356621,2,1,0,0,0.526143193244934,0.430765867233276,0.0430909059941769,0
0,0.470707511053835,1,1.5,0,0,0.505669176578522,0.45711213350296,0.0372186787426472,0
0,0.239971506113508,1,1,0,0,0.54010796546936,0.425404012203217,0.034487958997488,0
0,0.414888540873392,1,2,0,0,0.472340077161789,0.487773209810257,0.0398867391049862,1
0,0.271406253356481,2,2.5,0,0,0.426536709070206,0.520698189735413,0.0527651906013489,1
0,0.218544299718124,2,2.5,0,0,0.426747441291809,0.520506799221039,0.0527457930147648,1
0,0.37784288266025,2,1.5,0,0,0.492772966623306,0.460920423269272,0.0463065728545189,0
0,0.181738051395161,2,1.5,0,0,0.493571877479553,0.460194438695908,0.0462336428463459,0
0,0.707106781186548,3,2.5,0,0,0.410951286554337,0.523581504821777,0.0654672607779503,1
0,0.656764383611695,3,2.5,0,0,0.411149889230728,0.523404896259308,0.065445177257061,1
0,0.470249092379654,3,2.5,0,0,0.411886125802994,0.522750556468964,0.0653633549809456,1
0,0.613359225069384,1,3,1,0,0.405107408761978,0.546031713485718,0.0488608404994011,1
0,0.353027524217892,1,3,0,0,0.406505852937698,0.548272013664246,0.0452221594750881,1
0,0.707106781186548,3,3,0,0,0.378827124834061,0.551870346069336,0.0693025663495064,1
0,0.470249092379654,3,3,0,0,0.379736036062241,0.551062881946564,0.0692011564970016,1
0,0.352003939434328,3,3,0,0,0.380190074443817,0.550659477710724,0.069150485098362,1
0,0.429509547484332,1,6.7,0,0,0.201997891068459,0.735380709171295,0.0626214146614075,1
0,0.271406253356481,2,2,0,0,0.459691494703293,0.490788221359253,0.0495202802121639,1
0,0.218544299718124,2,2,0,0,0.459905505180359,0.490593820810318,0.0495006740093231,1
0,0.298016317380883,1,3,0,0,0.406722187995911,0.548072099685669,0.0452056787908077,1
0,0.239971506113508,1,2,1,0,0.47267547249794,0.484354883432388,0.042969673871994,1
0,0.581683171459273,3,1,5,0,0.504039406776428,0.418352961540222,0.0776076391339302,0
0,0.549629779600956,3,1,5,0,0.504170000553131,0.418242812156677,0.077587217092514,0
0,0.20334145483848,3,1,5,0,0.505580902099609,0.417052626609802,0.0773664191365242,0
0,0.53963371377918,2,1.5,0,0,0.49211385846138,0.46151939034462,0.0463667474687099,0
0,0.200602281134395,2,1.5,0,0,0.493495047092438,0.460264295339584,0.0462406538426876,0
0,0.415492731960516,1,6,0,0,0.234058946371078,0.706169009208679,0.0597720369696617,1
0,0.426132387264516,1,3.5,0,0,0.374264568090439,0.57786637544632,0.0478690713644028,1
0,0.415492731960516,1,3,0,0,0.406260222196579,0.548498868942261,0.0452408827841282,1
0,0.415492731960516,1,3.3,0,0.25,0.378260433673859,0.57597154378891,0.0457680337131023,1
0,0.415261176748415,12,2.5,4,0,0.213589519262314,0.36604306101799,0.420367479324341,2
0,0.362982792314759,12,2.5,4,0,0.213732659816742,0.365976393222809,0.420290917158127,2
0,0.360530020757817,12,2.5,4,0,0.21373938024044,0.365973293781281,0.42028734087944,2
0,0.360530020757817,12,2.5,4,0,0.21373938024044,0.365973293781281,0.42028734087944,2
0,0.311035101340609,12,2.5,4,0,0.213874980807304,0.365910172462463,0.420214861631393,2
0,0.300209107425867,12,2.5,4,0,0.21390463411808,0.365896344184875,0.420198976993561,2
0,0.298797030835296,12,2.5,4,0,0.213908538222313,0.365894556045532,0.420196920633316,2
0,0.244178716560723,12,2.5,4,0,0.214058265089989,0.36582487821579,0.420116871595383,2
0,0.22713169650601,12,2.5,4,0,0.214104995131493,0.365803092718124,0.420091897249222,2
0,0.213558821575923,12,2.5,4,0,0.214142248034477,0.36578580737114,0.420072019100189,2
0,0.2075081215579,12,2.5,4,0,0.214158833026886,0.365778028964996,0.420063108205795,2
0,0.18832125961762,12,2.5,4,0,0.214211463928223,0.365753561258316,0.420035004615784,2
0,0.575908246303661,8,1.5,0,0,0.388470262289047,0.451460689306259,0.160069033503532,1
0,0.515784738985143,8,1.5,0,0,0.38870307803154,0.451288819313049,0.160008102655411,1
0,0.339961658288355,8,1.5,0,0,0.389384239912033,0.450785934925079,0.159829795360565,1
0,0.294622799760104,8,1.5,0,0,0.389559984207153,0.450656235218048,0.159783810377121,1
0,0.292572953456257,8,1.5,0,0,0.389567911624908,0.450650364160538,0.159781724214554,1
0,0.277871321577343,8,1.5,0,0,0.389624893665314,0.450608313083649,0.15976682305336,1
0,0.273113452766282,8,1.5,0,0,0.389643341302872,0.450594663619995,0.159761980175972,1
0,0.267176825716419,8,1.5,0,0,0.389666348695755,0.450577706098557,0.15975596010685,1
0,0.653513317153323,3,1.8,0,0.5,0.43976616859436,0.502560913562775,0.0576729625463486,1
0,0.445325035571084,3,1.8,0,0.5,0.440602362155914,0.501810789108276,0.0575868673622608,1
0,0.329544293828793,3,1.8,0,0.5,0.441067546606064,0.501393556594849,0.0575389973819256,1
0,0.646072979429645,5,1,32,0,0.26490381360054,0.207121431827545,0.527974784374237,2
0,0.505046323226654,5,1,32,0,0.265351682901382,0.206995248794556,0.527653098106384,2
0,0.419943735393167,5,1,32,0,0.265622168779373,0.206919014453888,0.527458846569061,2
0,0.401134403099707,5,1,32,0,0.265681952238083,0.206902146339417,0.527415812015533,2
0,0.242873346905545,5,1,32,0,0.26618555188179,0.20676027238369,0.527054190635681,2
0,0.264937847248525,2,1,1,0,0.526111006736755,0.42749485373497,0.0463941283524036,0
0,0.181738051395161,2,1,1,0,0.526449084281921,0.427189886569977,0.0463610328733921,0
0,0.271406253356481,2,3,0,0,0.394028842449188,0.549996197223663,0.0559749156236649,1
0,0.218544299718124,2,3,0,0,0.394234627485275,0.549809455871582,0.0559559166431427,1
0,0.510600351031747,3,3,0,0,0.379581093788147,0.551200449466705,0.0692184269428253,1
0,0.430740683507053,3,3,0,0,0.379887670278549,0.550928056240082,0.0691842287778854,1
0,0.416419817726859,3,3,0,0,0.379942685365677,0.550879240036011,0.0691780894994736,1
0,0.510600351031747,3,2.5,3,0,0.40794438123703,0.510541260242462,0.081514336168766,1
0,0.430740683507053,3,2.5,3,0,0.40825879573822,0.510270118713379,0.0814710482954979,1
0,0.416419817726859,3,2.5,3,0,0.4083152115345,0.510221540927887,0.0814632996916771,1
0,0.440540719622658,1,2,0,0,0.472235888242722,0.487869530916214,0.0398946143686771,1
0,0.443757241872617,2,2.8,0,0.5,0.388859778642654,0.558726072311401,0.0524141676723957,1
0,0.291778054627055,2,2.8,0,0.5,0.389448612928391,0.55818772315979,0.0523636564612389,1
0,0.278798817741802,3,2,2,0,0.443200290203094,0.485636681318283,0.071163035929203,1
0,0.271480767031357,3,2,2,0,0.443229705095291,0.485610961914063,0.0711592733860016,1
0,0.208223092202829,3,2,2,0,0.44348418712616,0.485389083623886,0.0711267739534378,1
0,0.278798817741802,3,2.2,3,0,0.428511470556259,0.492981195449829,0.07850731164217,1
0,0.271480767031357,3,2.2,3,0,0.428540676832199,0.492955982685089,0.0785032883286476,1
0,0.208223092202829,3,2.2,3,0,0.428793221712112,0.49273818731308,0.0784686133265495,1
0,0.428677741959343,2,2,0,0.5,0.44106325507164,0.511301219463348,0.0476355068385601,1
0,0.223790913204374,2,2,0,0.5,0.441886693239212,0.510547995567322,0.0475653372704983,1
0,0.415492731960516,1,3.2,4,0,0.391121238470078,0.546343982219696,0.0625347569584847,1
0,0.566298708093039,2,3.2,0,0,0.380133837461472,0.562518000602722,0.0573481097817421,1
0,0.56239222921376,2,3.2,0,0,0.380148857831955,0.562504410743713,0.0573467165231705,1
0,0.580960741378647,10,2.2,2,0,0.290348261594772,0.432923942804337,0.276727765798569,1
0,0.580960741378647,10,2.2,2,0,0.290348261594772,0.432923942804337,0.276727765798569,1
0,0.388379882206126,10,2.2,2,0,0.290995478630066,0.432529121637344,0.27647539973259,1
0,0.385700734637373,10,2.2,2,0,0.291004478931427,0.432523667812347,0.27647191286087,1
0,0.304338298610928,10,2.2,2,0,0.291278153657913,0.432356685400009,0.276365160942078,1
0,0.294034460461046,10,2.2,2,0,0.291312843561172,0.432335555553436,0.276351660490036,1
0,0.29399645195589,10,2.2,2,0,0.29131293296814,0.432335436344147,0.276351600885391,1
0,0.205501804351848,10,2.2,2,0,0.291610807180405,0.432153701782227,0.276235431432724,1
0,0.20010769028237,10,2.2,2,0,0.291628956794739,0.432142645120621,0.276228338479996,1
0,0.153480640635395,10,2.2,2,0,0.2917859852314,0.432046890258789,0.276167154312134,1
0,0.592542176630729,1,1.2,0,0,0.525302290916443,0.439042687416077,0.0356550924479961,0
0,0.423550925741427,2,4,0,0,0.33143150806427,0.606326341629028,0.0622421912848949,1
0,0.423550925741427,2,4,0,0,0.33143150806427,0.606326341629028,0.0622421912848949,1
0,0.245732524551943,1,4,0,0,0.344033718109131,0.605584383010864,0.0503819175064564,1
0,0.447788673010387,1,2,1,0,0.471831291913986,0.485130310058594,0.0430384613573551,1
0,0.271406253356481,2,4.2,0,0,0.320167034864426,0.616443037986755,0.0633899420499802,1
0,0.218544299718124,2,4.2,0,0,0.320354551076889,0.616272985935211,0.0633724480867386,1
0,0.61867709362166,4,3,0,0,0.364822596311569,0.549961090087891,0.085216298699379,1
0,0.462188662364749,4,3,0,0,0.365413844585419,0.549449145793915,0.0851369798183441,1
0,0.293168840676689,4,3,0,0,0.366052895784378,0.548895835876465,0.0850512385368347,1
0,0.266943331389894,4,3,0,0,0.366152137517929,0.548809945583344,0.0850379168987274,1
0,0.334424728452514,1,2,9,0,0.464052677154541,0.457974761724472,0.0779725983738899,0
0,0.353027524217892,1,5.7,0,0,0.249009251594543,0.692524969577789,0.0584657341241837,1
0,0.298016317380883,1,5.7,0,0,0.24917696416378,0.692370355129242,0.0584526881575584,1
0,0.510737011865077,1,4.7,0,0,0.302003592252731,0.644086837768555,0.0539095513522625,1
0,0.546646645422545,4,4.7,1,0,0.265509486198425,0.627455234527588,0.107035338878632,1
0,0.40767870259553,4,4.7,1,0,0.26595139503479,0.627077639102936,0.106970921158791,1
0,0.405761127351575,4,4.7,1,0,0.265957534313202,0.62707245349884,0.106970027089119,1
0,0.342841601456256,4,4.7,1,0,0.266157746315002,0.626901388168335,0.106940858066082,1
0,0.389009599743337,9,4.2,0,0,0.218131095170975,0.540042161941528,0.241826683282852,1
0,0.343204303734087,9,4.2,0,0,0.21825847029686,0.539954245090485,0.241787314414978,1
0,0.328167147840116,9,4.2,0,0,0.21830028295517,0.539925336837769,0.241774365305901,1
0,0.317256551609866,9,4.2,0,0,0.21833062171936,0.539904356002808,0.241764977574348,1
0,0.295345921053253,9,4.2,0,0,0.218391567468643,0.539862275123596,0.241746127605438,1
0,0.284401259755988,9,4.2,0,0,0.218422025442123,0.53984123468399,0.241736710071564,1
0,0.282422530100323,9,4.2,0,0,0.218427553772926,0.539837419986725,0.241735011339188,1
0,0.263638150497123,9,4.2,0,0,0.218479812145233,0.539801299571991,0.241718843579292,1
0,0.257907486702409,9,4.2,0,0,0.218495786190033,0.539790332317352,0.241713911294937,1
0,0.367279862072448,1,7.7,0,0,0.162254393100739,0.771481156349182,0.0662644580006599,1
0,0.383736988637816,1,5.7,1,0,0.248598724603653,0.688354074954987,0.0630471706390381,1
0,0.692296415478821,1,6.7,0,0,0.201308354735374,0.736016154289246,0.0626755282282829,1
0,0.415414139586251,1,7.7,0,0,0.162147775292397,0.771579265594482,0.0662728846073151,1
0,0.343204303734087,9,4.5,0,0.5,0.195797964930534,0.568526029586792,0.23567596077919,1
0,0.328167147840116,9,4.5,0,0.5,0.195836573839188,0.56849879026413,0.235664665699005,1
0,0.317256551609866,9,4.5,0,0.5,0.195864588022232,0.568479001522064,0.235656455159187,1
0,0.295345921053253,9,4.5,0,0.5,0.195920839905739,0.568439245223999,0.235639974474907,1
0,0.284401259755988,9,4.5,0,0.5,0.19594894349575,0.568419396877289,0.235631734132767,1
0,0.282422530100323,9,4.5,0,0.5,0.195954024791718,0.568415760993958,0.235630258917809,1
0,0.263638150497123,9,4.5,0,0.5,0.196002274751663,0.568381607532501,0.235616087913513,1
0,0.257907486702409,9,4.5,0,0.5,0.196016997098923,0.56837123632431,0.235611796379089,1
0,0.192391332550509,9,4.5,0,0.5,0.196185305714607,0.568252205848694,0.235562458634377,1
0,0.415261176748415,12,3.7,34,0,0.032960619777441,0.0672824159264565,0.899756908416748,2
0,0.393146949986032,12,3.7,34,0,0.0329721122980118,0.067281611263752,0.899746179580688,2
