単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,固有度,Scored Labels,Scored Probabilities
別途提示,0,0.480957017968049,2,8,0,0,0,0.489886194467545
別途提示,0,0.190930621052848,2,8,0,0,0,0.489886194467545
判定方法,0,0.431347089003411,1,8,0,0,0,0.478139489889145
初期情報,0,0.151010968072147,1,8,0,0,0,0.478139489889145
初期値情報,0,0.316789010286279,1,10,0,0,1,0.556016206741333
初期,0,0.53996649265821,3,4,2,0,0,0.380774825811386
初期,0,0.357934945694507,3,4,2,0,0,0.380774825811386
初期,0,0.298799756693352,3,4,2,0,0,0.380774825811386
分断部分,0,0.268526327403419,2,8,0,0,0,0.489886194467545
分断部分,0,0.255318490002762,2,8,0,0,0,0.489886194467545
出来,0,0.274389491128314,1,4,0,0,0,0.32904389500618
円柱,0,0.309505009621275,2,4,0,0,0,0.339510679244995
円柱,0,0.290444650897615,2,4,0,0,0,0.339510679244995
円,0,0.335905692843219,1,2,2,0,0,0.290523588657379
内側,0,0.24557279306197,2,4,0,0,0,0.339510679244995
内側,0,0.160031321639619,2,4,0,0,0,0.339510679244995
具体的,0,0.442457613056155,1,6,1,0,0,0.41728800535202
全景,0,0.387957299960223,1,4,0,0,0,0.32904389500618
全く関連,0,0.245555801406006,1,7.1,0,0,0,0.443214505910873
例,0,0.490940402202841,5,2,1,0,0,0.316309750080109
例,0,0.476840691031311,5,2,1,0,0,0.316309750080109
例,0,0.276518665025913,5,2,1,0,0,0.316309750080109
例,0,0.136695427347699,5,2,1,0,0,0.316309750080109
例,0,0.104881586768897,5,2,1,0,0,0.316309750080109
任意,0,0.151010968072147,1,4,0,0,0,0.32904389500618
仮想的,0,0.268526327403419,2,6,0,0,0,0.412662833929062
仮想的,0,0.255318490002762,2,6,0,0,0,0.412662833929062
以下,0,0.596786982791854,2,4,0,0,0,0.339510679244995
以下,0,0.421734362080316,2,4,0,0,0,0.339510679244995
交点サークル,0,0.632627877767096,6,8.8,0,0,1,0.567753314971924
交点サークル,0,0.593981914743923,6,8.8,0,0,1,0.567753314971924
交点サークル,0,0.336738607997294,6,8.8,0,0,1,0.567753314971924
交点サークル,0,0.25433566962286,6,8.8,0,0,1,0.567753314971924
交点サークル,0,0.243469935949044,6,8.8,0,0,1,0.567753314971924
交点サークル,0,0.207757821467373,6,8.8,0,0,1,0.567753314971924
事態,0,0.17415931426846,1,4,0,0,0,0.32904389500618
中間ゲート2,0,0.346176792807825,2,8.6,0,0,1,0.513319790363312
中間ゲート2,0,0.194300156458091,2,8.6,0,0,1,0.513319790363312
中間ゲート1,0,0.346176792807825,2,8.6,0,0,1,0.513319790363312
中間ゲート1,0,0.194300156458091,2,8.6,0,0,1,0.513319790363312
中間ゲート,0,0.323724416249575,2,7.6,4,0,1,0.540260910987854
中間ゲート,0,0.275716750669217,2,7.6,4,0,1,0.540260910987854
中心軸,0,0.335905692843219,1,6,0,0,0,0.401311099529266
中心,0,0.335905692843219,1,4,1,0,0,0.343795865774155
中央,0,0.331067541366488,1,4,0,0,0,0.32904389500618
中,0,0.350700544272207,2,2,9,0,0,0.405359297990799
中,0,0.347464525432592,2,2,9,0,0,0.405359297990799
両者,0,0.57057232352965,1,4,0,0,0,0.32904389500618
下記,0,0.570757427284377,2,4,0,0,0,0.339510679244995
下記,0,0.441756685204803,2,4,0,0,0,0.339510679244995
上限,0,0.640157790040522,2,4,0,0,0,0.339510679244995
上限,0,0.438058531843391,2,4,0,0,0,0.339510679244995
上記,0,0.41277470990114,4,4,0,0,0,0.360913515090942
上記,0,0.276244082342915,4,4,0,0,0,0.360913515090942
上記,0,0.139672984523805,4,4,0,0,0,0.360913515090942
上記,0,0.0806434215509536,4,4,0,0,0,0.360913515090942
上,0,0.341208891931675,1,2,12,0,0,0.44227010011673
一方向,0,0.311753038721,1,6,0,0,0,0.401311099529266
一定期日,0,0.401054504799609,1,8,0,0,0,0.478139489889145
リザルトタイム,0,0.512985109963549,9,8.4,0,1,1,0.905667543411255
リザルトタイム,0,0.376860142466642,9,8.4,0,1,1,0.905667543411255
リザルトタイム,0,0.352297062433287,9,8.4,0,1,1,0.905667543411255
リザルトタイム,0,0.337149445284322,9,8.4,0,1,1,0.905667543411255
リザルトタイム,0,0.310342757553031,9,8.4,0,1,1,0.905667543411255
リザルトタイム,0,0.231104762010549,9,8.4,0,1,1,0.905667543411255
リザルトタイム,0,0.230336592641211,9,8.4,0,1,1,0.905667543411255
リザルトタイム,0,0.209477906223921,9,8.4,0,1,1,0.905667543411255
リザルトタイム,0,0.119826118757341,9,8.4,0,1,1,0.905667543411255
リクエスト,0,0.274389491128314,1,6,0,0,0,0.401311099529266
モデル,0,0.491111602812011,1,3.6,0,0,0,0.315395444631577
マイナス,0,0.49543456818502,1,4.8,0,0,0,0.357206463813782
ボーナスブロック,0,0.760787609693893,1,9.6,0,0,1,0.54053783416748
ボーナスタイム,0,0.463771862240296,6,8.4,0,0,1,0.552354633808136
ボーナスタイム,0,0.407168858072715,6,8.4,0,0,1,0.552354633808136
ボーナスタイム,0,0.405931123237134,6,8.4,0,0,1,0.552354633808136
ボーナスタイム,0,0.386483175098633,6,8.4,0,0,1,0.552354633808136
ボーナスタイム,0,0.341528331726348,6,8.4,0,0,1,0.552354633808136
ボーナスタイム,0,0.243469935949044,6,8.4,0,0,1,0.552354633808136
ボーナスサークル,0,0.52710942787914,3,9.6,4,0,1,0.627366960048676
ボーナスサークル,0,0.493910264907738,3,9.6,4,0,1,0.627366960048676
ボーナスサークル,0,0.346065687186794,3,9.6,4,0,1,0.627366960048676
ボーナス,0,0.662001190037191,1,4.8,14,0,1,0.583639979362488
プラットフォーム,0,0.339677507224995,1,9.6,0,0,1,0.54053783416748
プライマリークラス,0,0.170686337947632,1,10.8,1,1,1,0.911060094833374
ブロックビンゴ2020エリア,0,0.460927415458551,1,16,0,0,1,0.761792421340942
ブロックビンゴ2020,0,0.503721057651917,4,12.4,1,0,1,0.691516399383545
ブロックビンゴ2020,0,0.496024872343747,4,12.4,1,0,1,0.691516399383545
ブロックビンゴ2020,0,0.39340960478026,4,12.4,1,0,1,0.691516399383545
ブロックビンゴ2020,0,0.264442377013275,4,12.4,1,0,1,0.691516399383545
ブロックサークル番号8,0,0.256618215978559,2,14.6,0,0,1,0.729248642921448
ブロックサークル番号8,0,0.180706444469908,2,14.6,0,0,1,0.729248642921448
ブロックサークル番号6,0,0.256618215978559,2,14.6,0,0,1,0.729248642921448
ブロックサークル番号6,0,0.180706444469908,2,14.6,0,0,1,0.729248642921448
ブロックサークル番号3,0,0.196120649243044,1,14.6,0,0,1,0.71986186504364
ブロックサークル番号,0,0.231183098916777,1,13.6,5,0,1,0.753611445426941
ブロックサークル内,0,0.335895439936938,1,11.6,0,0,1,0.616570174694061
ブロックサークル,0,0.526022805248268,6,9.6,7,0,1,0.702726542949677
ブロックサークル,0,0.525130501101062,6,9.6,7,0,1,0.702726542949677
ブロックサークル,0,0.288188090634518,6,9.6,7,0,1,0.702726542949677
ブロックサークル,0,0.285528892906207,6,9.6,7,0,1,0.702726542949677
ブロックサークル,0,0.207757821467373,6,9.6,7,0,1,0.702726542949677
ブロックサークル,0,0.156897193413462,6,9.6,7,0,1,0.702726542949677
ブロック,0,0.468994097128721,8,4.8,45,0,1,0.937949478626251
ブロック,0,0.455610826217295,8,4.8,45,0,1,0.937949478626251
ブロック,0,0.417148641764483,8,4.8,45,0,1,0.937949478626251
ブロック,0,0.34834702111415,8,4.8,45,0,1,0.937949478626251
ブロック,0,0.345071175181552,8,4.8,45,0,1,0.937949478626251
ブロック,0,0.303577918279923,8,4.8,45,0,1,0.937949478626251
ブロック,0,0.244540893971798,8,4.8,45,0,1,0.937949478626251
ブロック,0,0.237972060332025,8,4.8,45,0,1,0.937949478626251
フルビンゴ,0,0.339905876159753,1,6,0,1,1,0.819141447544098
フォルダ以外,0,0.169838753612497,1,8.8,0,0,1,0.509375214576721
ビンゴ,0,0.313190796442544,2,3.6,9,1,1,0.855371713638306
ビンゴ,0,0.287250645953894,2,3.6,9,1,1,0.855371713638306
パーツ,0,0.328134968400854,1,3.6,0,0,0,0.315395444631577
ナンバー黒ブロック,0,0.332915954175227,7,11.6,0,0,1,0.680753767490387
ナンバー黒ブロック,0,0.325227140363411,7,11.6,0,0,1,0.680753767490387
ナンバー黒ブロック,0,0.315435557862162,7,11.6,0,0,1,0.680753767490387
ナンバー黒ブロック,0,0.303067271367441,7,11.6,0,0,1,0.680753767490387
ナンバー黒ブロック,0,0.29235125790053,7,11.6,0,0,1,0.680753767490387
ナンバー黒ブロック,0,0.215296023424093,7,11.6,0,0,1,0.680753767490387
ナンバー黒ブロック,0,0.169059607991327,7,11.6,0,0,1,0.680753767490387
ナンバーボーナスサークル,0,0.24557279306197,2,14.4,0,0,1,0.72303432226181
ナンバーボーナスサークル,0,0.213013142614137,2,14.4,0,0,1,0.72303432226181
トリプルビンゴ,0,0.339905876159753,1,8.4,0,1,1,0.868247389793396
チーム,0,0.413285382931067,1,3.6,8,0,0,0.438733547925949
ダブルビンゴ,0,0.339905876159753,1,7.2,0,1,1,0.845279335975647
ターン毎,0,0.345177825932545,1,5.6,0,0,0,0.386391341686249
タッチセンサ,0,0.467713304106431,3,7.2,0,1,1,0.85718697309494
タッチセンサ,0,0.35290768872973,3,7.2,0,1,1,0.85718697309494
タッチセンサ,0,0.182540897756544,3,7.2,0,1,1,0.85718697309494
タイム,0,0.471796325497826,2,3.6,20,0,1,0.644236445426941
タイム,0,0.456495629755184,2,3.6,20,0,1,0.644236445426941
タイミング,0,0.413491656577585,1,6,0,0,0,0.401311099529266
タイトル,0,0.170686337947632,1,4.8,0,0,0,0.357206463813782
ソースコード,0,0.245555801406006,1,7.2,0,0,0,0.447073817253113
ソフトウェア,0,0.469470564425082,2,7.2,4,0,1,0.524702787399292
ソフトウェア,0,0.226256215050807,2,7.2,4,0,1,0.524702787399292
スラローム,0,0.39025082063578,1,6,0,0,0,0.401311099529266
スポンサー看板,0,0.360724797476928,1,10,0,0,1,0.556016206741333
スタート準備走行,0,0.603095862584711,1,12.8,0,0,1,0.659826219081879
スタート準備,0,0.345177825932545,1,8.8,1,0,1,0.525875329971313
スタート時,0,0.151010968072147,1,6.8,0,0,0,0.431679457426071
スタート成立後,0,0.621650834940162,1,10.8,0,0,1,0.586620628833771
スタート後,0,0.299235305675188,1,6.8,0,0,0,0.431679457426071
スタート位置,0,0.513881504234476,1,8.8,0,0,1,0.509375214576721
スタートライン手前,0,0.441785432224419,1,12.4,0,0,1,0.64566045999527
スタートライン,0,0.520259124259688,4,8.4,1,0,1,0.545425295829773
スタートライン,0,0.422608867889914,4,8.4,1,0,1,0.545425295829773
スタートライン,0,0.239669170425511,4,8.4,1,0,1,0.545425295829773
スタートライン,0,0.227880712051465,4,8.4,1,0,1,0.545425295829773
スタートエリア,0,0.450088638507992,4,8.4,0,0,1,0.528996169567108
スタートエリア,0,0.422608867889914,4,8.4,0,0,1,0.528996169567108
スタートエリア,0,0.372567841399545,4,8.4,0,0,1,0.528996169567108
スタートエリア,0,0.363318079798857,4,8.4,0,0,1,0.528996169567108
シングルビンゴ,0,0.339905876159753,1,8.4,0,1,1,0.868247389793396
シミュレーション動作,0,0.394217978062416,1,13.6,0,0,1,0.687299191951752
サンプル,0,0.415396071025808,1,4.8,0,0,0,0.357206463813782
ゴールゲート,0,0.448041311996121,4,7.2,0,0,0,0.482160180807114
ゴールゲート,0,0.288935401750966,4,7.2,0,0,0,0.482160180807114
ゴールゲート,0,0.246086875519035,4,7.2,0,0,0,0.482160180807114
ゴールゲート,0,0.173419708086563,4,7.2,0,0,0,0.482160180807114
ゴール,0,0.431762711487866,3,3.6,4,0,0,0.397334307432175
ゴール,0,0.35290768872973,3,3.6,4,0,0,0.397334307432175
ゴール,0,0.230973245167277,3,3.6,4,0,0,0.397334307432175
