単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,概念レベル,Scored Probabilities for Class "0",Scored Probabilities for Class "1",Scored Probabilities for Class "2",Scored Labels
機能使用,0,0.334316646778488,3,2,0,15,0.582606554031372,0.394132822751999,0.0232605747878551,0
機能使用,0,0.26047790165594,3,2,0,15,0.590648472309113,0.385769784450531,0.0235816519707441,0
機能,0,0.278286438097661,1,1,6,6,0.670544385910034,0.301627665758133,0.0278278887271881,0
業務,0,0.278286438097661,1,1,1,3,0.641528427600861,0.341482251882553,0.0169892441481352,0
最初6,0,0.211846734173213,1,1,0,0,0.64178729057312,0.342669636011124,0.0155430650338531,0
教員発行,0,0.395741482134298,1,2,0,10.5,0.564109563827515,0.420921623706818,0.0149688180536032,0
教員機能,0,1,1,2,0,13.5,0.49501371383667,0.491858839988709,0.0131275318562984,0
教員ユーザid,0,0.3083361593204,1,3,0,8.66666666666667,0.512705028057098,0.472352206707001,0.0149427596479654,0
教員,0,0.370582181785963,13,1,4,21,0.0747582390904427,0.146385595202446,0.778856098651886,2
教員,0,0.30935495272348,13,1,4,21,0.0750739723443985,0.142780348658562,0.782145619392395,2
教員,0,0.250972703177682,13,1,4,21,0.0753689929842949,0.139411836862564,0.785219252109528,2
教員,0,0.222885357725461,13,1,4,21,0.0755088329315186,0.137815102934837,0.786676049232483,2
教員,0,0.213961305581071,13,1,4,21,0.0755529701709747,0.137311011552811,0.78713595867157,2
教員,0,0.20191673553423,13,1,4,21,0.0756123512983322,0.13663312792778,0.787754476070404,2
教員,0,0.2017187622954,13,1,4,21,0.0756133198738098,0.136621996760368,0.787764668464661,2
教員,0,0.180810676298615,13,1,4,21,0.0757157877087593,0.135452002286911,0.788832187652588,2
教員,0,0.173981044104978,13,1,4,21,0.075749084353447,0.135071665048599,0.789179265499115,2
教員,0,0.157025258299905,13,1,4,21,0.0758314430713654,0.134131297469139,0.790037214756012,2
教員,0,0.156405416702572,13,1,4,21,0.0758344456553459,0.134097039699554,0.790068507194519,2
教員,0,0.155211897944679,13,1,4,21,0.0758402347564697,0.134031072258949,0.790128648281097,2
教員,0,0.125589133243304,13,1,4,21,0.075982853770256,0.132402494549751,0.791614592075348,2
指定,0,0.3083361593204,1,1,2,11,0.645428895950317,0.335899233818054,0.0186719130724669,0
担当者担当者id,0,0.277187930047592,1,3.8,0,0.4,0.466072469949722,0.519265592098236,0.0146619882434607,1
担当者名,0,0.277187930047592,1,2,1,1,0.583454489707947,0.399573981761932,0.0169714391231537,0
担当者id,0,0.375746929402243,3,2.3,2,0.333333333333333,0.379540741443634,0.592711091041565,0.0277481097728014,1
担当者id,0,0.339399640677815,3,2.3,2,0.333333333333333,0.383439958095551,0.588526904582977,0.0280331838876009,1
担当者id,0,0.334316646778488,3,2.3,2,0.333333333333333,0.383986234664917,0.587940692901611,0.0280731208622456,1
担当年度インターンシップ情報登録,0,0.483306582168,1,7.7,0,25.8,0.2331662774086,0.756326496601105,0.0105072297155857,1
態度,0,0.577350269189626,2,1,2,62,0.577383100986481,0.399650037288666,0.0229669231921434,0
態度,0,0.262456734581406,2,1,2,62,0.611403405666351,0.364276438951492,0.0243201684206724,0
情報一覧確認,0,0.37103360588976,1,3,5,29,0.542976498603821,0.432309299707413,0.0247142668813467,0
情報,0,0.364408697939991,5,1,12,84,0.66961133480072,0.236438721418381,0.0939499065279961,0
情報,0,0.308763069499378,5,1,12,84,0.673776566982269,0.23168908059597,0.0945343226194382,0
情報,0,0.269547212512194,5,1,12,84,0.676676750183105,0.22838206589222,0.0949412286281586,0
情報,0,0.241608729074814,5,1,12,84,0.678725004196167,0.226046338677406,0.0952286198735237,0
情報,0,0.208997138462751,5,1,12,84,0.681097030639648,0.223341464996338,0.0955614075064659,0
当該学生インターンシップ評定情報,0,0.288666082095837,1,7.7,0,30.6,0.250278770923615,0.738453507423401,0.011267657391727,1
年度指定,0,0.395006338324738,1,2,0,12,0.564348459243774,0.420680791139603,0.0149707021191716,0
年度,0,0.357844908089937,1,1,6,13,0.66346949338913,0.30903434753418,0.0274961311370134,0
実装,0,0.3791907764747,1,1,0,0,0.624051988124847,0.360834538936615,0.0151135521009564,0
実施開始日,0,0.325481838978272,4,2.5,0,31,0.295403003692627,0.677902400493622,0.0266946535557508,1
実施開始日,0,0.295481285948131,4,2.5,0,31,0.298270642757416,0.674775540828705,0.0269537921994925,1
実施開始日,0,0.294904013435022,4,2.5,0,31,0.29832598567009,0.674715220928192,0.0269587934017181,1
実施開始日,0,0.218632626010462,4,2.5,0,31,0.305681318044662,0.666695177555084,0.0276234727352858,1
実施終了日,0,0.314057356381179,3,2.5,0,37.6666666666667,0.374768555164337,0.602407217025757,0.0228242818266153,1
実施終了日,0,0.313443792382374,3,2.5,0,37.6666666666667,0.374834448099136,0.602337181568146,0.0228282921016216,1
実施終了日,0,0.232377439143722,3,2.5,0,37.6666666666667,0.383582323789597,0.593056559562683,0.0233610589057207,1
実施注意,0,0.338260436011606,1,2,0,27.5,0.572351455688477,0.412512004375458,0.0151364644989371,0
実施日数,0,0.325481838978272,4,2,3,23.5,0.308392316102982,0.654850006103516,0.0367576442658901,1
実施日数,0,0.295481285948131,4,2,3,23.5,0.311283320188522,0.651614487171173,0.0371022261679173,1
実施日数,0,0.294904013435022,4,2,3,23.5,0.311339050531387,0.651552021503448,0.0371088609099388,1
実施日数,0,0.218632626010462,4,2,3,23.5,0.318745493888855,0.64326286315918,0.0379916429519653,1
実施日,0,0.338260436011606,1,1.5,10,23.5,0.658800303936005,0.300285518169403,0.0409142002463341,0
実施場所,0,0.345943959095753,3,2,0,72,0.584024012088776,0.392767548561096,0.0232084821909666,0
実施場所,0,0.314057356381179,3,2,0,72,0.587500751018524,0.389152616262436,0.0233466494828463,0
実施場所,0,0.313443792382374,3,2,0,72,0.587567567825317,0.389083206653595,0.0233492981642485,0
実施内容,0,0.345943959095753,3,2,0,74.5,0.584130883216858,0.392660677433014,0.0232084821909666,0
実施内容,0,0.314057356381179,3,2,0,74.5,0.587607264518738,0.3890460729599,0.0233466047793627,0
実施内容,0,0.313443792382374,3,2,0,74.5,0.587674140930176,0.388976663351059,0.0233492534607649,0
実施,0,0.307548184494409,2,1,26,47,0.617120504379272,0.169579058885574,0.213300436735153,0
実施,0,0.191657174286739,2,1,26,47,0.622790157794952,0.161949798464775,0.215260073542595,0
学籍番号,0,0.335637601602784,5,2,0,0,0.246258705854416,0.722213804721832,0.0315274931490421,1
学籍番号,0,0.297831129841566,5,2,0,0,0.249472871422768,0.718588173389435,0.0319389887154102,1
学籍番号,0,0.285906342318274,5,2,0,0,0.250491946935654,0.717438578605652,0.032069455832243,1
学籍番号,0,0.241608729074814,5,2,0,0,0.254299610853195,0.713143467903137,0.0325569286942482,1
学籍番号,0,0.207402295967138,5,2,0,0,0.257263392210007,0.70980030298233,0.0329363793134689,1
学生順一覧項目,0,0.222574080962826,1,3.5,0,17,0.492630541324615,0.492349803447723,0.015019603073597,0
学生順,0,0.222574080962826,1,1.5,1,15.5,0.620196998119354,0.362635672092438,0.0171673502773046,0
学生登録,0,1,1,2,0,28,0.496552139520645,0.49031737446785,0.0131305679678917,0
学生氏名,0,0.444266397117102,6,2,0,25.5,0.198591589927673,0.766367554664612,0.0350408777594566,1
学生氏名,0,0.320271737324587,6,2,0,25.5,0.207717418670654,0.755631446838379,0.0366511084139347,1
学生氏名,0,0.305924078739661,6,2,0,25.5,0.208791494369507,0.754367887973785,0.0368406251072884,1
学生氏名,0,0.284196088067004,6,2,0,25.5,0.210425212979317,0.752445876598358,0.0371288880705833,1
学生氏名,0,0.260591895548267,6,2,0,25.5,0.212209656834602,0.750346541404724,0.0374437496066093,1
学生氏名,0,0.19790718720817,6,2,0,25.5,0.216997399926186,0.744714021682739,0.0382885299623013,1
学生毎固有識別番号,0,0.320439906432563,1,4.5,0,5.4,0.41893208026886,0.567012012004852,0.0140559431165457,1
学生毎,0,0.211846734173213,1,1.5,1,12.5,0.621048390865326,0.361750423908234,0.0172011349350214,0
学生機能,0,1,1,2,0,15.5,0.495225787162781,0.49164617061615,0.013127950951457,0
学生情報登録,0,0.320439906432563,1,3,0,46.6666666666667,0.515328288078308,0.469765156507492,0.0149065926671028,0
学生情報修正削除,0,0.3791907764747,1,4,0,128.25,0.455511748790741,0.530253350734711,0.0142350029200315,1
学生情報一覧確認,0,0.38659977151924,2,4,0,28,0.399494290351868,0.582817733287811,0.0176879428327084,1
学生情報一覧確認,0,0.344762267372641,2,4,0,28,0.404139757156372,0.577966630458832,0.0178936272859573,1
学生参加決定者登録,0,0.463574002877784,1,4.5,0,20.6,0.404379516839981,0.58209353685379,0.0135268894955516,1
学生一覧確認,0,0.275072728407213,1,3,0,9.33333333333333,0.516609191894531,0.468336254358292,0.0150545574724674,0
学生エントリ登録,0,0.656760552462903,1,4,0,18.6666666666667,0.412428379058838,0.574400126934052,0.0131714297458529,1
学生アドバイス,0,0.648827113234307,2,3.5,0,26.5,0.437644928693771,0.545547127723694,0.0168079435825348,1
学生アドバイス,0,0.397349496877494,2,3.5,0,26.5,0.466354340314865,0.515735149383545,0.0179105456918478,1
学生id指定,0,0.288666082095837,1,2.8,0,12,0.527635395526886,0.457281351089478,0.0150832207873464,0
学生id,0,0.394947994651346,9,1.8,1,12.5,0.122047126293182,0.821550250053406,0.0564025677740574,1
学生id,0,0.284718090813668,9,1.8,1,12.5,0.127398565411568,0.813725829124451,0.0588756687939167,1
学生id,0,0.277706113040728,9,1.8,1,12.5,0.127744987607002,0.81321918964386,0.0590357668697834,1
学生id,0,0.271963178394386,9,1.8,1,12.5,0.12802928686142,0.812803506851196,0.0591671504080296,1
学生id,0,0.252647231026647,9,1.8,1,12.5,0.128989085555077,0.811400175094604,0.0596107058227062,1
学生id,0,0.242531550540381,9,1.8,1,12.5,0.129493936896324,0.810662031173706,0.0598440170288086,1
学生id,0,0.231663360625613,9,1.8,1,12.5,0.130038022994995,0.809866607189178,0.0600954592227936,1
学生id,0,0.204954318996442,9,1.8,1,12.5,0.131382539868355,0.807900607585907,0.0607168115675449,1
学生id,0,0.175937336746971,9,1.8,1,12.5,0.132855221629143,0.805747449398041,0.0613973960280418,1
学生,0,0.351874673493942,9,1,35,25,0.0831737816333771,0.0610984489321709,0.855727791786194,2
学生,0,0.321843274101068,9,1,35,25,0.0832460001111031,0.0602833479642868,0.856470763683319,2
学生,0,0.310822078273579,9,1,35,25,0.0832722783088684,0.0599867515265942,0.856740951538086,2
学生,0,0.279525338774897,9,1,35,25,0.0833462104201317,0.059152003377676,0.857501745223999,2
学生,0,0.277706113040728,9,1,35,25,0.0833505019545555,0.0591038204729557,0.857545733451843,2
学生,0,0.237778740789568,9,1,35,25,0.0834433510899544,0.058055467903614,0.858501255512238,2
学生,0,0.216352382816553,9,1,35,25,0.0834925472736359,0.0575001053512096,0.859007358551025,2
学生,0,0.177992835041146,9,1,35,25,0.0835795402526855,0.0565182827413082,0.859902203083038,2
学生,0,0.134825983151193,9,1,35,25,0.0836757272481918,0.0554322674870491,0.860891997814178,2
固有識別番号,0,0.357494052004305,1,3,1,0.666666666666667,0.513555526733398,0.470041930675507,0.0164024755358696,0
固定値,0,0.3083361593204,1,1.5,0,65.5,0.609231412410736,0.375507473945618,0.0152610531076789,0
周囲コミュニケーション,0,1,1,5.2,0,14,0.306902825832367,0.682122707366943,0.0109744956716895,1
受け付け,0,0.444499900650854,2,1.2,0,0,0.560369610786438,0.420425087213516,0.0192053318023682,0
受け付け,0,0.441838285436737,2,1.2,0,0,0.560668110847473,0.420116275548935,0.0192155595868826,0
反省点確認,0,0.503192268130179,1,2.5,0,36.3333333333333,0.523984968662262,0.461520254611969,0.0144947711378336,0
反省点,0,0.210796364951923,1,1.5,1,53,0.6251540184021,0.35766938328743,0.0171765126287937,0
反省,0,0.577350269189626,2,1,3,2,0.577704131603241,0.396852433681488,0.0254434458911419,0
反省,0,0.262456734581406,2,1,3,2,0.611491143703461,0.361577302217484,0.0269315037876368,0
参加決定者,0,0.421483944870741,2,2.5,1,15.6666666666667,0.484777063131332,0.494759976863861,0.0204629432410002,1
参加決定者,0,0.250097585230629,2,2.5,1,15.6666666666667,0.50432962179184,0.474382072687149,0.0212882794439793,0
参加決定,0,0.275072728407213,1,2,5,23.5,0.611882448196411,0.362723857164383,0.0253937151283026,0
参加エントリ,0,0.463574002877784,1,3,1,5.5,0.50185889005661,0.482127606868744,0.016013553366065,0
参加インターンシップ情報閲覧,0,1,1,6.7,0,25.5,0.23436065018177,0.756019830703735,0.00961947347968817,1
勤務態度,0,1,2,2,0,41.5,0.448086559772491,0.53549987077713,0.0164136253297329,1
勤務態度,0,0.262456734581406,2,2,0,41.5,0.532534122467041,0.44795897603035,0.0195069760084152,0
勤務内容理解,0,1,2,3,0,46.6666666666667,0.392610311508179,0.591615676879883,0.0157739873975515,1
勤務内容理解,0,0.262456734581406,2,3,0,46.6666666666667,0.476003378629684,0.504872143268585,0.0191244836896658,1
分かれ,0,0.278286438097661,1,0.7,0,0,0.651650071144104,0.333004236221313,0.0153456637635827,0
内容更新,0,0.279217931297692,1,2,0,56,0.581900894641876,0.402796775102615,0.0153023842722178,0
内容変更,0,0.279217931297692,1,2,1,251,0.608552515506744,0.374601185321808,0.0168463066220284,0
内容,0,0.279217931297692,1,1,8,102,0.688401103019714,0.278042376041412,0.0335565581917763,0
保存,0,0.558435862595384,1,1,0,1,0.604716420173645,0.380641162395477,0.0146423690021038,0
企業順一覧項目,0,0.222574080962826,1,3.5,0,30.25,0.494033455848694,0.490943610668182,0.0150228980928659,0
企業順ソート,0,0.222574080962826,1,2.7,0,28,0.543019711971283,0.441650301218033,0.0153299691155553,0
企業登録,0,0.357494052004305,1,2,0,54.5,0.572979807853699,0.411947965621948,0.0150722563266754,0
企業機能,0,1,1,2,0,42,0.498037457466125,0.488829106092453,0.013133374042809,0
企業担当者連絡先電話番号,0,0.357844908089937,1,6,0,22.1428571428571,0.329631835222244,0.657686531543732,0.0126817068085074,1
企業担当者情報登録,0,0.277187930047592,1,4.5,0,38.8,0.427298218011856,0.558459758758545,0.0142421117052436,1
企業担当者名,0,0.357844908089937,1,3,0,20.25,0.508219063282013,0.477002888917923,0.0147780682891607,0
企業担当者入力,0,0.437029450470441,1,3.5,0,19.75,0.468157678842545,0.51757675409317,0.0142656899988651,1
企業担当者id,0,0.357844908089937,1,3.3,0,19.75,0.489642918109894,0.495712995529175,0.0146441292017698,1
企業担当者,0,0.369737903309207,11,2.5,7,26.3333333333333,0.0906402841210365,0.168262839317322,0.7410968542099,2
企業担当者,0,0.292734726122035,11,2.5,7,26.3333333333333,0.0911926627159119,0.163194105029106,0.745613276958466,2
企業担当者,0,0.289392485143845,11,2.5,7,26.3333333333333,0.0912163406610489,0.162976905703545,0.745806813240051,2
企業担当者,0,0.254603382517783,11,2.5,7,26.3333333333333,0.0914611965417862,0.160729959607124,0.747808933258057,2
企業担当者,0,0.245201918911883,11,2.5,7,26.3333333333333,0.0915269032120705,0.160127028822899,0.748346090316772,2
企業担当者,0,0.240563365782518,11,2.5,7,26.3333333333333,0.0915592461824417,0.159830212593079,0.748610496520996,2
企業担当者,0,0.236960586126558,11,2.5,7,26.3333333333333,0.0915843322873116,0.159600019454956,0.748815655708313,2
企業担当者,0,0.222166097549641,11,2.5,7,26.3333333333333,0.0916870385408401,0.1586574614048,0.749655425548553,2
企業担当者,0,0.216875959344707,11,2.5,7,26.3333333333333,0.0917236357927322,0.15832157433033,0.749954760074615,2
企業担当者,0,0.166631299622807,11,2.5,7,26.3333333333333,0.0920682102441788,0.155159741640091,0.752771973609924,2
企業担当者,0,0.126848785292734,11,2.5,7,26.3333333333333,0.092337042093277,0.152693003416061,0.754969894886017,2
企業名,0,0.363598048695438,8,1.5,0,40,0.149248629808426,0.803121328353882,0.0476300679147244,1
企業名,0,0.295220512117896,8,1.5,0,40,0.153189480304718,0.797922790050507,0.0488877221941948,1
企業名,0,0.294978904807747,8,1.5,0,40,0.153203547000885,0.797904253005981,0.0488921962678432,1
企業名,0,0.261966651699936,8,1.5,0,40,0.155133917927742,0.795357823371887,0.0495082512497902,1
企業名,0,0.246549706153323,8,1.5,0,40,0.15604156255722,0.794160485267639,0.0497979074716568,1
企業名,0,0.237321337165798,8,1.5,0,40,0.156586766242981,0.793441295623779,0.0499718971550465,1
企業名,0,0.237088650788229,8,1.5,0,40,0.156600534915924,0.793423175811768,0.0499762929975986,1
企業名,0,0.182427152790553,8,1.5,0,40,0.159858912229538,0.789124965667725,0.0510161444544792,1
企業企業担当者登録,0,1,1,4.5,0,37.6,0.347448647022247,0.640967965126038,0.0115834316238761,1
企業企業担当者年度別一覧確認,0,0.357844908089937,1,7,0,21.625,0.277088105678558,0.711206376552582,0.0117055643349886,1
企業一覧確認,0,0.54825121024074,1,3,0,27,0.486926227807999,0.498933732509613,0.0141399940475822,1
企業id,0,0.463154646339883,3,1.8,0,39,0.378442376852036,0.59899240732193,0.0225651524960995,1
企業id,0,0.302005774236159,3,1.8,0,39,0.395959466695786,0.580430865287781,0.023609634488821,1
企業id,0,0.234164330717126,3,1.8,0,39,0.403401762247086,0.572544872760773,0.024053392931819,1
企業,0,0.278286438097661,1,1,35,78,0.416125148534775,0.088227242231369,0.495647579431534,2
事項達成,0,0.210796364951923,1,2,0,27,0.586548984050751,0.397937625646591,0.0155134694650769,0
事項,0,0.338260436011606,1,1,1,21,0.636993765830994,0.346197098493576,0.0168091226369143,0
事前準備状況,0,1,2,3,0,99.6666666666667,0.397987097501755,0.586189866065979,0.0158230289816856,1
事前準備状況,0,0.262456734581406,2,3,0,99.6666666666667,0.481584042310715,0.499269306659698,0.0191466473042965,1
予定実施日数,0,0.408290369371854,3,3,0,21.6666666666667,0.357678204774857,0.620519518852234,0.0218022894114256,1
予定実施日数,0,0.375746929402243,3,3,0,21.6666666666667,0.361123561859131,0.616864204406738,0.0220122970640659,1
予定実施日数,0,0.339399640677815,3,3,0,21.6666666666667,0.364986330270767,0.612765908241272,0.0222477559000254,1
予定実施日,0,0.408290369371854,3,2.5,3,21.6666666666667,0.375673592090607,0.594112098217011,0.030214250087738,1
予定実施日,0,0.375746929402243,3,2.5,3,21.6666666666667,0.379136860370636,0.590370357036591,0.0304927863180637,1
予定実施日,0,0.339399640677815,3,2.5,3,21.6666666666667,0.383016377687454,0.586178779602051,0.0308048035949469,1
不足,0,0.423693468346426,1,1,0,2,0.619465410709381,0.365537971258163,0.0149965239688754,0
一覧項目,0,0.358670183138288,12,2,2,18.5,0.735311269760132,0.171086922287941,0.0936018377542496,0
一覧項目,0,0.318453069205535,12,2,2,18.5,0.737704992294312,0.168388500809669,0.0939065515995026,0
一覧項目,0,0.258353800093133,12,2,2,18.5,0.741225838661194,0.164419442415237,0.0943547487258911,0
一覧項目,0,0.2469820946621,12,2,2,18.5,0.741884529590607,0.163676932454109,0.0944385826587677,0
一覧項目,0,0.233362351247557,12,2,2,18.5,0.742670178413391,0.162791207432747,0.0945386067032814,0
一覧項目,0,0.229440406962198,12,2,2,18.5,0.742895781993866,0.16253687441349,0.0945673286914825,0
一覧項目,0,0.220253898809953,12,2,2,18.5,0.743423163890839,0.161942377686501,0.0946344509720802,0
一覧項目,0,0.215937656755729,12,2,2,18.5,0.743670403957367,0.161663666367531,0.0946659296751022,0
一覧項目,0,0.215515786134075,12,2,2,18.5,0.743694603443146,0.161636456847191,0.09466902166605,0
一覧項目,0,0.210384002722614,12,2,2,18.5,0.743988037109375,0.161305606365204,0.0947063565254211,0
一覧項目,0,0.207855098451628,12,2,2,18.5,0.744132518768311,0.161142781376839,0.0947247445583344,0
一覧項目,0,0.159776673502559,12,2,2,18.5,0.746856093406677,0.158072412014008,0.0950714573264122,0
一覧,0,0.222574080962826,1,1,23,0,0.694135725498199,0.172753751277924,0.133110478520393,0
ログインid,0,0.359810256838178,2,2.8,0,0,0.47221627831459,0.508989810943604,0.018793972209096,1
ログインid,0,0.252020737793217,2,2.8,0,0,0.484554350376129,0.496160596609116,0.0192850194871426,1
ログイン,0,1,3,2,2,0,0.36129230260849,0.614564836025238,0.024142861366272,1
ログイン,0,1,3,2,2,0,0.36129230260849,0.614564836025238,0.024142861366272,1
ログイン,0,1,3,2,2,0,0.36129230260849,0.614564836025238,0.024142861366272,1
ユーザ認証,0,0.366793294568116,3,2.2,3,4,0.383052200078964,0.586093544960022,0.0308542773127556,1
ユーザ認証,0,0.334316646778488,3,2.2,3,4,0.386528193950653,0.582337498664856,0.0311342682689428,1
