単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,概念レベル,Scored Probabilities for Class "0",Scored Probabilities for Class "1",Scored Probabilities for Class "2",Scored Labels
該当ゲート,0,0.382876050660049,1,2.2,0,7.5,0.424063742160797,0.513541281223297,0.0623950362205505,1
試走会,0,0.37210755621779,2,1.5,0,30,0.458438575267792,0.476724326610565,0.0648371204733849,1
試走会,0,0.339818450760123,2,1.5,0,30,0.458438575267792,0.476724326610565,0.0648371204733849,1
設け,0,0.458504188149872,3,0.6,0,0,0.481328696012497,0.450255542993546,0.0684157982468605,0
設け,0,0.416987060807315,3,0.6,0,0,0.481328696012497,0.450255542993546,0.0684157982468605,0
設け,0,0.261742832377091,3,0.6,0,0,0.481328696012497,0.450255542993546,0.0684157982468605,0
計測終了操作,0,0.181621808114622,1,3,0,32,0.402865707874298,0.537777960300446,0.0593563131988049,1
計測方法,0,0.559487116407767,1,2,0,31,0.440042316913605,0.497063249349594,0.0628944784402847,1
触れ,0,0.258906719180303,2,0.6,0,2,0.482191562652588,0.449686825275421,0.0681215971708298,0
触れ,0,0.164582353944821,2,0.6,0,2,0.482191562652588,0.449686825275421,0.0681215971708298,0
規約説明,0,0.399338172978456,1,2,0,14.5,0.434095412492752,0.502861142158508,0.0630434080958366,1
複数個所,0,0.35586659115905,1,2,0,71,0.454518437385559,0.482985258102417,0.0624963045120239,1
装飾物,0,0.61407316990895,1,1.5,0,54,0.467275679111481,0.468423247337341,0.064301036298275,1
装飾品,0,0.412327535984927,3,1.5,0,43,0.463030248880386,0.472032278776169,0.0649375021457672,1
装飾品,0,0.305546456604163,3,1.5,0,43,0.463030248880386,0.472032278776169,0.0649375021457672,1
装飾品,0,0.240610067845453,3,1.5,0,43,0.463030248880386,0.472032278776169,0.0649375021457672,1
自動判定,0,0.541087041967288,1,2,0,23,0.437156975269318,0.49987518787384,0.0629678070545197,1
緑色,0,0.481220135690905,3,1,0,10,0.469913452863693,0.463102370500565,0.0669841766357422,0
緑色,0,0.412327535984927,3,1,0,10,0.469913452863693,0.463102370500565,0.0669841766357422,0
緑色,0,0.305546456604163,3,1,0,10,0.469913452863693,0.463102370500565,0.0669841766357422,0
経過待ち,0,0.181621808114622,1,1.6,0,8.5,0.447002649307251,0.48851466178894,0.0644827038049698,1
競技終了,0,0.181621808114622,1,2,0,54.5,0.448537796735764,0.488795340061188,0.0626668930053711,1
競技環境,0,0.491354566303186,2,2,0,28.5,0.439024955034256,0.497811406850815,0.063163585960865,1
競技環境,0,0.37210755621779,2,2,0,28.5,0.439024955034256,0.497811406850815,0.063163585960865,1
移動先,0,0.337574562786685,1,1.5,0,63.5,0.470729351043701,0.465087324380875,0.0641833618283272,0
秒単位,0,0.517448559593396,1,1.5,0,18,0.454212725162506,0.481067389249802,0.0647199079394341,1
直線,0,0.295706945679566,2,1,0,40,0.480941414833069,0.452741354703903,0.066317230463028,0
直線,0,0.289886803501541,2,1,0,40,0.480941414833069,0.452741354703903,0.066317230463028,0
白部分,0,0.404881283825577,2,1.5,0,142.5,0.499365478754044,0.437295913696289,0.0633385479450226,0
白部分,0,0.335124871815965,2,1.5,0,142.5,0.499365478754044,0.437295913696289,0.0633385479450226,0
番号,0,0.473906162672771,2,1,7,0,0.429922074079514,0.450428903102875,0.119649089872837,1
番号,0,0.192160690445683,2,1,7,0,0.429922074079514,0.450428903102875,0.119649089872837,1
状態,0,0.385690173873888,2,1,0,23,0.474764406681061,0.458683878183365,0.0665516704320908,0
状態,0,0.166599018102129,2,1,0,23,0.474764406681061,0.458683878183365,0.0665516704320908,0
照明環境,0,0.445489003249862,2,2,0,18.5,0.435421109199524,0.501324415206909,0.0632544308900833,1
照明環境,0,0.339818450760123,2,2,0,18.5,0.435421109199524,0.501324415206909,0.0632544308900833,1
灰色点線内,0,0.38124293252284,2,2.5,0,5,0.411831229925156,0.526597261428833,0.0615715868771076,1
灰色点線内,0,0.361245657205533,2,2.5,0,5,0.411831229925156,0.526597261428833,0.0615715868771076,1
添付数字,0,0.20948846184618,1,2,0,52,0.447632670402527,0.489675313234329,0.0626919493079185,1
流れ,0,0.573294773087776,1,0.6,0,29,0.492133498191834,0.440415352582932,0.0674511268734932,0
横倒し,0,0.351448415698526,2,1.1,0,0,0.462649136781693,0.470829337835312,0.0665215477347374,1
横倒し,0,0.346154766645651,2,1.1,0,0,0.462649136781693,0.470829337835312,0.0665215477347374,1
様子,0,0.673124727251059,1,1,0,204,0.540562033653259,0.396105259656906,0.0633327513933182,0
構成要素,0,0.544173401508741,2,2,0,32.5,0.440468102693558,0.49640554189682,0.063126340508461,1
構成要素,0,0.423899975761076,2,2,0,32.5,0.440468102693558,0.49640554189682,0.063126340508461,1
条件,0,0.496462063954771,3,1,0,18,0.472817152738571,0.460304707288742,0.0668782070279121,0
条件,0,0.293210551724707,3,1,0,18,0.472817152738571,0.460304707288742,0.0668782070279121,0
条件,0,0.292310902277872,3,1,0,18,0.472817152738571,0.460304707288742,0.0668782070279121,0
本節,0,0.399338172978456,1,1,0,0,0.466545671224594,0.466860353946686,0.0665940046310425,1
本書,0,0.399338172978456,1,1,0,0,0.466545671224594,0.466860353946686,0.0665940046310425,1
最大計測,0,0.602654791086694,3,2,0,9.5,0.432068645954132,0.504350483417511,0.0635808408260345,1
最大計測,0,0.509678096872296,3,2,0,9.5,0.432068645954132,0.504350483417511,0.0635808408260345,1
最大計測,0,0.43002085061232,3,2,0,9.5,0.432068645954132,0.504350483417511,0.0635808408260345,1
最大値,0,0.758710694367956,1,1.5,0,35.5,0.460557341575623,0.474920958280563,0.0645216703414917,1
時間帯,0,0.519677528083262,1,1.5,0,101.5,0.484561085700989,0.451755672693253,0.0636832490563393,0
時点,0,0.293210551724707,3,1,0,23,0.474632620811462,0.458556532859802,0.0668108537793159,0
時点,0,0.292310902277872,3,1,0,23,0.474632620811462,0.458556532859802,0.0668108537793159,0
時点,0,0.254839048436148,3,1,0,23,0.474632620811462,0.458556532859802,0.0668108537793159,0
方向,0,0.249851727497905,2,1,3,70,0.477309852838516,0.437728196382523,0.0849619805812836,0
方向,0,0.198314214504732,2,1,3,70,0.477309852838516,0.437728196382523,0.0849619805812836,0
斜線,0,0.608570819712101,1,1,0,0,0.466545671224594,0.466860353946686,0.0665940046310425,1
数式3,0,0.510317830746584,1,1,0,1.5,0.467089831829071,0.466335237026215,0.0665749534964561,0
数字部分,0,0.440307039794124,1,2,0,160.5,0.487105846405029,0.451475262641907,0.0614188723266125,0
数字カード黒ブロック,0,0.381547257271399,4,4.7,0,20,0.336723476648331,0.609673976898193,0.0536025874316692,1
数字カード黒ブロック,0,0.344240442192099,4,4.7,0,20,0.336723476648331,0.609673976898193,0.0536025874316692,1
数字カード黒ブロック,0,0.238866536054304,4,4.7,0,20,0.336723476648331,0.609673976898193,0.0536025874316692,1
数字カード黒ブロック,0,0.229055842205602,4,4.7,0,20,0.336723476648331,0.609673976898193,0.0536025874316692,1
数字カード置き場,0,0.431664220518624,3,3.3,0,20,0.387326508760452,0.55390727519989,0.0587663091719151,1
数字カード置き場,0,0.31368391651093,3,3.3,0,20,0.387326508760452,0.55390727519989,0.0587663091719151,1
数字カード置き場,0,0.240610067845453,3,3.3,0,20,0.387326508760452,0.55390727519989,0.0587663091719151,1
数字カードボーナスサークル,0,0.258906719180303,2,5.6,0,18,0.305223286151886,0.645117282867432,0.0496594160795212,1
数字カードボーナスサークル,0,0.202586513688478,2,5.6,0,18,0.305223286151886,0.645117282867432,0.0496594160795212,1
数字カード,0,0.374269084151112,6,2.2,9,19.5,0.383165836334229,0.483295083045959,0.133539095520973,1
数字カード,0,0.27197573151749,6,2.2,9,19.5,0.383165836334229,0.483295083045959,0.133539095520973,1
数字カード,0,0.258129449439738,6,2.2,9,19.5,0.383165836334229,0.483295083045959,0.133539095520973,1
数字カード,0,0.164412193453249,6,2.2,9,19.5,0.383165836334229,0.483295083045959,0.133539095520973,1
数字カード,0,0.155950956637951,6,2.2,9,19.5,0.383165836334229,0.483295083045959,0.133539095520973,1
数字カード,0,0.10505986016837,6,2.2,9,19.5,0.383165836334229,0.483295083045959,0.133539095520973,1
数字,0,0.343926789199317,9,1,17,36,0.360631912946701,0.381865322589874,0.25750270485878,1
数字,0,0.334392817051374,9,1,17,36,0.360631912946701,0.381865322589874,0.25750270485878,1
数字,0,0.327563728111605,9,1,17,36,0.360631912946701,0.381865322589874,0.25750270485878,1
数字,0,0.315192638472933,9,1,17,36,0.360631912946701,0.381865322589874,0.25750270485878,1
数字,0,0.296684984303551,9,1,17,36,0.360631912946701,0.381865322589874,0.25750270485878,1
数字,0,0.232899793034784,9,1,17,36,0.360631912946701,0.381865322589874,0.25750270485878,1
数字,0,0.189582550480657,9,1,17,36,0.360631912946701,0.381865322589874,0.25750270485878,1
数字,0,0.140708259376793,9,1,17,36,0.360631912946701,0.381865322589874,0.25750270485878,1
数字,0,0.0651596941187457,9,1,17,36,0.360631912946701,0.381865322589874,0.25750270485878,1
指し,0,0.351448415698526,2,0.6,0,0,0.481465578079224,0.450383573770523,0.0681508406996727,0
指し,0,0.346154766645651,2,0.6,0,0,0.481465578079224,0.450383573770523,0.0681508406996727,0
成立例,0,0.633182923235434,1,1.5,0,15.5,0.453307300806046,0.481945276260376,0.0647474005818367,1
形状,0,0.443622480113938,2,1,0,16,0.472222357988358,0.461132198572159,0.0666453689336777,0
形状,0,0.423899975761076,2,1,0,16,0.472222357988358,0.461132198572159,0.0666453689336777,0
底面,0,0.351448415698526,2,1,0,4,0.467867016792297,0.46533077955246,0.0668021589517593,0
底面,0,0.346154766645651,2,1,0,4,0.467867016792297,0.46533077955246,0.0668021589517593,0
差異,0,0.73692700814306,1,1,0,19,0.473442763090134,0.460210233926773,0.0663469955325127,0
左側,0,0.34573949256776,1,1,0,1,0.466908395290375,0.466510236263275,0.0665813013911247,0
左下,0,0.266959420858691,2,1,0,0,0.466416031122208,0.466730654239655,0.0668533369898796,1
左下,0,0.258412824348394,2,1,0,0,0.466416031122208,0.466730654239655,0.0668533369898796,1
左上,0,0.388042724876603,1,1,0,0,0.466545671224594,0.466860353946686,0.0665940046310425,1
実行委員会,0,0.480998064662806,5,2.5,0,29,0.4200699031353,0.517797529697418,0.062132578343153,1
実行委員会,0,0.337766005520746,5,2.5,0,29,0.4200699031353,0.517797529697418,0.062132578343153,1
実行委員会,0,0.276111064858311,5,2.5,0,29,0.4200699031353,0.517797529697418,0.062132578343153,1
実行委員会,0,0.237656536981928,5,2.5,0,29,0.4200699031353,0.517797529697418,0.062132578343153,1
実行委員会,0,0.140917388948172,5,2.5,0,29,0.4200699031353,0.517797529697418,0.062132578343153,1
大会開催地,0,0.35586659115905,1,2.5,0,24.3333333333333,0.418832510709763,0.519965469837189,0.0612019784748554,1
大会,0,0.37210755621779,2,1,1,2,0.462648242712021,0.464585989713669,0.0727657377719879,1
大会,0,0.339818450760123,2,1,1,2,0.462648242712021,0.464585989713669,0.0727657377719879,1
外観,0,0.604193945479806,1,1,0,33,0.478529512882233,0.455313295125961,0.0661571994423866,0
向き,0,0.512043105189199,1,0.6,0,34,0.493949502706528,0.438677370548248,0.0673731714487076,0
名称,0,0.462124452679993,1,1,0,29,0.477075845003128,0.456712067127228,0.0662120953202248,0
名産品,0,0.35586659115905,1,1.5,0,18,0.454212725162506,0.481067389249802,0.0647199079394341,1
右側,0,0.34573949256776,1,1,0,1,0.466908395290375,0.466510236263275,0.0665813013911247,0
右下,0,0.266959420858691,2,1,0,0.5,0.466597378253937,0.466555655002594,0.0668469592928886,0
右下,0,0.258412824348394,2,1,0,0.5,0.466597378253937,0.466555655002594,0.0668469592928886,0
取得方法,0,0.20948846184618,1,2,0,29.5,0.439501047134399,0.497590601444244,0.0629083961248398,1
参加チーム,0,0.368175423666319,4,2.2,0,15.5,0.426597744226456,0.510335564613342,0.0630667135119438,1
参加チーム,0,0.359564230877397,4,2.2,0,15.5,0.426597744226456,0.510335564613342,0.0630667135119438,1
参加チーム,0,0.301213384560675,4,2.2,0,15.5,0.426597744226456,0.510335564613342,0.0630667135119438,1
参加チーム,0,0.2278534008938,4,2.2,0,15.5,0.426597744226456,0.510335564613342,0.0630667135119438,1
別途提示,0,0.20948846184618,1,2,0,6.5,0.431218087673187,0.50566953420639,0.0631123632192612,1
判定方法,0,0.440307039794124,1,2,0,43.5,0.444557636976242,0.492666631937027,0.0627756789326668,1
初期設置,0,0.563436990506069,2,2,0,2,0.429488182067871,0.507114708423615,0.0633970499038696,1
初期設置,0,0.391868474457848,2,2,0,2,0.429488182067871,0.507114708423615,0.0633970499038696,1
初期位置,0,0.346744531012211,1,2,0,10.5,0.432656228542328,0.504265606403351,0.0630781427025795,1
分断部分,0,0.295706945679566,2,2,0,142.5,0.480415791273117,0.457687020301819,0.061897236853838,0
分断部分,0,0.289886803501541,2,2,0,142.5,0.480415791273117,0.457687020301819,0.061897236853838,0
出来,0,0.280235894712524,1,1,0,0,0.466545671224594,0.466860353946686,0.0665940046310425,1
円柱,0,0.32101731595486,2,1,0,36,0.479487627744675,0.454139053821564,0.0663732588291168,0
円柱,0,0.304495727272417,2,1,0,36,0.479487627744675,0.454139053821564,0.0663732588291168,0
内側,0,0.258906719180303,2,1,0,0,0.466416031122208,0.466730654239655,0.0668533369898796,1
内側,0,0.164582353944821,2,1,0,0,0.466416031122208,0.466730654239655,0.0668533369898796,1
全景,0,0.420469145310785,1,1,0,8,0.469448655843735,0.464059859514236,0.0664914846420288,0
仮想的,0,0.295706945679566,2,1.5,0,6,0.449747413396835,0.485149681568146,0.0651029273867607,1
仮想的,0,0.289886803501541,2,1.5,0,6,0.449747413396835,0.485149681568146,0.0651029273867607,1
交点サークル,0,0.629156677224339,6,2.7,0,19,0.408924639225006,0.529362499713898,0.061712808907032,1
交点サークル,0,0.577746703828853,6,2.7,0,19,0.408924639225006,0.529362499713898,0.061712808907032,1
交点サークル,0,0.363048174891458,6,2.7,0,19,0.408924639225006,0.529362499713898,0.061712808907032,1
交点サークル,0,0.26052652810726,6,2.7,0,19,0.408924639225006,0.529362499713898,0.061712808907032,1
交点サークル,0,0.25130298604167,6,2.7,0,19,0.408924639225006,0.529362499713898,0.061712808907032,1
交点サークル,0,0.20861796148372,6,2.7,0,19,0.408924639225006,0.529362499713898,0.061712808907032,1
事態,0,0.181621808114622,1,1,0,23,0.474895775318146,0.458810806274414,0.0662934258580208,0
中間ゲート2,0,0.35120658007396,2,2.2,0,9.33333333333333,0.424610078334808,0.512764990329742,0.0626249089837074,1
中間ゲート2,0,0.198314214504732,2,2.2,0,9.33333333333333,0.424610078334808,0.512764990329742,0.0626249089837074,1
中間ゲート1,0,0.35120658007396,2,2.2,0,9.33333333333333,0.424610078334808,0.512764990329742,0.0626249089837074,1
中間ゲート1,0,0.198314214504732,2,2.2,0,9.33333333333333,0.424610078334808,0.512764990329742,0.0626249089837074,1
中間ゲート,0,0.325919697444277,2,2.2,4,14,0.408925265073776,0.50335294008255,0.0877218097448349,1
中間ゲート,0,0.279633505360368,2,2.2,4,14,0.408925265073776,0.50335294008255,0.0877218097448349,1
中心軸,0,0.349964519743344,1,1.5,0,20.5,0.455118417739868,0.48018941283226,0.0646922215819359,1
中心,0,0.349964519743344,1,1,1,4,0.463510245084763,0.464031845331192,0.0724579319357872,1
中央,0,0.34573949256776,1,1,0,2,0.467271208763123,0.466160148382187,0.0665685683488846,0
両者,0,0.574508562650838,1,1,0,0,0.466545671224594,0.466860353946686,0.0665940046310425,1
上限,0,0.643847513314149,2,1,0,1,0.466778725385666,0.466380685567856,0.0668405890464783,0
上限,0,0.474647966791609,2,1,0,1,0.466778725385666,0.466380685567856,0.0668405890464783,0
上記,0,0.439639348862698,3,1,0,0,0.466285943984985,0.466600477695465,0.0671136006712914,1
上記,0,0.300478948013879,3,1,0,0,0.466285943984985,0.466600477695465,0.0671136006712914,1
上記,0,0.0832932077235083,3,1,0,0,0.466285943984985,0.466600477695465,0.0671136006712914,1
一方向,0,0.336445050966046,1,1.5,0,17,0.453850537538528,0.481418579816818,0.0647309273481369,1
リザルトタイム確定,0,0.356282805771596,3,4.5,0,13,0.341527193784714,0.604303956031799,0.0541688948869705,1
リザルトタイム確定,0,0.293210551724707,3,4.5,0,13,0.341527193784714,0.604303956031799,0.0541688948869705,1
リザルトタイム確定,0,0.292310902277872,3,4.5,0,13,0.341527193784714,0.604303956031799,0.0541688948869705,1
リザルトタイム,0,0.536070887017267,6,3.5,3,0,0.361695468425751,0.562542617321014,0.0757619217038155,1
リザルトタイム,0,0.402805200227004,6,3.5,3,0,0.361695468425751,0.562542617321014,0.0757619217038155,1
リザルトタイム,0,0.379899461731548,6,3.5,3,0,0.361695468425751,0.562542617321014,0.0757619217038155,1
リザルトタイム,0,0.365953728330895,6,3.5,3,0,0.361695468425751,0.562542617321014,0.0757619217038155,1
リザルトタイム,0,0.262109647126272,6,3.5,3,0,0.361695468425751,0.562542617321014,0.0757619217038155,1
リザルトタイム,0,0.135205989256759,6,3.5,3,0,0.361695468425751,0.562542617321014,0.0757619217038155,1
リクエスト,0,0.280235894712524,1,2.5,0,23,0.418355971574783,0.520432710647583,0.0612113028764725,1
マイナス,0,0.61052556056519,1,2,0,1,0.429242312908173,0.507599174976349,0.0631585419178009,1
ボーナスブロック,0,0.811705488210194,1,3.7,0,8,0.368698358535767,0.57446962594986,0.0568320527672768,1
ボーナスタイム獲得例,0,0.572492054822307,1,4.7,0,20.75,0.337196230888367,0.609830915927887,0.0529729202389717,1
ボーナスタイム獲得,0,0.414958657965311,1,4.2,1,20.3333333333333,0.351556122303009,0.588643550872803,0.0598003454506397,1
ボーナスタイム,0,0.42253792028792,4,3.2,2,28,0.386157870292664,0.543496906757355,0.0703452974557877,1
ボーナスタイム,0,0.413770148310184,4,3.2,2,28,0.386157870292664,0.543496906757355,0.0703452974557877,1
ボーナスタイム,0,0.404518015754607,4,3.2,2,28,0.386157870292664,0.543496906757355,0.0703452974557877,1
ボーナスタイム,0,0.274474161367118,4,3.2,2,28,0.386157870292664,0.543496906757355,0.0703452974557877,1
ボーナスサークル設置,0,0.313252109495409,2,4.4,0,14.3333333333333,0.345595121383667,0.600059509277344,0.0543453246355057,1
ボーナスサークル設置,0,0.258906719180303,2,4.4,0,14.3333333333333,0.345595121383667,0.600059509277344,0.0543453246355057,1
ボーナスサークル,0,0.493272085572819,3,3.4,6,19.5,0.359344065189362,0.544020712375641,0.0966352671384811,1
ボーナスサークル,0,0.293210551724707,3,3.4,6,19.5,0.359344065189362,0.544020712375641,0.0966352671384811,1
ボーナスサークル,0,0.189625230445428,3,3.4,6,19.5,0.359344065189362,0.544020712375641,0.0966352671384811,1
ボーナス,0,0.6387269475519,1,1.7,16,3,0.343901515007019,0.428109139204025,0.227989345788956,1
ブロック搬入,0,0.6387269475519,1,3,0,6.5,0.393868386745453,0.546650648117065,0.0594809055328369,1
ブロックブロックビンゴ2020,0,0.483625401136481,1,5.5,0,0,0.302978992462158,0.647225141525269,0.049795925617218,1
ブロックビンゴ2020エリア,0,0.462124452679993,1,5,1,48,0.332603335380554,0.610917031764984,0.0564796887338161,1
ブロックビンゴ2020,0,0.491256287558171,4,3.5,3,0,0.361922919750214,0.562896311283112,0.075180783867836,1
ブロックビンゴ2020,0,0.465480204845838,4,3.5,3,0,0.361922919750214,0.562896311283112,0.075180783867836,1
ブロックビンゴ2020,0,0.382485701557782,4,3.5,3,0,0.361922919750214,0.562896311283112,0.075180783867836,1
ブロックビンゴ2020,0,0.274474161367118,4,3.5,3,0,0.361922919750214,0.562896311283112,0.075180783867836,1
ブロックサークル番号8,0,0.258412824348394,2,4.7,0,12.25,0.334311157464981,0.612514317035675,0.0531745702028275,1
ブロックサークル番号8,0,0.177972947239127,2,4.7,0,12.25,0.334311157464981,0.612514317035675,0.0531745702028275,1
ブロックサークル番号6,0,0.258412824348394,2,4.7,0,12.25,0.334311157464981,0.612514317035675,0.0531745702028275,1
ブロックサークル番号6,0,0.177972947239127,2,4.7,0,12.25,0.334311157464981,0.612514317035675,0.0531745702028275,1
ブロックサークル番号3,0,0.194021362438301,1,4.7,0,12.25,0.334385067224503,0.61264967918396,0.0529652908444405,1
ブロックサークル番号1,0,0.194021362438301,1,4.7,0,12.25,0.334385067224503,0.61264967918396,0.0529652908444405,1
ブロックサークル番号,0,0.44170883279976,1,4.7,6,16.3333333333333,0.315208196640015,0.596964716911316,0.087827056646347,1
ブロックサークル内,0,0.340451286879153,1,4.2,0,19,0.35438933968544,0.590709328651428,0.0549013465642929,1
ブロックサークル,0,0.534277338073487,6,3.7,8,24.5,0.341082900762558,0.546138644218445,0.112778410315514,1
ブロックサークル,0,0.493236580359746,6,3.7,8,24.5,0.341082900762558,0.546138644218445,0.112778410315514,1
ブロックサークル,0,0.309403551270028,6,3.7,8,24.5,0.341082900762558,0.546138644218445,0.112778410315514,1
ブロックサークル,0,0.293174455669603,6,3.7,8,24.5,0.341082900762558,0.546138644218445,0.112778410315514,1
ブロックサークル,0,0.20861796148372,6,3.7,8,24.5,0.341082900762558,0.546138644218445,0.112778410315514,1
ブロックサークル,0,0.155950956637951,6,3.7,8,24.5,0.341082900762558,0.546138644218445,0.112778410315514,1
ブロック,0,0.484214681669463,7,2,49,13,0.055201705545187,0.0883926227688789,0.85640561580658,2
ブロック,0,0.421397348081592,7,2,49,13,0.055201705545187,0.0883926227688789,0.85640561580658,2
ブロック,0,0.357055478567393,7,2,49,13,0.055201705545187,0.0883926227688789,0.85640561580658,2
ブロック,0,0.346854510786326,7,2,49,13,0.055201705545187,0.0883926227688789,0.85640561580658,2
ブロック,0,0.309624936514427,7,2,49,13,0.055201705545187,0.0883926227688789,0.85640561580658,2
ブロック,0,0.250993376284413,7,2,49,13,0.055201705545187,0.0883926227688789,0.85640561580658,2
ブロック,0,0.24868401119844,7,2,49,13,0.055201705545187,0.0883926227688789,0.85640561580658,2
フルビンゴ,0,0.346189415752243,1,2.5,0,0,0.4101582467556,0.528478801250458,0.0613629035651684,1
ビンゴ,0,0.317554468488029,2,1.5,11,0,0.387123882770538,0.452978223562241,0.15989787876606,1
ビンゴ,0,0.308616105731588,2,1.5,11,0,0.387123882770538,0.452978223562241,0.15989787876606,1
ナンバー黒ブロック,0,0.349763564700733,7,4.2,0,16.3333333333333,0.352996557950974,0.590789318084717,0.0562141351401806,1
ナンバー黒ブロック,0,0.3365540544897,7,4.2,0,16.3333333333333,0.352996557950974,0.590789318084717,0.0562141351401806,1
ナンバー黒ブロック,0,0.31578672775392,7,4.2,0,16.3333333333333,0.352996557950974,0.590789318084717,0.0562141351401806,1
ナンバー黒ブロック,0,0.303646571508883,7,4.2,0,16.3333333333333,0.352996557950974,0.590789318084717,0.0562141351401806,1
ナンバー黒ブロック,0,0.300488840239933,7,4.2,0,16.3333333333333,0.352996557950974,0.590789318084717,0.0562141351401806,1
ナンバー黒ブロック,0,0.210698674040796,7,4.2,0,16.3333333333333,0.352996557950974,0.590789318084717,0.0562141351401806,1
ナンバー黒ブロック,0,0.158396044490976,7,4.2,0,16.3333333333333,0.352996557950974,0.590789318084717,0.0562141351401806,1
ナンバーボーナスサークル,0,0.258906719180303,2,5.1,0,15.6666666666667,0.321516394615173,0.626870095729828,0.0516135208308697,1
ナンバーボーナスサークル,0,0.202586513688478,2,5.1,0,15.6666666666667,0.321516394615173,0.626870095729828,0.0516135208308697,1
トリプルビンゴ,0,0.346189415752243,1,3.5,0,0,0.373224347829819,0.569160938262939,0.0576147176325321,1
チーム,0,0.435330750166634,1,1.2,5,20,0.441771507263184,0.458254128694534,0.0999743491411209,1
ダブルビンゴ,0,0.346189415752243,1,3,0,0,0.391585499048233,0.548905074596405,0.0595094040036201,1
ターン毎,0,0.346744531012211,1,1.7,0,0,0.440166145563126,0.495611876249313,0.064222015440464,1
タッチセンサ押下操作,0,0.561936976015125,2,5,1,3.66666666666667,0.318120747804642,0.62525486946106,0.056624349206686,1
タッチセンサ押下操作,0,0.428926927205226,2,5,1,3.66666666666667,0.318120747804642,0.62525486946106,0.056624349206686,1
タイム,0,0.560026133272618,2,1.5,20,53,0.326194196939468,0.373410642147064,0.300395220518112,1
タイム,0,0.468107053910257,2,1.5,20,53,0.326194196939468,0.373410642147064,0.300395220518112,1
タイミング,0,0.427204563897986,1,2.5,0,12,0.414429843425751,0.524284183979034,0.0612859390676022,1
スポンサー看板,0,0.35586659115905,1,3.2,0,3,0.385259240865707,0.555995583534241,0.0587452426552773,1
