単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,固有度
移動先,0,0.32155512297087135,1,6.0,0,0
秒単位,0,0.475424791426778,1,6.0,0,0
直線,0,0.26852632740341914,2,4.0,0,0
直線,0,0.2553184900027617,2,4.0,0,0
白部分,0,0.40706307563229616,2,6.0,0,0
白部分,0,0.3143914010098912,2,6.0,0,0
番号,0,0.46770088970134627,2,4.0,6,0
番号,0,0.19093062105284755,2,4.0,6,0
用語,0,0.5063370358744123,1,4.0,0,0
環境,0,0.514541555308592,1,4.0,12,0
現実世界,0,0.39421797806241626,1,8.0,0,0
状態,0,0.35746559351370244,2,4.0,0,0
状態,0,0.16047117207820927,2,4.0,0,0
照明環境,0,0.43369915819522087,2,8.0,0,0
照明環境,0,0.3311744136318384,2,8.0,0,0
灰色点線内,0,0.3507005442722071,2,10.0,0,0
灰色点線内,0,0.34746452543259176,2,10.0,0,0
添付数字,0,0.207216944980054,1,8.0,0,0
流れ,0,0.5729249459434497,1,3.1,0,0
正式,0,0.5634363463001659,1,4.0,0,0
次,0,0.3094955625475142,2,2.0,0,0
次,0,0.2805328711707304,2,2.0,0,0
横倒し,0,0.2724501550958297,2,5.1,0,0
横倒し,0,0.27006474678260045,2,5.1,0,0
横,0,0.31175303872100046,1,2.0,2,0
様子,0,0.6434957689882799,2,4.0,0,0
様子,0,0.5867723308317048,2,4.0,0,0
構造,0,0.24555580140600558,1,4.0,0,0
構築方法,0,0.4794383961455688,1,8.0,0,0
構成要素,0,0.5458900078513901,2,8.0,0,0
構成要素,0,0.4247005847048666,2,8.0,0,0
条件,0,0.47376151793693044,3,4.0,0,0
条件,0,0.2907645514494238,3,4.0,0,0
条件,0,0.2635547139395701,3,4.0,0,0
本節,0,0.415396071025808,1,4.0,0,0
本章,0,0.4396137730409163,3,4.0,0,0
本章,0,0.42437098976447724,3,4.0,0,0
本章,0,0.3397919887114556,3,4.0,0,0
本書,0,0.415396071025808,1,4.0,0,0
最大値,0,0.7254930068298058,1,6.0,0,0
最大,0,0.6014147380527018,3,4.0,1,0
最大,0,0.4619464903345544,3,4.0,1,0
最大,0,0.406569566266597,3,4.0,1,0
時点,0,0.2907645514494238,3,4.0,0,0
時点,0,0.2635547139395701,3,4.0,0,0
時点,0,0.2309732451672772,3,4.0,0,0
時,0,0.4510626097560013,1,2.0,11,0
方向,0,0.2509936672741986,2,4.0,3,0
方向,0,0.19430015645809115,2,4.0,3,0
斜線,0,0.6058623916501203,1,4.0,0,0
文書,0,0.46701282838787395,1,4.0,1,0
数式3,0,0.512040408622641,1,5.0,0,0
数字部分,0,0.43134708900341145,1,8.0,0,0
数字カード黒ブロック,0,0.3743919056283359,4,14.4,0,0
数字カード黒ブロック,0,0.3287735032987046,4,14.4,0,0
数字カード黒ブロック,0,0.2421184310125409,4,14.4,0,0
数字カード黒ブロック,0,0.22904076309529414,4,14.4,0,0
数字カード置き場,0,0.41142530726216775,3,12.7,0,0
数字カード置き場,0,0.2953640883951703,3,12.7,0,0
数字カード置き場,0,0.2375225377437049,3,12.7,0,0
数字カードボーナスサークル,0,0.24557279306196983,2,17.2,0,0
数字カードボーナスサークル,0,0.2130131426141371,2,17.2,0,0
数字カード,0,0.35986827332387644,6,7.6,9,0
数字カード,0,0.2613561942175613,6,7.6,9,0
数字カード,0,0.25835106060920904,6,7.6,9,0
数字カード,0,0.17504350036702063,6,7.6,9,0
数字カード,0,0.15689719341346184,6,7.6,9,0
数字カード,0,0.10089969277233773,6,7.6,9,0
数字,0,0.3453363131213397,9,4.0,17,0
数字,0,0.33830489441308165,9,4.0,17,0
数字,0,0.318119918901272,9,4.0,17,0
数字,0,0.3132244230348502,9,4.0,17,0
数字,0,0.3059903922236955,9,4.0,17,0
数字,0,0.23749128397943167,9,4.0,17,0
数字,0,0.1833727160082938,9,4.0,17,0
数字,0,0.14257062484432426,9,4.0,17,0
数字,0,0.06746804299751362,9,4.0,17,0
改版履歴,0,0.5881249682640703,1,8.0,0,0
操作方法,0,0.44245761305615544,1,8.0,0,0
提出期限,0,0.5219825053754498,1,8.0,0,0
提出方法,0,0.5219825053754498,1,8.0,0,0
描画処理,0,0.40301106925145047,2,8.0,0,0
描画処理,0,0.3513504940720385,2,8.0,0,0
振る舞い,0,0.24555580140600558,1,6.2,0,0
指し,0,0.3412508773150867,3,3.1,0,0
指し,0,0.25596117271181584,3,3.1,0,0
指し,0,0.25372013192754495,3,3.1,0,0
成立例,0,0.6305051413403615,1,6.0,0,0
意図的,0,0.1698387536124973,1,6.0,0,0
必要,0,0.2918908127059701,2,4.0,0,0
必要,0,0.16047117207820927,2,4.0,0,0
形状,0,0.4487974649023038,2,4.0,0,0
形状,0,0.4247005847048666,2,4.0,0,0
形,0,0.31521949131534754,1,2.0,2,0
底面,0,0.2724501550958297,2,4.0,0,0
底面,0,0.27006474678260045,2,4.0,0,0
差異,0,0.6476927309829634,1,4.0,0,0
左側,0,0.3310675413664876,1,4.0,0,0
左下,0,0.2710596667048623,2,4.0,0,0
左下,0,0.2566182159785591,2,4.0,0,0
左上,0,0.3922412984860889,1,4.0,0,0
対象,0,0.48570813701884713,1,4.0,0,0
実行委員会,0,0.468665059441091,7,10.0,0,0
実行委員会,0,0.38171543746315134,7,10.0,0,0
実行委員会,0,0.30222739099117296,7,10.0,0,0
実行委員会,0,0.29328319276914666,7,10.0,0,0
実行委員会,0,0.2637908789178133,7,10.0,0,0
実行委員会,0,0.23166151049060285,7,10.0,0,0
実行委員会,0,0.127359247004745,7,10.0,0,0
完全,0,0.34120889193167536,1,4.0,0,0
大会,0,0.3490541669029686,5,4.0,0,0
大会,0,0.3420739848388187,5,4.0,0,0
大会,0,0.3156477606887081,5,4.0,0,0
大会,0,0.28390648449485023,5,4.0,0,0
大会,0,0.28288229787899294,5,4.0,0,0
外観,0,0.6031534757195798,1,4.0,0,0
場所,0,0.151010968072147,1,4.0,0,0
向き,0,0.5019234212785183,1,3.1,0,0
名称,0,0.4609274154585514,1,4.0,0,0
名産品,0,0.36072479747692765,1,6.0,0,0
同様,0,0.3974451394440097,2,4.0,0,0
同様,0,0.2553184900027617,2,4.0,0,0
各種ゲート等,0,0.4381315358663002,1,9.6,0,0
右側,0,0.3310675413664876,1,4.0,0,0
右下,0,0.2710596667048623,2,4.0,0,0
右下,0,0.2566182159785591,2,4.0,0,0
右上,0,0.3922412984860889,1,4.0,0,0
取得方法,0,0.207216944980054,1,8.0,0,0
取得可能,0,0.4134916565775852,1,8.0,0,0
参加チーム,0,0.36294428347366486,7,7.6,0,0
参加チーム,0,0.3551887124420117,7,7.6,0,0
参加チーム,0,0.2853826731457097,7,7.6,0,0
参加チーム,0,0.26283925892204757,7,7.6,0,0
参加チーム,0,0.22086264250535428,7,7.6,0,0
参加チーム,0,0.2006555843590959,7,7.6,0,0
参加チーム,0,0.1795700798207568,7,7.6,0,0
動作環境,0,0.4373877909312182,1,8.0,0,0
別途提示,0,0.48095701796804863,2,8.0,0,0
別途提示,0,0.19093062105284755,2,8.0,0,0
判定方法,0,0.43134708900341145,1,8.0,0,0
初期情報,0,0.151010968072147,1,8.0,0,0
初期値情報,0,0.3167890102862795,1,10.0,0,0
初期,0,0.5399664926582095,3,4.0,2,0
初期,0,0.3579349456945074,3,4.0,2,0
初期,0,0.2987997566933519,3,4.0,2,0
分断部分,0,0.26852632740341914,2,8.0,0,0
分断部分,0,0.2553184900027617,2,8.0,0,0
出来,0,0.27438949112831384,1,4.0,0,0
円柱,0,0.3095050096212747,2,4.0,0,0
円柱,0,0.2904446508976146,2,4.0,0,0
円,0,0.33590569284321853,1,2.0,2,0
内側,0,0.24557279306196983,2,4.0,0,0
内側,0,0.1600313216396191,2,4.0,0,0
具体的,0,0.44245761305615544,1,6.0,1,0
全景,0,0.3879572999602229,1,4.0,0,0
全く関連,0,0.24555580140600558,1,7.1,0,0
例,0,0.49094040220284063,5,2.0,1,0
例,0,0.4768406910313106,5,2.0,1,0
例,0,0.2765186650259126,5,2.0,1,0
例,0,0.13669542734769863,5,2.0,1,0
例,0,0.10488158676889693,5,2.0,1,0
任意,0,0.151010968072147,1,4.0,0,0
仮想的,0,0.26852632740341914,2,6.0,0,0
仮想的,0,0.2553184900027617,2,6.0,0,0
以下,0,0.5967869827918544,2,4.0,0,0
以下,0,0.42173436208031617,2,4.0,0,0
交点サークル,0,0.6326278777670957,6,8.8,0,0
交点サークル,0,0.5939819147439229,6,8.8,0,0
交点サークル,0,0.3367386079972942,6,8.8,0,0
交点サークル,0,0.2543356696228599,6,8.8,0,0
交点サークル,0,0.24346993594904393,6,8.8,0,0
交点サークル,0,0.2077578214673726,6,8.8,0,0
事態,0,0.1741593142684597,1,4.0,0,0
中間ゲート2,0,0.3461767928078248,2,8.6,0,0
中間ゲート2,0,0.19430015645809115,2,8.6,0,0
中間ゲート1,0,0.3461767928078248,2,8.6,0,0
中間ゲート1,0,0.19430015645809115,2,8.6,0,0
中間ゲート,0,0.3237244162495749,2,7.6,4,0
中間ゲート,0,0.275716750669217,2,7.6,4,0
中心軸,0,0.33590569284321853,1,6.0,0,0
中心,0,0.33590569284321853,1,4.0,1,0
中央,0,0.3310675413664876,1,4.0,0,0
中,0,0.3507005442722071,2,2.0,9,0
中,0,0.34746452543259176,2,2.0,9,0
両者,0,0.5705723235296504,1,4.0,0,0
下記,0,0.5707574272843765,2,4.0,0,0
下記,0,0.44175668520480255,2,4.0,0,0
上限,0,0.6401577900405222,2,4.0,0,0
上限,0,0.4380585318433912,2,4.0,0,0
上記,0,0.4127747099011395,4,4.0,0,0
上記,0,0.27624408234291536,4,4.0,0,0
上記,0,0.1396729845238049,4,4.0,0,0
上記,0,0.08064342155095355,4,4.0,0,0
上,0,0.34120889193167536,1,2.0,12,0
一方向,0,0.31175303872100046,1,6.0,0,0
一定期日,0,0.4010545047996088,1,8.0,0,0
リザルトタイム,0,0.512985109963549,9,8.4,0,1.0
リザルトタイム,0,0.3768601424666415,9,8.4,0,1.0
リザルトタイム,0,0.35229706243328685,9,8.4,0,1.0
リザルトタイム,0,0.3371494452843218,9,8.4,0,1.0
リザルトタイム,0,0.3103427575530312,9,8.4,0,1.0
リザルトタイム,0,0.23110476201054947,9,8.4,0,1.0
リザルトタイム,0,0.23033659264121134,9,8.4,0,1.0
リザルトタイム,0,0.20947790622392076,9,8.4,0,1.0
リザルトタイム,0,0.11982611875734095,9,8.4,0,1.0
リクエスト,0,0.27438949112831384,1,6.0,0,0
モデル,0,0.49111160281201116,1,3.6,0,0
マイナス,0,0.4954345681850197,1,4.8,0,0
ボーナスブロック,0,0.7607876096938934,1,9.6,0,0
ボーナスタイム,0,0.4637718622402957,6,8.4,0,0
ボーナスタイム,0,0.4071688580727145,6,8.4,0,0
ボーナスタイム,0,0.4059311232371344,6,8.4,0,0
ボーナスタイム,0,0.38648317509863334,6,8.4,0,0
ボーナスタイム,0,0.34152833172634756,6,8.4,0,0
ボーナスタイム,0,0.24346993594904393,6,8.4,0,0
ボーナスサークル,0,0.5271094278791402,3,9.6,4,0
ボーナスサークル,0,0.49391026490773754,3,9.6,4,0
ボーナスサークル,0,0.34606568718679354,3,9.6,4,0
ボーナス,0,0.6620011900371912,1,4.8,14,0
プラットフォーム,0,0.3396775072249946,1,9.6,0,0
プライマリークラス,0,0.17068633794763222,1,10.8,1,1.0
ブロックビンゴ2020エリア,0,0.4609274154585514,1,16.0,0,0
ブロックビンゴ2020,0,0.5037210576519167,4,12.4,1,0
ブロックビンゴ2020,0,0.49602487234374654,4,12.4,1,0
ブロックビンゴ2020,0,0.3934096047802599,4,12.4,1,0
ブロックビンゴ2020,0,0.2644423770132747,4,12.4,1,0
ブロックサークル番号8,0,0.2566182159785591,2,14.6,0,0
ブロックサークル番号8,0,0.18070644446990822,2,14.6,0,0
ブロックサークル番号6,0,0.2566182159785591,2,14.6,0,0
ブロックサークル番号6,0,0.18070644446990822,2,14.6,0,0
ブロックサークル番号3,0,0.19612064924304445,1,14.6,0,0
ブロックサークル番号,0,0.2311830989167766,1,13.6,5,0
ブロックサークル内,0,0.33589543993693843,1,11.6,0,0
ブロックサークル,0,0.5260228052482683,6,9.6,7,0
ブロックサークル,0,0.5251305011010619,6,9.6,7,0
ブロックサークル,0,0.2881880906345178,6,9.6,7,0
ブロックサークル,0,0.28552889290620687,6,9.6,7,0
ブロックサークル,0,0.2077578214673726,6,9.6,7,0
ブロックサークル,0,0.15689719341346184,6,9.6,7,0
ブロック,0,0.46899409712872125,8,4.8,45,0
ブロック,0,0.4556108262172955,8,4.8,45,0
ブロック,0,0.41714864176448346,8,4.8,45,0
ブロック,0,0.34834702111414967,8,4.8,45,0
ブロック,0,0.3450711751815524,8,4.8,45,0
ブロック,0,0.3035779182799229,8,4.8,45,0
ブロック,0,0.24454089397179768,8,4.8,45,0
ブロック,0,0.23797206033202506,8,4.8,45,0
フルビンゴ,0,0.33990587615975293,1,6.0,0,1.0
フォルダ以外,0,0.1698387536124973,1,8.8,0,0
ビンゴ,0,0.3131907964425439,2,3.6,9,1.0
ビンゴ,0,0.2872506459538941,2,3.6,9,1.0
パーツ,0,0.3281349684008537,1,3.6,0,0
ナンバー黒ブロック,0,0.33291595417522696,7,11.6,0,0
ナンバー黒ブロック,0,0.32522714036341066,7,11.6,0,0
ナンバー黒ブロック,0,0.31543555786216215,7,11.6,0,0
ナンバー黒ブロック,0,0.30306727136744094,7,11.6,0,0
ナンバー黒ブロック,0,0.29235125790052957,7,11.6,0,0
ナンバー黒ブロック,0,0.2152960234240927,7,11.6,0,0
ナンバー黒ブロック,0,0.16905960799132713,7,11.6,0,0
ナンバーボーナスサークル,0,0.24557279306196983,2,14.4,0,0
ナンバーボーナスサークル,0,0.2130131426141371,2,14.4,0,0
トリプルビンゴ,0,0.33990587615975293,1,8.4,0,1.0
チーム,0,0.41328538293106665,1,3.6,8,0
ダブルビンゴ,0,0.33990587615975293,1,7.2,0,1.0
ターン毎,0,0.3451778259325446,1,5.6,0,0
タッチセンサ,0,0.4677133041064312,3,7.2,0,1.0
タッチセンサ,0,0.3529076887297299,3,7.2,0,1.0
タッチセンサ,0,0.1825408977565436,3,7.2,0,1.0
タイム,0,0.4717963254978262,2,3.6,20,0
タイム,0,0.45649562975518443,2,3.6,20,0
タイミング,0,0.4134916565775852,1,6.0,0,0
タイトル,0,0.17068633794763222,1,4.8,0,0
ソースコード,0,0.24555580140600558,1,7.2,0,0
ソフトウェア,0,0.4694705644250815,2,7.2,4,0
ソフトウェア,0,0.226256215050807,2,7.2,4,0
スラローム,0,0.39025082063578026,1,6.0,0,0
スポンサー看板,0,0.36072479747692765,1,10.0,0,0
スタート準備走行,0,0.6030958625847112,1,12.8,0,0
スタート準備,0,0.3451778259325446,1,8.8,1,0
スタート時,0,0.151010968072147,1,6.8,0,0
スタート成立後,0,0.6216508349401619,1,10.8,0,0
スタート後,0,0.29923530567518847,1,6.8,0,0
スタート位置,0,0.5138815042344758,1,8.8,0,0
スタートライン手前,0,0.4417854322244193,1,12.4,0,0
スタートライン,0,0.5202591242596883,4,8.4,1,0
スタートライン,0,0.4226088678899138,4,8.4,1,0
スタートライン,0,0.23966917042551117,4,8.4,1,0
スタートライン,0,0.22788071205146535,4,8.4,1,0
スタートエリア,0,0.45008863850799236,4,8.4,0,0
スタートエリア,0,0.4226088678899138,4,8.4,0,0
スタートエリア,0,0.3725678413995453,4,8.4,0,0
スタートエリア,0,0.36331807979885733,4,8.4,0,0
シングルビンゴ,0,0.33990587615975293,1,8.4,0,1.0
シミュレーション動作,0,0.39421797806241626,1,13.6,0,0
サンプル,0,0.415396071025808,1,4.8,0,0
ゴールゲート,0,0.4480413119961211,4,7.2,0,0
ゴールゲート,0,0.2889354017509665,4,7.2,0,0
ゴールゲート,0,0.24608687551903463,4,7.2,0,0
ゴールゲート,0,0.1734197080865628,4,7.2,0,0
ゴール,0,0.43176271148786555,3,3.6,4,0
ゴール,0,0.3529076887297299,3,3.6,4,0
ゴール,0,0.2309732451672772,3,3.6,4,0
コース画像,0,0.415396071025808,1,7.6,0,0
コース外,0,0.1741593142684597,1,5.6,0,0
コース上,0,0.49217375103806926,4,5.6,0,0
コース上,0,0.41743945677844874,4,5.6,0,0
コース上,0,0.31905058651616286,4,5.6,0,0
コース上,0,0.2966549623315192,4,5.6,0,0
コース,0,0.3740084182909983,10,3.6,16,0
コース,0,0.35471823552236814,10,3.6,16,0
コース,0,0.25155401426451884,10,3.6,16,0
コース,0,0.22415156343158288,10,3.6,16,0
コース,0,0.2216665818124606,10,3.6,16,0
コース,0,0.19797956311702694,10,3.6,16,0
コース,0,0.19624617413971934,10,3.6,16,0
コース,0,0.19512826104301378,10,3.6,16,0
コース,0,0.18238791816656544,10,3.6,16,0
コース,0,0.14119081736478584,10,3.6,16,0
コンピュータ,0,0.1698387536124973,1,7.2,0,0
ゲーム,0,0.32155512297087135,1,3.6,0,0
ゲートライン,0,0.577870803501933,4,7.2,0,0
ゲートライン,0,0.3089749357357018,4,7.2,0,0
ゲートライン,0,0.24608687551903463,4,7.2,0,0
ゲートライン,0,0.22402065599806056,4,7.2,0,0
クラス別,0,0.4696162687838899,1,5.6,0,0
クラス,0,0.4396398697963975,5,3.6,9,0
クラス,0,0.4219507429031877,5,3.6,9,0
クラス,0,0.4097997653354734,5,3.6,9,0
クラス,0,0.30894068034124866,5,3.6,9,0
クラス,0,0.3071447799898516,5,3.6,9,0
ガレージ方向,0,0.34120889193167536,1,8.8,0,0
ガレージ,0,0.1741593142684597,1,4.8,1,0
カラーブロック有効移動,0,0.3094955625475142,2,16.4,0,0
カラーブロック有効移動,0,0.2872506459538941,2,16.4,0,0
カラーブロック,0,0.5237462221033032,9,8.4,2,0
カラーブロック,0,0.5189134590249884,9,8.4,2,0
カラーブロック,0,0.47799070458181486,9,8.4,2,0
カラーブロック,0,0.2948263925477293,9,8.4,2,0
カラーブロック,0,0.2851412496886485,9,8.4,2,0
カラーブロック,0,0.23110476201054947,9,8.4,2,0
カラーブロック,0,0.20344242655657663,9,8.4,2,0
カラーブロック,0,0.20256155306757928,9,8.4,2,0
カラーブロック,0,0.19162049123787353,9,8.4,2,0
カラーサークル,0,0.31175303872100046,1,8.4,0,0
オレンジ範囲,0,0.207216944980054,1,8.8,0,0
エントリークラス,0,0.17068633794763222,1,9.6,0,0
エリア,0,0.42173436208031617,2,3.6,5,0
エリア,0,0.3323734437744074,2,3.6,5,0
アドバンストクラス難所,0,0.478375951962828,1,14.8,0,0
アドバンストクラス固有,0,0.4902395412124629,1,14.8,0,0
アドバンストクラス,0,0.45860337358610337,3,10.8,2,1.0
アドバンストクラス,0,0.44185323034439206,3,10.8,2,1.0
アドバンストクラス,0,0.14775293317826993,3,10.8,2,1.0
アクティビティ,0,0.6408830712606703,1,8.4,0,1.0
もの,0,0.37939536395013507,2,2.2,1,0
もの,0,0.37564195190330596,2,2.2,1,0
または,0,0.44349988655097095,1,3.3,0,0
うち1,0,0.4917037206551129,1,3.2,0,0
rコース,0,0.26348595203289266,5,5.0,0,0.5
rコース,0,0.26056490282103417,5,5.0,0,0.5
rコース,0,0.24932706280813177,5,5.0,0,0.5
rコース,0,0.2377047176429257,5,5.0,0,0.5
rコース,0,0.21919794412113847,5,5.0,0,0.5
lコース,0,0.2722652551202717,4,5.0,1,0.5
lコース,0,0.2605227934725679,4,5.0,1,0.5
lコース,0,0.24837856093303018,4,5.0,1,0.5
lコース,0,0.22904076309529414,4,5.0,1,0.5
goal,0,0.29923530567518847,1,5.6,0,1.0
gate2,0,0.29923530567518847,1,6.6,0,0
gate1,0,0.29923530567518847,1,6.6,0,0
ev3rt,0,0.1698387536124973,1,6.6,0,0.3333333333333333
etロボコンキャラクターロゴ,0,0.27438949112831384,1,17.2,0,0.5
etロボコン2020ロゴ,0,0.27438949112831384,1,14.0,0,0.25
etrobo開発環境,0,0.5791808889607576,1,16.4,0,0.3333333333333333
api,0,0.1698387536124973,1,4.2,0,1.0
8個,0,0.42851060258688867,1,3.0,0,0
6章,0,0.4696162687838899,1,3.0,0,0
6個,0,0.2785076717819414,1,3.0,0,0
60fps,0,0.4373877909312182,1,6.2,0,0.5
5種類,0,0.31521949131534754,1,5.0,0,0
4章,0,0.4696162687838899,1,3.0,0,0
45,0,0.33590569284321853,1,2.0,0,0
3章,0,0.5206817928789242,1,3.0,0,0
2章,0,0.514541555308592,1,3.0,1,0
26,0,0.09806032462152223,1,2.0,0,0
1章,0,0.151010968072147,1,3.0,0,0
1回,0,0.4515106323343105,2,3.0,0,0
1回,0,0.30846682991116886,2,3.0,0,0
1チーム当たりlコース,0,0.33477895671947827,1,13.799999999999999,0,0
14,0,0.09806032462152223,1,2.0,0,0
12章,0,0.44245761305615544,1,4.0,0,0
120秒経過後,0,0.1741593142684597,1,11.0,0,0
120秒,0,0.6280158157257684,3,5.0,1,0
120秒,0,0.4115467487534089,3,5.0,1,0
120秒,0,0.15075928063660238,3,5.0,1,0
12,0,0.151010968072147,1,2.0,5,0
11,0,0.27240335078312944,1,2.0,0,0
10個,0,0.29440977931401596,1,4.0,0,0
10,0,0.1391421822311978,2,2.0,1,0
10,0,0.12278639653098491,2,2.0,1,0
0版,0,0.3397919887114556,3,3.0,0,0
0版,0,0.23580325508035116,3,3.0,0,0
0版,0,0.0848849460680823,3,3.0,0,0
