単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,固有度
走行体,0,0.38533840557853893,30,6.0,4,0
走行体,0,0.3492772931662949,30,6.0,4,0
走行体,0,0.3367061420913788,30,6.0,4,0
走行体,0,0.31278669107275675,30,6.0,4,0
走行体,0,0.3125394388358198,30,6.0,4,0
走行体,0,0.306830616559617,30,6.0,4,0
走行体,0,0.2831631613366357,30,6.0,4,0
走行体,0,0.27301613760009985,30,6.0,4,0
走行体,0,0.25610294351907054,30,6.0,4,0
走行体,0,0.2467044880127345,30,6.0,4,0
走行体,0,0.22994450510840364,30,6.0,4,0
走行体,0,0.22797710621940157,30,6.0,4,0
走行体,0,0.22670867842929351,30,6.0,4,0
走行体,0,0.22594484525657257,30,6.0,4,0
走行体,0,0.2235444984282382,30,6.0,4,0
走行体,0,0.20997910820042445,30,6.0,4,0
走行体,0,0.20762157707433415,30,6.0,4,0
走行体,0,0.19824498741136592,30,6.0,4,0
走行体,0,0.19101690803405094,30,6.0,4,0
走行体,0,0.18020416596627184,30,6.0,4,0
走行体,0,0.17424800147790792,30,6.0,4,0
走行体,0,0.17265491891613122,30,6.0,4,0
走行体,0,0.1425475255598758,30,6.0,4,0
走行体,0,0.14235543939884804,30,6.0,4,0
走行体,0,0.13977580161751632,30,6.0,4,0
走行体,0,0.08625532665060713,30,6.0,4,0
走行タイム,0,0.7510519293373598,5,7.6,0,0
走行タイム,0,0.44526690796335544,5,7.6,0,0
走行タイム,0,0.4415517096712452,5,7.6,0,0
走行タイム,0,0.37965086434135775,5,7.6,0,0
走行タイム,0,0.3347281520050242,5,7.6,0,0
赤,0,0.3738329494983852,3,2.0,2,0
赤,0,0.2754632116500071,3,2.0,2,0
赤,0,0.25945366357871746,3,2.0,2,0
論理,0,0.3955829607963041,1,4.0,0,0
読者,0,0.49131672549945066,1,4.0,0,0
詳細,0,0.5694511523485075,5,4.0,0,0
詳細,0,0.41616726875124616,5,4.0,0,0
詳細,0,0.3699463629893155,5,4.0,0,0
詳細,0,0.3679946170634876,5,4.0,0,0
詳細,0,0.3570396586360009,5,4.0,0,0
該当コース,0,0.42659148944811137,2,7.6,0,0
該当コース,0,0.3178446642424365,2,7.6,0,0
該当ゲート,0,0.41306497667092756,1,7.6,0,0
試走会,0,0.3801522437853543,3,6.0,0,0
試走会,0,0.3472034172094693,3,6.0,0,0
試走会,0,0.31902677226274545,3,6.0,0,0
設置方法,0,0.2588893805122497,1,8.0,0,0
設置プライマリークラス難所,0,0.4167999609099877,1,18.8,0,0
設置パターン,0,0.3297561244586673,1,8.8,0,0
記載され,0,0.37650014122185727,1,6.2,0,0
計測終了操作,0,0.17724627523375577,1,12.0,0,0
計測方法,0,0.5545530811964564,1,8.0,0,0
計測中,0,0.4577598120282553,1,6.0,0,0
触れ,0,0.5308488916404659,5,3.1,0,0
触れ,0,0.3023029885036987,5,3.1,0,0
触れ,0,0.247674014454364,5,3.1,0,0
触れ,0,0.21697986846279316,5,3.1,0,0
触れ,0,0.1378616842834292,5,3.1,0,0
規約,0,0.46350270469537846,7,4.0,0,0
規約,0,0.44514683973086727,7,4.0,0,0
規約,0,0.38456620130130564,7,4.0,0,0
規約,0,0.36913826482046636,7,4.0,0,0
規約,0,0.358979595283485,7,4.0,0,0
規約,0,0.31255014772452805,7,4.0,0,0
規約,0,0.2972111474374253,7,4.0,0,0
規定時間継続,0,0.33117941094211256,1,12.0,0,0
複数個所,0,0.3629436021314506,1,8.0,0,0
装飾物,0,0.2785152904829489,1,6.0,0,0
装飾品,0,0.40182160264611405,3,6.0,0,0
装飾品,0,0.31781600081009487,3,6.0,0,0
装飾品,0,0.24756536014072142,3,6.0,0,0
色,0,0.5514467371337168,5,2.0,5,0
色,0,0.3115867913286594,5,2.0,5,0
色,0,0.3063905836687836,5,2.0,5,0
色,0,0.25258310078501206,5,2.0,5,0
色,0,0.1661883047725901,5,2.0,5,0
自由,0,0.4853101075575828,1,4.0,0,0
自動,0,0.543423346139987,1,4.0,0,0
縦,0,0.32339492416976523,1,2.0,0,0
緑色,0,0.49513072028144284,3,4.0,0,0
緑色,0,0.40182160264611405,3,4.0,0,0
緑色,0,0.31781600081009487,3,4.0,0,0
緑,0,0.3738329494983852,3,2.0,3,0
緑,0,0.2754632116500071,3,2.0,3,0
緑,0,0.25945366357871746,3,2.0,3,0
経過待ち,0,0.17724627523375577,1,7.1,0,0
節,0,0.17743547439691404,1,2.0,1,0
箇所,0,0.49359021310236756,2,4.0,0,0
箇所,0,0.4139718259609213,2,4.0,0,0
競技終了,0,0.17724627523375577,1,8.0,0,0
競技用,0,0.2468984144705424,1,6.0,0,0
競技環境,0,0.4144777163883267,8,8.0,0,0
競技環境,0,0.4103971014592119,8,8.0,0,0
競技環境,0,0.3760011224919414,8,8.0,0,0
競技環境,0,0.3488847892481757,8,8.0,0,0
競技環境,0,0.324588333785642,8,8.0,0,0
競技環境,0,0.3170009762800818,8,8.0,0,0
競技環境,0,0.2895256414304574,8,8.0,0,0
競技環境,0,0.2813040308096156,8,8.0,0,0
競技内容,0,0.48827259505714865,2,8.0,0,0
競技内容,0,0.4406270188155587,2,8.0,0,0
章,0,0.17743547439691404,1,2.0,11,0
移動先,0,0.3408632556554206,1,6.0,0,0
秒単位,0,0.4728322559661779,1,6.0,0,0
秒,0,0.6726602690524822,1,2.0,5,0
直線,0,0.27082541557860995,2,4.0,0,0
直線,0,0.25780928164510225,2,4.0,0,0
白部分,0,0.4160053505906094,2,6.0,0,0
白部分,0,0.3203428978928181,2,6.0,0,0
番号,0,0.4573928029700216,4,4.0,9,0
番号,0,0.4573928029700216,4,4.0,9,0
番号,0,0.4573928029700216,4,4.0,9,0
番号,0,0.17295752782745571,4,4.0,9,0
用語,0,0.5118510454423211,1,4.0,0,0
環境,0,0.5212796173064441,1,4.0,12,0
現実世界,0,0.3955829607963041,1,8.0,0,0
状況,0,0.33117941094211256,1,4.0,0,0
状態,0,0.3461556971124716,3,4.0,0,0
状態,0,0.2900012985988505,3,4.0,0,0
状態,0,0.155207867069318,3,4.0,0,0
照明環境,0,0.43748858259950485,2,8.0,0,0
照明環境,0,0.33782777268208125,2,8.0,0,0
灰色点線内,0,0.359837627799186,2,10.0,0,0
灰色点線内,0,0.35383676033651673,2,10.0,0,0
添付数字,0,0.20697751129091366,1,8.0,0,0
流れ,0,0.581710516076708,1,3.1,0,0
正式,0,0.5620366414999055,1,4.0,0,0
次,0,0.31035042774791766,3,2.0,0,0
次,0,0.30269519915317755,3,2.0,0,0
次,0,0.27744014195001426,3,2.0,0,0
横倒し,0,0.2735148539325135,3,5.1,0,0
横倒し,0,0.27098408099377075,3,5.1,0,0
横倒し,0,0.2658473774129037,3,5.1,0,0
横,0,0.32339492416976523,1,2.0,3,0
様子,0,0.6629674133867238,2,4.0,0,0
様子,0,0.6038469980524399,2,4.0,0,0
構造,0,0.2468984144705424,1,4.0,0,0
構築方法,0,0.4777958580171293,1,8.0,0,0
構成要素,0,0.5483213602465611,2,8.0,0,0
構成要素,0,0.42814517869497537,2,8.0,0,0
概要,0,0.6566254668895117,3,4.0,0,0
概要,0,0.5138592259449581,3,4.0,0,0
概要,0,0.4164586379448246,3,4.0,0,0
条件,0,0.427144674253302,10,4.0,0,0
条件,0,0.37231481805697464,10,4.0,0,0
条件,0,0.3598115225213784,10,4.0,0,0
条件,0,0.3198496713060727,10,4.0,0,0
条件,0,0.31816222319114945,10,4.0,0,0
条件,0,0.30869074245029277,10,4.0,0,0
条件,0,0.27072536328114016,10,4.0,0,0
条件,0,0.2460368617177319,10,4.0,0,0
条件,0,0.23996801743467666,10,4.0,0,0
条件,0,0.21994653700090339,10,4.0,0,0
本節,0,0.4159989081843642,1,4.0,0,0
本章,0,0.43029450000965475,4,4.0,0,0
本章,0,0.4225140839660493,4,4.0,0,0
本章,0,0.4225140839660493,4,4.0,0,0
本章,0,0.3348082048799709,4,4.0,0,0
本書,0,0.4159989081843642,1,4.0,0,0
最大値,0,0.7265546404346926,1,6.0,0,0
最大,0,0.5816423209289886,4,4.0,1,0
最大,0,0.4595371029100292,4,4.0,1,0
最大,0,0.3908219809630536,4,4.0,1,0
最大,0,0.38251984446700404,4,4.0,1,0
最初,0,0.3899819453564031,1,4.0,0,0
時点,0,0.2747722797713584,6,4.0,0,0
時点,0,0.2679946360980068,6,4.0,0,0
時点,0,0.262175196574613,6,4.0,0,0
時点,0,0.2456347840629203,6,4.0,0,0
時点,0,0.21484632277938367,6,4.0,0,0
時点,0,0.2131726381796449,6,4.0,0,0
時,0,0.46135719325336755,1,2.0,18,0
方向,0,0.25966964587853836,2,4.0,3,0
方向,0,0.20676892465059699,2,4.0,3,0
斜線,0,0.6126813322153306,1,4.0,0,0
文書,0,0.4777957098584193,1,4.0,1,0
数式3,0,0.5137264684079594,1,5.0,0,0
数字部分,0,0.449454125665954,1,8.0,0,0
数字カード黒ブロック,0,0.3751292489246232,4,14.4,0,0
数字カード黒ブロック,0,0.33872691904226776,4,14.4,0,0
数字カード黒ブロック,0,0.24759365021233923,4,14.4,0,0
数字カード黒ブロック,0,0.24318990463444937,4,14.4,0,0
数字カード置き場,0,0.4326931750083129,3,12.7,0,0
数字カード置き場,0,0.30251497655349724,3,12.7,0,0
数字カード置き場,0,0.24756536014072142,3,12.7,0,0
数字カードボーナスサークル,0,0.25058033049120915,2,17.2,0,0
数字カードボーナスサークル,0,0.21421693872496486,2,17.2,0,0
数字カード,0,0.38308982204822883,6,7.6,9,0
数字カード,0,0.27321885922512895,6,7.6,9,0
数字カード,0,0.26783507397031836,6,7.6,9,0
数字カード,0,0.17910435975481767,6,7.6,9,0
数字カード,0,0.16046500822905987,6,7.6,9,0
数字カード,0,0.10475369017713515,6,7.6,9,0
数字,0,0.37725409194051984,9,4.0,20,0
数字,0,0.35226122858626563,9,4.0,20,0
数字,0,0.3286470323598569,9,4.0,20,0
数字,0,0.32551736844454177,9,4.0,20,0
数字,0,0.3193120904306424,9,4.0,20,0
数字,0,0.2506710819100227,9,4.0,20,0
数字,0,0.19221748399976246,9,4.0,20,0
数字,0,0.14722240381047455,9,4.0,20,0
数字,0,0.07385877244247654,9,4.0,20,0
数,0,0.27712183291327713,1,2.0,31,0
改版履歴,0,0.592482840459168,1,8.0,0,0
操作方法,0,0.4435486805827573,1,8.0,0,0
提出期限,0,0.5186324676075845,1,8.0,0,0
提出方法,0,0.5186324676075845,1,8.0,0,0
描画処理,0,0.40293602627109615,2,8.0,0,0
描画処理,0,0.35722441492048257,2,8.0,0,0
接触し,0,0.3381694882148911,1,5.1,0,0
振る舞い,0,0.2468984144705424,1,6.2,0,0
指し,0,0.3305627288842452,4,3.1,0,0
指し,0,0.26101208261374037,4,3.1,0,0
指し,0,0.2585969950751063,4,3.1,0,0
指し,0,0.2536950978650104,4,3.1,0,0
成立時,0,0.43524261582341517,1,6.0,0,0
成立後,0,0.2804154700175525,1,6.0,1,0
成立例,0,0.6305605989797097,1,6.0,0,0
成立し,0,0.4337527234015658,3,5.1,0,0
成立し,0,0.29612224518984015,3,5.1,0,0
成立し,0,0.24266511974982433,3,5.1,0,0
意図的,0,0.16967904472033685,1,6.0,0,0
必要,0,0.29822374745444,2,4.0,0,0
必要,0,0.1643546328819727,2,4.0,0,0
形状,0,0.4596749666856558,2,4.0,0,0
形状,0,0.42814517869497537,2,4.0,0,0
形,0,0.3145770195210893,1,2.0,2,0
度,0,0.5236979290900978,3,2.0,0,0
度,0,0.4228961121998365,3,2.0,0,0
度,0,0.3001557761493628,3,2.0,0,0
底面,0,0.2735148539325135,3,4.0,0,0
底面,0,0.27098408099377075,3,4.0,0,0
底面,0,0.2658473774129037,3,4.0,0,0
差異,0,0.6640762466823741,1,4.0,0,0
左側,0,0.3338173190768775,1,4.0,0,0
左下,0,0.2888533637502037,2,4.0,0,0
左下,0,0.26985723565044645,2,4.0,0,0
左上,0,0.5090622134525411,2,4.0,0,0
左上,0,0.385137818333605,2,4.0,0,0
対象,0,0.49131672549945066,1,4.0,0,0
実行委員会,0,0.46865742032074764,8,10.0,0,0
実行委員会,0,0.3787035323191238,8,10.0,0,0
実行委員会,0,0.2999901762338544,8,10.0,0,0
実行委員会,0,0.2895256414304574,8,10.0,0,0
実行委員会,0,0.2850710262733048,8,10.0,0,0
実行委員会,0,0.2650200917691196,8,10.0,0,0
実行委員会,0,0.23484268918393192,8,10.0,0,0
実行委員会,0,0.12942458236575183,8,10.0,0,0
完全,0,0.3454699417561551,1,4.0,0,0
奥側,0,0.37650014122185727,1,4.0,1,0
大会,0,0.3569197242698734,5,4.0,0,0
大会,0,0.34857661003271806,5,4.0,0,0
大会,0,0.3183645293199634,5,4.0,0,0
大会,0,0.2925282504654049,5,4.0,0,0
大会,0,0.2914180462896073,5,4.0,0,0
外観,0,0.5518380492652764,4,4.0,0,0
外観,0,0.5409665938459662,4,4.0,0,0
外観,0,0.4927334882939127,4,4.0,0,0
外観,0,0.46136812489045104,4,4.0,0,0
場所,0,0.2588893805122497,1,4.0,0,0
図,0,0.4918139527507546,1,2.0,38,0
向き,0,0.49179946106116595,2,3.1,0,0
向き,0,0.45001207758156997,2,3.1,0,0
名称,0,0.46172801369993427,1,4.0,0,0
名産品,0,0.3629436021314506,1,6.0,0,0
同様,0,0.4912000770276113,4,4.0,0,0
同様,0,0.37557932725248044,4,4.0,0,0
同様,0,0.3258823277248792,4,4.0,0,0
同様,0,0.23233253118460376,4,4.0,0,0
各種ゲート等,0,0.44847013052431056,1,9.6,0,0
右側,0,0.3338173190768775,1,4.0,0,0
右下,0,0.2888533637502037,2,4.0,0,0
右下,0,0.26985723565044645,2,4.0,0,0
右上,0,0.5262707387908996,2,4.0,0,0
右上,0,0.385137818333605,2,4.0,0,0
取得方法,0,0.20697751129091366,1,8.0,0,0
取得可能,0,0.43975042955243754,1,8.0,0,0
双方,0,0.5363223278052914,1,4.0,0,0
参加チーム,0,0.34741617718019174,14,7.6,0,0
参加チーム,0,0.3429531671901083,14,7.6,0,0
参加チーム,0,0.321707413996258,14,7.6,0,0
参加チーム,0,0.32116308156179085,14,7.6,0,0
参加チーム,0,0.31373701633261836,14,7.6,0,0
参加チーム,0,0.2888481135148116,14,7.6,0,0
参加チーム,0,0.2838238829842421,14,7.6,0,0
参加チーム,0,0.26615331690676935,14,7.6,0,0
参加チーム,0,0.23994864982338487,14,7.6,0,0
参加チーム,0,0.23264553936220617,14,7.6,0,0
参加チーム,0,0.2159427528941046,14,7.6,0,0
参加チーム,0,0.21057028437185885,14,7.6,0,0
参加チーム,0,0.18053336504907064,14,7.6,0,0
参加チーム,0,0.15766036015667606,14,7.6,0,0
動作環境,0,0.4345415067510164,1,8.0,0,0
別途提示,0,0.48091080448319984,2,8.0,0,0
別途提示,0,0.19192342878957125,2,8.0,0,0
判定方法,0,0.5464700163989707,4,8.0,0,0
判定方法,0,0.5283732761002649,4,8.0,0,0
判定方法,0,0.4678169262725467,4,8.0,0,0
判定方法,0,0.37557932725248044,4,8.0,0,0
初期情報,0,0.2588893805122497,1,8.0,0,0
初期値情報,0,0.3216158102492383,1,10.0,0,0
初期,0,0.5068962325327302,6,4.0,2,0
初期,0,0.4922221239105125,6,4.0,2,0
初期,0,0.3461171618200463,6,4.0,2,0
初期,0,0.3409286151754125,6,4.0,2,0
初期,0,0.27321885922512895,6,4.0,2,0
初期,0,0.13165835621804808,6,4.0,2,0
分断部分,0,0.27082541557860995,2,8.0,0,0
分断部分,0,0.25780928164510225,2,8.0,0,0
出来,0,0.3057719926949686,2,4.0,0,0
出来,0,0.26215497093359047,2,4.0,0,0
円柱,0,0.3071066976834925,3,4.0,0,0
円柱,0,0.28237052740874696,3,4.0,0,0
円柱,0,0.2754632116500071,3,4.0,0,0
円,0,0.32520521998297175,2,2.0,3,0
円,0,0.2990112888300099,2,2.0,3,0
内側,0,0.25058033049120915,2,4.0,0,0
内側,0,0.15921028367541912,2,4.0,0,0
具体的,0,0.4435486805827573,1,6.0,1,0
全景,0,0.39530733282178177,1,4.0,0,0
全く関連,0,0.2468984144705424,1,7.1,0,0
停止時,0,0.4853101075575828,1,6.0,0,0
停止し,0,0.33117941094211256,1,5.1,0,0
例,0,0.5068962325327302,6,2.0,2,0
例,0,0.4749980536655548,6,2.0,2,0
例,0,0.43332926502473484,6,2.0,2,0
例,0,0.2741185015295799,6,2.0,2,0
例,0,0.1331139175725027,6,2.0,2,0
例,0,0.10475369017713515,6,2.0,2,0
任意,0,0.2588893805122497,1,4.0,0,0
仮想的,0,0.27082541557860995,2,6.0,0,0
仮想的,0,0.25780928164510225,2,6.0,0,0
以下,0,0.6157760301883846,2,4.0,0,0
以下,0,0.4255018977707686,2,4.0,0,0
交点サークル,0,0.5924598263390441,11,8.8,0,0
交点サークル,0,0.5637022218224359,11,8.8,0,0
交点サークル,0,0.4308363780022721,11,8.8,0,0
交点サークル,0,0.38513484084754185,11,8.8,0,0
交点サークル,0,0.3725413178205227,11,8.8,0,0
交点サークル,0,0.3177705044746922,11,8.8,0,0
交点サークル,0,0.31055021930010424,11,8.8,0,0
交点サークル,0,0.23799130639238475,11,8.8,0,0
交点サークル,0,0.2313069094362903,11,8.8,0,0
交点サークル,0,0.21882209411783393,11,8.8,0,0
交点サークル,0,0.19184994636005445,11,8.8,0,0
事態,0,0.17724627523375577,1,4.0,0,0
中間ゲート２,0,0.560830940035105,1,8.6,0,0
中間ゲート2,0,0.4678169262725467,4,8.6,0,0
中間ゲート2,0,0.40356490109224025,4,8.6,0,0
中間ゲート2,0,0.34517130267690893,4,8.6,0,0
中間ゲート2,0,0.1863359896426151,4,8.6,0,0
中間ゲート1,0,0.6332890073356996,6,8.6,0,0
中間ゲート1,0,0.43402705778095174,6,8.6,0,0
中間ゲート1,0,0.3744158811019164,6,8.6,0,0
中間ゲート1,0,0.32023998388633934,6,8.6,0,0
中間ゲート1,0,0.21739980553093852,6,8.6,0,0
中間ゲート1,0,0.1728771594214807,6,8.6,0,0
中間ゲート,0,0.4209913423838883,4,7.6,11,0
中間ゲート,0,0.40356490109224025,4,7.6,11,0
中間ゲート,0,0.2954591713144397,4,7.6,11,0
中間ゲート,0,0.2572893753918227,4,7.6,11,0
中心軸,0,0.32520521998297175,2,6.0,0,0
中心軸,0,0.2990112888300099,2,6.0,0,0
中心,0,0.32520521998297175,2,4.0,2,0
中心,0,0.2990112888300099,2,4.0,2,0
中央,0,0.3338173190768775,1,4.0,0,0
中,0,0.4018350406559315,6,2.0,24,0
中,0,0.35720591928910667,6,2.0,24,0
中,0,0.35532138880738845,6,2.0,24,0
中,0,0.3447437040742713,6,2.0,24,0
中,0,0.30085617097447,6,2.0,24,0
中,0,0.2958389135564895,6,2.0,24,0
両者,0,0.5650031856443598,1,4.0,0,0
不成立,0,0.4695641346311899,1,6.0,0,0
下記,0,0.5720442021501572,2,4.0,0,0
下記,0,0.4430443614872485,2,4.0,0,0
上限,0,0.6454231276546677,2,4.0,0,0
上限,0,0.438441776796651,2,4.0,0,0
上記,0,0.4431997672638306,4,4.0,0,0
上記,0,0.29306839315854816,4,4.0,0,0
上記,0,0.1417896462080135,4,4.0,0,0
上記,0,0.08676961087027493,4,4.0,0,0
上,0,0.34186137704585917,3,2.0,19,0
上,0,0.30251497655349724,3,2.0,19,0
上,0,0.24266511974982433,3,2.0,19,0
一方向,0,0.32339492416976523,1,6.0,0,0
一定期日,0,0.3965038216865984,1,8.0,0,0
リザルトタイム,0,0.5302610171791516,11,8.4,0,1.0
リザルトタイム,0,0.36876246596152845,11,8.4,0,1.0
リザルトタイム,0,0.34861041702655415,11,8.4,0,1.0
リザルトタイム,0,0.3340657787069555,11,8.4,0,1.0
リザルトタイム,0,0.3130730718171521,11,8.4,0,1.0
リザルトタイム,0,0.24050502413751967,11,8.4,0,1.0
リザルトタイム,0,0.23457263038727924,11,8.4,0,1.0
リザルトタイム,0,0.23084118315214894,11,8.4,0,1.0
リザルトタイム,0,0.21500130842610954,11,8.4,0,1.0
リザルトタイム,0,0.18805252148764662,11,8.4,0,1.0
リザルトタイム,0,0.12027781655309715,11,8.4,0,1.0
リクエスト,0,0.3057719926949686,2,6.0,0,0
リクエスト,0,0.26215497093359047,2,6.0,0,0
モデル,0,0.4937968289410848,1,3.6,0,0
マイナス,0,0.5020249934034637,1,4.8,0,0
ボーナス数字,0,0.4894377368343818,3,8.8,0,0
ボーナス数字,0,0.4337527234015658,3,8.8,0,0
ボーナス数字,0,0.3296869499416856,3,8.8,0,0
ボーナスブロック,0,0.6656210615175666,9,9.6,0,0
ボーナスブロック,0,0.4702668457589651,9,9.6,0,0
ボーナスブロック,0,0.45160078879851046,9,9.6,0,0
ボーナスブロック,0,0.3413797583844141,9,9.6,0,0
ボーナスブロック,0,0.3095866007018468,9,9.6,0,0
ボーナスブロック,0,0.2678032771770907,9,9.6,0,0
ボーナスブロック,0,0.2458779952719733,9,9.6,0,0
ボーナスブロック,0,0.2293683527105377,9,9.6,0,0
ボーナスブロック,0,0.21594666975051113,9,9.6,0,0
ボーナスタイム,0,0.42913910208293204,12,8.4,0,0
ボーナスタイム,0,0.37935016721365383,12,8.4,0,0
ボーナスタイム,0,0.36138197214329354,12,8.4,0,0
ボーナスタイム,0,0.361138263873258,12,8.4,0,0
ボーナスタイム,0,0.361138263873258,12,8.4,0,0
ボーナスタイム,0,0.361138263873258,12,8.4,0,0
ボーナスタイム,0,0.3596685507999708,12,8.4,0,0
ボーナスタイム,0,0.3567395534597357,12,8.4,0,0
ボーナスタイム,0,0.334639741495939,12,8.4,0,0
ボーナスタイム,0,0.3064488218614035,12,8.4,0,0
ボーナスタイム,0,0.24959435392474694,12,8.4,0,0
ボーナスタイム,0,0.22641273321185731,12,8.4,0,0
ボーナスサークル,0,0.5548802839000285,3,9.6,4,0
ボーナスサークル,0,0.49475194452227483,3,9.6,4,0
ボーナスサークル,0,0.3549523181344824,3,9.6,4,0
ボーナスエリア内,0,0.3456757546773005,1,10.4,0,0
ボーナス,0,0.6968207236805175,1,4.8,32,0
プラットフォーム,0,0.3393580894406737,1,9.6,0,0
プライマリークラス,0,0.4760904384718422,3,10.8,1,1.0
プライマリークラス,0,0.4306628982792729,3,10.8,1,1.0
プライマリークラス,0,0.15537354162877695,3,10.8,1,1.0
ブロックビンゴ2020エリア,0,0.46172801369993427,1,16.0,0,0
ブロックビンゴ2020,0,0.5409665938459662,4,12.4,1,0
ブロックビンゴ2020,0,0.5398756461133067,4,12.4,1,0
ブロックビンゴ2020,0,0.41999122000475564,4,12.4,1,0
ブロックビンゴ2020,0,0.2848370610781795,4,12.4,1,0
ブロックサークル番号8,0,0.26985723565044645,2,14.6,0,0
ブロックサークル番号8,0,0.1925689091668025,2,14.6,0,0
ブロックサークル番号6,0,0.26985723565044645,2,14.6,0,0
ブロックサークル番号6,0,0.1925689091668025,2,14.6,0,0
ブロックサークル番号3,0,0.20767362183306598,1,14.6,0,0
ブロックサークル番号,0,0.4742645883478957,4,13.6,5,0
ブロックサークル番号,0,0.4587566119697645,4,13.6,5,0
ブロックサークル番号,0,0.39131047495506,4,13.6,5,0
ブロックサークル番号,0,0.19304798989006358,4,13.6,5,0
ブロックサークル内,0,0.35441797103592504,1,11.6,0,0
ブロックサークル,0,0.537313079264453,6,9.6,10,0
ブロックサークル,0,0.5324556702900108,6,9.6,10,0
ブロックサークル,0,0.30085617097447,6,9.6,10,0
ブロックサークル,0,0.2958389135564895,6,9.6,10,0
ブロックサークル,0,0.2191848063233089,6,9.6,10,0
ブロックサークル,0,0.16046500822905987,6,9.6,10,0
ブロック,0,0.4449644056876422,14,4.8,56,0
ブロック,0,0.43532578988855825,14,4.8,56,0
ブロック,0,0.3784054678211078,14,4.8,56,0
ブロック,0,0.3525619921738561,14,4.8,56,0
ブロック,0,0.34741617718019174,14,4.8,56,0
ブロック,0,0.3165557695474835,14,4.8,56,0
ブロック,0,0.3163077367139416,14,4.8,56,0
ブロック,0,0.31624110216591045,14,4.8,56,0
ブロック,0,0.2998466018559389,14,4.8,56,0
ブロック,0,0.2779301264992149,14,4.8,56,0
ブロック,0,0.2726121307956832,14,4.8,56,0
ブロック,0,0.2250389562952815,14,4.8,56,0
ブロック,0,0.22395300186744038,14,4.8,56,0
ブロック,0,0.22073598203019787,14,4.8,56,0
フルビンゴ,0,0.3464515390215655,1,6.0,0,1.0
フォルダ以外,0,0.16967904472033685,1,8.8,0,0
ビンゴ,0,0.32125310070515767,2,3.6,9,1.0
ビンゴ,0,0.2998734611924454,2,3.6,9,1.0
パーツ,0,0.35754862083453337,1,3.6,0,0
