単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,概念レベル,Scored Probabilities for Class "0",Scored Probabilities for Class "1",Scored Probabilities for Class "2",Scored Labels
自由記述,0,0.232212123546953,4,2,0,1.5,0.551653265953064,0.390110969543457,0.0582357682287693,0
自由記述,0,0.182187264239128,4,2,0,1.5,0.551653265953064,0.390110969543457,0.0582357682287693,0
自由記述,0,0.159289355152676,4,2,0,1.5,0.551653265953064,0.390110969543457,0.0582357682287693,0
自己評価入力,0,0.290913715492469,1,3,0,20.6666666666667,0.398858964443207,0.541726768016815,0.0594142191112041,1
自己評価,0,0.377842882660249,2,2,1,31,0.43576580286026,0.495472401380539,0.0687617734074593,1
自己評価,0,0.181738051395161,2,2,1,31,0.43576580286026,0.495472401380539,0.0687617734074593,1
自分,0,0.329021803494567,1,1,0,1,0.466908395290375,0.466510236263275,0.0665813013911247,0
職階,0,0.38890859999022,1,1,0,0,0.456956624984741,0.477818101644516,0.065225288271904,1
総合評価,0,0.271406253356481,2,2,0,31,0.43992680311203,0.496932804584503,0.063140369951725,1
総合評価,0,0.218544299718124,2,2,0,31,0.43992680311203,0.496932804584503,0.063140369951725,1
確定フラグ,0,0.426263002653519,1,2.5,0,31,0.421217322349548,0.517628133296967,0.0611545443534851,1
目標,0,0.493015350853579,3,1,0,29,0.476811796426773,0.456459283828735,0.0667289197444916,0
目標,0,0.351558569862478,3,1,0,29,0.476811796426773,0.456459283828735,0.0667289197444916,0
目標,0,0.169095601293956,3,1,0,29,0.476811796426773,0.456459283828735,0.0667289197444916,0
注意事項,0,0.414888540873392,1,2,0,14.5,0.434095412492752,0.502861142158508,0.0630434080958366,1
氏名,0,0.455001248611528,3,1,6,26,0.357190608978271,0.547759771347046,0.0950496271252632,1
氏名,0,0.454686782651003,3,1,6,26,0.357190608978271,0.547759771347046,0.0950496271252632,1
氏名,0,0.329544293828793,3,1,6,26,0.357190608978271,0.547759771347046,0.0950496271252632,1
本学向け,0,0.334424728452514,1,1.6,0,0,0.462536007165909,0.475055336952209,0.0624086037278175,1
最初,0,0.228242923520296,1,1,0,0,0.466545671224594,0.466860353946686,0.0665940046310425,1
教員,0,0.375273112080723,15,1,0,21,0.330516040325165,0.326188117265701,0.343295872211456,2
教員,0,0.371228542461211,15,1,0,21,0.330516040325165,0.326188117265701,0.343295872211456,2
教員,0,0.361143281825836,15,1,0,21,0.330516040325165,0.326188117265701,0.343295872211456,2
教員,0,0.350174726829916,15,1,0,21,0.330516040325165,0.326188117265701,0.343295872211456,2
教員,0,0.300289006784883,15,1,0,21,0.330516040325165,0.326188117265701,0.343295872211456,2
教員,0,0.286839024711923,15,1,0,21,0.330516040325165,0.326188117265701,0.343295872211456,2
教員,0,0.266408455009201,15,1,0,21,0.330516040325165,0.326188117265701,0.343295872211456,2
教員,0,0.25515641653405,15,1,0,21,0.330516040325165,0.326188117265701,0.343295872211456,2
教員,0,0.242732802189767,15,1,0,21,0.330516040325165,0.326188117265701,0.343295872211456,2
教員,0,0.230993579558747,15,1,0,21,0.330516040325165,0.326188117265701,0.343295872211456,2
教員,0,0.208012306183902,15,1,0,21,0.330516040325165,0.326188117265701,0.343295872211456,2
教員,0,0.199091391725865,15,1,0,21,0.330516040325165,0.326188117265701,0.343295872211456,2
教員,0,0.181281609722512,15,1,0,21,0.330516040325165,0.326188117265701,0.343295872211456,2
教員,0,0.173671351588337,15,1,0,21,0.330516040325165,0.326188117265701,0.343295872211456,2
教員,0,0.161545702640983,15,1,0,21,0.330516040325165,0.326188117265701,0.343295872211456,2
担当者情報,0,0.553967220971994,1,2.5,0,28.3333333333333,0.420262962579727,0.518563330173492,0.0611737072467804,1
担当者名,0,0.38890859999022,1,2,1,1,0.425152033567429,0.506071329116821,0.0687766596674919,1
担当者id,0,0.405761032154737,4,2.3,1,0.333333333333333,0.413429886102676,0.518165230751038,0.0684049129486084,1
担当者id,0,0.392270666598808,4,2.3,1,0.333333333333333,0.413429886102676,0.518165230751038,0.0684049129486084,1
担当者id,0,0.388943341031669,4,2.3,1,0.333333333333333,0.413429886102676,0.518165230751038,0.0684049129486084,1
担当者id,0,0.255736967643548,4,2.3,1,0.333333333333333,0.413429886102676,0.518165230751038,0.0684049129486084,1
担当者,0,0.487265482642635,1,1.5,22,0.5,0.269567251205444,0.338768362998962,0.391664415597916,2
担当年度,0,0.510737011865077,1,2,0,7,0.431397825479507,0.505494117736816,0.0631081163883209,1
情報,0,0.652799842664966,5,1,15,84,0.395916968584061,0.38451224565506,0.219570830464363,0
情報,0,0.456795586450892,5,1,15,84,0.395916968584061,0.38451224565506,0.219570830464363,0
情報,0,0.407055266952741,5,1,15,84,0.395916968584061,0.38451224565506,0.219570830464363,0
情報,0,0.339453384409252,5,1,15,84,0.395916968584061,0.38451224565506,0.219570830464363,0
情報,0,0.294818400843029,5,1,15,84,0.395916968584061,0.38451224565506,0.219570830464363,0
当該年度,0,0.383736988637816,1,2,0,6.5,0.431218087673187,0.50566953420639,0.0631123632192612,1
当該学生,0,0.298016317380883,1,2,0,12.5,0.433375716209412,0.503563404083252,0.063060849905014,1
当該インターンシップ参加学生,0,0.613359225069384,1,6.7,0,9,0.362722784280777,0.590740084648132,0.0465371385216713,1
当該インターンシップ,0,0.55859199489724,2,4.7,1,0,0.508098363876343,0.436028957366943,0.0558727830648422,0
当該インターンシップ,0,0.377842882660249,2,4.7,1,0,0.508098363876343,0.436028957366943,0.0558727830648422,0
年度別一覧,0,0.529154960040916,1,2.5,0,4.33333333333333,0.41169935464859,0.526964962482452,0.0613356530666351,1
年度,0,0.378393125145993,2,1,6,13,0.427115440368652,0.466118544340134,0.10676596313715,1
年度,0,0.349472872075591,2,1,6,13,0.427115440368652,0.466118544340134,0.10676596313715,1
実施開始日,0,0.365179350090357,4,2.5,0,31,0.420893728733063,0.517230451107025,0.0618757978081703,1
実施開始日,0,0.349200272091498,4,2.5,0,31,0.420893728733063,0.517230451107025,0.0618757978081703,1
実施開始日,0,0.325974396782693,4,2.5,0,31,0.420893728733063,0.517230451107025,0.0618757978081703,1
実施開始日,0,0.281792389645109,4,2.5,0,31,0.420893728733063,0.517230451107025,0.0618757978081703,1
実施終了日,0,0.387660692859723,3,2.5,0,37.6666666666667,0.423389106988907,0.515025675296783,0.0615852698683739,1
実施終了日,0,0.370697903351597,3,2.5,0,37.6666666666667,0.423389106988907,0.515025675296783,0.0615852698683739,1
実施終了日,0,0.346042185791835,3,2.5,0,37.6666666666667,0.423389106988907,0.515025675296783,0.0615852698683739,1
実施日数,0,0.365179350090357,4,2,3,23.5,0.423901975154877,0.493975281715393,0.0821227803826332,1
実施日数,0,0.349200272091498,4,2,3,23.5,0.423901975154877,0.493975281715393,0.0821227803826332,1
実施日数,0,0.325974396782693,4,2,3,23.5,0.423901975154877,0.493975281715393,0.0821227803826332,1
実施日数,0,0.281792389645109,4,2,3,23.5,0.423901975154877,0.493975281715393,0.0821227803826332,1
実施日,0,0.537095881297448,1,1.5,11,23.5,0.395112007856369,0.446024090051651,0.158863946795464,1
実施場所,0,0.387660692859723,3,2,0,72,0.562734425067902,0.380174815654755,0.057090736925602,0
実施場所,0,0.370697903351597,3,2,0,72,0.562734425067902,0.380174815654755,0.057090736925602,0
実施場所,0,0.299140225167142,3,2,0,72,0.562734425067902,0.380174815654755,0.057090736925602,0
実施内容,0,0.387660692859723,3,2,0,74.5,0.563119053840637,0.379822939634323,0.0570579692721367,0
実施内容,0,0.370697903351597,3,2,0,74.5,0.563119053840637,0.379822939634323,0.0570579692721367,0
実施内容,0,0.299140225167142,3,2,0,74.5,0.563119053840637,0.379822939634323,0.0570579692721367,0
学籍番号,0,0.407055266952741,5,2,0,0,0.428428709506989,0.507411539554596,0.0641598030924797,1
学籍番号,0,0.406773937998371,5,2,0,0,0.428428709506989,0.507411539554596,0.0641598030924797,1
学籍番号,0,0.333958957113973,5,2,0,0,0.428428709506989,0.507411539554596,0.0641598030924797,1
学籍番号,0,0.309577819279059,5,2,0,0,0.428428709506989,0.507411539554596,0.0641598030924797,1
学籍番号,0,0.302848571644588,5,2,0,0,0.428428709506989,0.507411539554596,0.0641598030924797,1
学生順,0,0.53963371377918,2,1.5,0,15.5,0.447996467351913,0.487747699022293,0.0642558634281158,1
学生順,0,0.200602281134395,2,1.5,0,15.5,0.447996467351913,0.487747699022293,0.0642558634281158,1
学生登録,0,0.447788673010387,1,2,0,28,0.438959836959839,0.49811789393425,0.0629222318530083,1
学生氏名,0,0.605455023173461,6,2,0,25.5,0.437478840351105,0.498336642980576,0.0641845241189003,1
学生氏名,0,0.38496158898173,6,2,0,25.5,0.437478840351105,0.498336642980576,0.0641845241189003,1
学生氏名,0,0.319004044159359,6,2,0,25.5,0.437478840351105,0.498336642980576,0.0641845241189003,1
学生氏名,0,0.308665273526715,6,2,0,25.5,0.437478840351105,0.498336642980576,0.0641845241189003,1
学生氏名,0,0.295714710530586,6,2,0,25.5,0.437478840351105,0.498336642980576,0.0641845241189003,1
学生氏名,0,0.289286803256899,6,2,0,25.5,0.437478840351105,0.498336642980576,0.0641845241189003,1
学生毎,0,0.428733162356621,2,1.5,0,12.5,0.467963397502899,0.46888679265976,0.0631498247385025,1
学生毎,0,0.351909522510784,2,1.5,0,12.5,0.467963397502899,0.46888679265976,0.0631498247385025,1
学生情報,0,0.547388516098619,3,2,0,54.5,0.448302805423737,0.48853924870491,0.0631579086184502,1
学生情報,0,0.439451325546929,3,2,0,54.5,0.448302805423737,0.48853924870491,0.0631579086184502,1
学生情報,0,0.352003939434328,3,2,0,54.5,0.448302805423737,0.48853924870491,0.0631579086184502,1
学生id,0,0.522231080932697,10,1.8,0,12.5,0.439837068319321,0.49413275718689,0.0660302191972733,1
学生id,0,0.335148315930995,10,1.8,0,12.5,0.439837068319321,0.49413275718689,0.0660302191972733,1
学生id,0,0.332045980356662,10,1.8,0,12.5,0.439837068319321,0.49413275718689,0.0660302191972733,1
学生id,0,0.294034460461046,10,1.8,0,12.5,0.439837068319321,0.49413275718689,0.0660302191972733,1
学生id,0,0.275154752090504,10,1.8,0,12.5,0.439837068319321,0.49413275718689,0.0660302191972733,1
学生id,0,0.266237116335001,10,1.8,0,12.5,0.439837068319321,0.49413275718689,0.0660302191972733,1
学生id,0,0.255066696975513,10,1.8,0,12.5,0.439837068319321,0.49413275718689,0.0660302191972733,1
学生id,0,0.249522349608341,10,1.8,0,12.5,0.439837068319321,0.49413275718689,0.0660302191972733,1
学生id,0,0.205501804351848,10,1.8,0,12.5,0.439837068319321,0.49413275718689,0.0660302191972733,1
学生id,0,0.186136269078824,10,1.8,0,12.5,0.439837068319321,0.49413275718689,0.0660302191972733,1
学生,0,0.431160292985109,14,1,32,25,0.154010146856308,0.18299064040184,0.662999153137207,2
学生,0,0.408622735651387,14,1,32,25,0.154010146856308,0.18299064040184,0.662999153137207,2
学生,0,0.404218693521086,14,1,32,25,0.154010146856308,0.18299064040184,0.662999153137207,2
学生,0,0.385112395733262,14,1,32,25,0.154010146856308,0.18299064040184,0.662999153137207,2
学生,0,0.366058157052952,14,1,32,25,0.154010146856308,0.18299064040184,0.662999153137207,2
学生,0,0.345908456534529,14,1,32,25,0.154010146856308,0.18299064040184,0.662999153137207,2
学生,0,0.308714573301631,14,1,32,25,0.154010146856308,0.18299064040184,0.662999153137207,2
学生,0,0.249097012189462,14,1,32,25,0.154010146856308,0.18299064040184,0.662999153137207,2
学生,0,0.238928654148232,14,1,32,25,0.154010146856308,0.18299064040184,0.662999153137207,2
学生,0,0.230795243721607,14,1,32,25,0.154010146856308,0.18299064040184,0.662999153137207,2
学生,0,0.18603463124638,14,1,32,25,0.154010146856308,0.18299064040184,0.662999153137207,2
学生,0,0.161830215237329,14,1,32,25,0.154010146856308,0.18299064040184,0.662999153137207,2
学生,0,0.133491954545472,14,1,32,25,0.154010146856308,0.18299064040184,0.662999153137207,2
学生,0,0.11100983977764,14,1,32,25,0.154010146856308,0.18299064040184,0.662999153137207,2
固有,0,0.478619807865236,2,1,0,0,0.466416031122208,0.466730654239655,0.0668533369898796,1
固有,0,0.428733162356621,2,1,0,0,0.466416031122208,0.466730654239655,0.0668533369898796,1
固定値,0,0.470707511053835,1,1.5,0,65.5,0.471456706523895,0.464385122060776,0.064158208668232,0
周囲,0,0.239971506113508,1,1,0,13,0.471263825893402,0.462309807538986,0.0664263144135475,0
各実施日,0,0.414888540873392,1,2,0,15.6666666666667,0.434515386819839,0.502451419830322,0.0630331560969353,1
反省的態度,0,0.271406253356481,2,2.5,0,21.3333333333333,0.417653769254684,0.520883560180664,0.0614626444876194,1
反省的態度,0,0.218544299718124,2,2.5,0,21.3333333333333,0.417653769254684,0.520883560180664,0.0614626444876194,1
反省点,0,0.377842882660249,2,1.5,0,53,0.46678701043129,0.468648672103882,0.0645643249154091,1
反省点,0,0.181738051395161,2,1.5,0,53,0.46678701043129,0.468648672103882,0.0645643249154091,1
参加決定者,0,0.707106781186548,3,2.5,0,15.6666666666667,0.415524542331696,0.522733151912689,0.061742227524519,1
参加決定者,0,0.656764383611695,3,2.5,0,15.6666666666667,0.415524542331696,0.522733151912689,0.061742227524519,1
参加決定者,0,0.470249092379654,3,2.5,0,15.6666666666667,0.415524542331696,0.522733151912689,0.061742227524519,1
参加決定学生,0,0.613359225069384,1,3,1,24,0.396285802125931,0.539023041725159,0.0646912306547165,1
参加学生決定,0,0.353027524217892,1,3,0,24,0.400036096572876,0.540566205978394,0.0593976080417633,1
参加エントリ,0,0.707106781186548,3,3,0,5.5,0.39332127571106,0.546725690364838,0.0599530674517155,1
参加エントリ,0,0.470249092379654,3,3,0,5.5,0.39332127571106,0.546725690364838,0.0599530674517155,1
参加エントリ,0,0.352003939434328,3,3,0,5.5,0.39332127571106,0.546725690364838,0.0599530674517155,1
参加インターンシップ情報閲覧,0,0.429509547484332,1,6.7,0,25.5,0.2716224193573,0.683154761791229,0.0452228486537933,1
勤務態度,0,0.271406253356481,2,2,0,41.5,0.44371834397316,0.493241041898727,0.063040554523468,1
勤務態度,0,0.218544299718124,2,2,0,41.5,0.44371834397316,0.493241041898727,0.063040554523468,1
勤務内容理解,0,0.298016317380883,1,3,0,46.6666666666667,0.408068776130676,0.532655775547028,0.0592753924429417,1
勤務内容,0,0.239971506113508,1,2,1,61.5,0.46450799703598,0.469490140676498,0.0660019218921661,1
内容,0,0.581683171459273,3,1,5,102,0.477480500936508,0.422503262758255,0.100016258656979,0
内容,0,0.549629779600956,3,1,5,102,0.477480500936508,0.422503262758255,0.100016258656979,0
内容,0,0.20334145483848,3,1,5,102,0.477480500936508,0.422503262758255,0.100016258656979,0
企業順,0,0.53963371377918,2,1.5,0,42,0.454827815294266,0.48158860206604,0.0635835826396942,1
企業順,0,0.200602281134395,2,1.5,0,42,0.454827815294266,0.48158860206604,0.0635835826396942,1
企業担当者連絡先電話番号,0,0.415492731960516,1,6,0,22.1428571428571,0.293244272470474,0.658836841583252,0.0479189045727253,1
企業担当者登録,0,0.426132387264516,1,3.5,0,27.5,0.382765203714371,0.559699356555939,0.05753543227911,1
企業担当者名,0,0.415492731960516,1,3,0,20.25,0.398711889982224,0.541871786117554,0.0594162605702877,1
企業担当者id,0,0.415492731960516,1,3.3,0,19.75,0.387427896261215,0.554263889789581,0.0583082363009453,1
企業担当者,0,0.415261176748415,12,2.5,4,26.3333333333333,0.260585308074951,0.288139224052429,0.451275438070297,2
企業担当者,0,0.362982792314759,12,2.5,4,26.3333333333333,0.260585308074951,0.288139224052429,0.451275438070297,2
企業担当者,0,0.360530020757817,12,2.5,4,26.3333333333333,0.260585308074951,0.288139224052429,0.451275438070297,2
企業担当者,0,0.360530020757817,12,2.5,4,26.3333333333333,0.260585308074951,0.288139224052429,0.451275438070297,2
企業担当者,0,0.311035101340609,12,2.5,4,26.3333333333333,0.260585308074951,0.288139224052429,0.451275438070297,2
企業担当者,0,0.300209107425867,12,2.5,4,26.3333333333333,0.260585308074951,0.288139224052429,0.451275438070297,2
企業担当者,0,0.298797030835296,12,2.5,4,26.3333333333333,0.260585308074951,0.288139224052429,0.451275438070297,2
企業担当者,0,0.244178716560723,12,2.5,4,26.3333333333333,0.260585308074951,0.288139224052429,0.451275438070297,2
企業担当者,0,0.22713169650601,12,2.5,4,26.3333333333333,0.260585308074951,0.288139224052429,0.451275438070297,2
企業担当者,0,0.213558821575923,12,2.5,4,26.3333333333333,0.260585308074951,0.288139224052429,0.451275438070297,2
企業担当者,0,0.2075081215579,12,2.5,4,26.3333333333333,0.260585308074951,0.288139224052429,0.451275438070297,2
企業担当者,0,0.18832125961762,12,2.5,4,26.3333333333333,0.260585308074951,0.288139224052429,0.451275438070297,2
企業名,0,0.575908246303661,8,1.5,0,40,0.453298628330231,0.481602251529694,0.0650990754365921,1
企業名,0,0.515784738985143,8,1.5,0,40,0.453298628330231,0.481602251529694,0.0650990754365921,1
企業名,0,0.339961658288355,8,1.5,0,40,0.453298628330231,0.481602251529694,0.0650990754365921,1
企業名,0,0.294622799760104,8,1.5,0,40,0.453298628330231,0.481602251529694,0.0650990754365921,1
企業名,0,0.292572953456257,8,1.5,0,40,0.453298628330231,0.481602251529694,0.0650990754365921,1
企業名,0,0.277871321577343,8,1.5,0,40,0.453298628330231,0.481602251529694,0.0650990754365921,1
企業名,0,0.273113452766282,8,1.5,0,40,0.453298628330231,0.481602251529694,0.0650990754365921,1
企業名,0,0.267176825716419,8,1.5,0,40,0.453298628330231,0.481602251529694,0.0650990754365921,1
企業id,0,0.653513317153323,3,1.8,0,39,0.450248241424561,0.485763102769852,0.0639885812997818,1
企業id,0,0.445325035571084,3,1.8,0,39,0.450248241424561,0.485763102769852,0.0639885812997818,1
企業id,0,0.329544293828793,3,1.8,0,39,0.450248241424561,0.485763102769852,0.0639885812997818,1
企業,0,0.646072979429645,5,1,32,78,0.185683906078339,0.203467532992363,0.610848546028137,2
企業,0,0.505046323226654,5,1,32,78,0.185683906078339,0.203467532992363,0.610848546028137,2
企業,0,0.419943735393167,5,1,32,78,0.185683906078339,0.203467532992363,0.610848546028137,2
企業,0,0.401134403099707,5,1,32,78,0.185683906078339,0.203467532992363,0.610848546028137,2
企業,0,0.242873346905545,5,1,32,78,0.185683906078339,0.203467532992363,0.610848546028137,2
事項,0,0.264937847248525,2,1,1,21,0.469510346651077,0.457990348339081,0.0724993124604225,0
事項,0,0.181738051395161,2,1,1,21,0.469510346651077,0.457990348339081,0.0724993124604225,0
事前準備状況,0,0.271406253356481,2,3,0,99.6666666666667,0.426917880773544,0.513924121856689,0.0591580383479595,1
事前準備状況,0,0.218544299718124,2,3,0,99.6666666666667,0.426917880773544,0.513924121856689,0.0591580383479595,1
予定実施日数,0,0.510600351031747,3,3,0,21.6666666666667,0.399013727903366,0.54110985994339,0.0598764009773731,1
予定実施日数,0,0.430740683507053,3,3,0,21.6666666666667,0.399013727903366,0.54110985994339,0.0598764009773731,1
予定実施日数,0,0.416419817726859,3,3,0,21.6666666666667,0.399013727903366,0.54110985994339,0.0598764009773731,1
予定実施日,0,0.510600351031747,3,2.5,3,21.6666666666667,0.40524759888649,0.515194058418274,0.079558253288269,1
予定実施日,0,0.430740683507053,3,2.5,3,21.6666666666667,0.40524759888649,0.515194058418274,0.079558253288269,1
予定実施日,0,0.416419817726859,3,2.5,3,21.6666666666667,0.40524759888649,0.515194058418274,0.079558253288269,1
一覧項目,0,0.440540719622658,1,2,0,18.5,0.43553563952446,0.501456260681152,0.0630081295967102,1
ログインid,0,0.443757241872617,2,2.8,0,0,0.398892223834991,0.540615379810333,0.0604924708604813,1
ログインid,0,0.291778054627055,2,2.8,0,0,0.398892223834991,0.540615379810333,0.0604924708604813,1
ログイン,0,0.278798817741803,3,2,2,0,0.420254319906235,0.504303634166718,0.0754420757293701,1
ログイン,0,0.271480767031357,3,2,2,0,0.420254319906235,0.504303634166718,0.0754420757293701,1
ログイン,0,0.208223092202829,3,2,2,0,0.420254319906235,0.504303634166718,0.0754420757293701,1
ユーザ認証,0,0.278798817741803,3,2.2,3,4,0.409915387630463,0.508987963199615,0.0810966938734055,1
ユーザ認証,0,0.271480767031357,3,2.2,3,4,0.409915387630463,0.508987963199615,0.0810966938734055,1
ユーザ認証,0,0.208223092202829,3,2.2,3,4,0.409915387630463,0.508987963199615,0.0810966938734055,1
ユーザid,0,0.428677741959343,2,2,0,2.5,0.429667741060257,0.50693941116333,0.0633928626775742,1
ユーザid,0,0.223790913204374,2,2,0,2.5,0.429667741060257,0.50693941116333,0.0633928626775742,1
メールアドレス,0,0.415492731960516,1,3.2,4,0,0.36876106262207,0.548845171928406,0.0823937729001045,1
パスワード変更,0,0.566298708093039,2,3.2,0,200,0.455645203590393,0.486699491739273,0.0576553381979465,1
パスワード変更,0,0.56239222921376,2,3.2,0,200,0.455645203590393,0.486699491739273,0.0576553381979465,1
パスワード,0,0.580960741378647,10,2.2,2,0,0.41201114654541,0.511359930038452,0.0766288861632347,1
パスワード,0,0.580960741378647,10,2.2,2,0,0.41201114654541,0.511359930038452,0.0766288861632347,1
パスワード,0,0.388379882206126,10,2.2,2,0,0.41201114654541,0.511359930038452,0.0766288861632347,1
パスワード,0,0.385700734637373,10,2.2,2,0,0.41201114654541,0.511359930038452,0.0766288861632347,1
パスワード,0,0.304338298610928,10,2.2,2,0,0.41201114654541,0.511359930038452,0.0766288861632347,1
パスワード,0,0.294034460461046,10,2.2,2,0,0.41201114654541,0.511359930038452,0.0766288861632347,1
パスワード,0,0.29399645195589,10,2.2,2,0,0.41201114654541,0.511359930038452,0.0766288861632347,1
パスワード,0,0.205501804351848,10,2.2,2,0,0.41201114654541,0.511359930038452,0.0766288861632347,1
パスワード,0,0.20010769028237,10,2.2,2,0,0.41201114654541,0.511359930038452,0.0766288861632347,1
パスワード,0,0.153480640635395,10,2.2,2,0,0.41201114654541,0.511359930038452,0.0766288861632347,1
ソート,0,0.592542176630729,1,1.2,0,0,0.45900771021843,0.475062370300293,0.0659299492835999,1
セキュリティ確保,0,0.423550925741427,2,4,0,2,0.412094622850418,0.533633410930634,0.054271973669529,1
セキュリティ確保,0,0.423550925741427,2,4,0,2,0.412094622850418,0.533633410930634,0.054271973669529,1
システム要求仕様,0,0.245732524551943,1,4,0,157,0.441263258457184,0.505901634693146,0.0528351068496704,1
システム,0,0.447788673010387,1,2,1,410,0.572675406932831,0.364969938993454,0.0623546130955219,0
コミュニケーション,0,0.271406253356481,2,4.2,0,15,0.352955192327499,0.591924428939819,0.0551203787326813,1
コミュニケーション,0,0.218544299718124,2,4.2,0,15,0.352955192327499,0.591924428939819,0.0551203787326813,1
エントリ登録,0,0.61867709362166,4,3,0,15.5,0.396740078926086,0.543118298053741,0.0601415857672691,1
